ticker,company_name,sector,best_variant,theme_text_regenerated_normalized
4536.T,参天製薬,医薬品,theme_bodyleft,"90ー71&東Pー50分1→1.1分1→1.1高安f3D【株式】&3,【株第丿,名閉コ〉庸1匯既日本マスグこ曾ー肥0儀の5一日本カスアイ信託ロ第9()4,6}メロンA郊ノントリーティⅡ己資本,5。ャスデック1,4(よの4【指標等】く〉チェスターv阡7新幻高安呂・ー調整ー株益円JPモル勢ン↓券6ー5S17最高(3),3小野薬品匚業6加"
1941.T,中電工,建設業,theme_bodyleft,"ー5&0→1.0ー四23【株式】&ー【株ド1乢幻閉コ〉庸1匯既中国電ノ幻別訂17.東P4加→1ー新日本マスタ・託3&例→0、0自社(自0ゝーⅡ己資本2,0日本カストプれロ13高安47い【指標等】く4・3〉山口銀行れ一52【役員1迫谷章間重藤降、い4資4,初凡第/男扁个;"
2914.T,日本たばこ産業,食料品,theme_bodyleft,"ー7應5舸→2仡0OG.・【株式】&2,网,飛【株ド)74いななー幻庸4(&の7,18,83Ⅱ己資本3,,い1本カストディ信託ロ,网SM肬日興誕券,側3ステートストリートB工ストリ1,0,9ーティ1【指標等】く0な肥〉日本証券金高統安日・A6ー予鵯M)例認1整ー2)4,ー自社グループ社員持く紗国〉7ー-月儀4、・、年IS年19)"
3099.T,三越伊勢丹ホールディングス,小売業,theme_bodyleft,"ー5&5ーiåiillii'llilllli::△事11東P23Ⅱ己資本3,8公益財団1,跖自町自己、高安ま比00、引,自社グループ取引先れ株ム18M0ー0響「彳'ー清水建設6ー」11【指標等】く〉明安日件命保険5G9凵高安日・自社グループ従業員れ株ム調整ー株益最高)58,B・WT幻4引、"
4107.T,伊勢化学工業,化学,theme_bodyleft,"ー5細:1ー7【株式】&49&3【株主)3,名くな肥〉庸AGC2G・19れ18.21公28カ幻Ⅱ.2(34円)14ム,9引UBSuンドンIPBセグリゲイテッ引Ⅱ己資本認,ド・クライアント5(0.の・7.厚吐資ム1,网く国〉45ー<<勳・4、韻益(な肥)3,2楽天証券一円ド・カンパニー20.調株益加・くーわナショナルファイナンシ"
4249.T,森六,化学,theme_bodyleft,"ー.ー76.59.3【株式】&48飛【株向名く幻コ10阿波銀「→ー1匯日本カズトディ信託ロ(二東=0島安ま比、0、ー調株益、2、7・1資例27側8,予7,【役黒瀬直樹菊池耕"
4743.T,アイティフォー,情報・通信業,theme_wide,"8.2ー7東24ー→島【株式】28,G11俐【株ド7,4名く①日-マスタイ'託日4日・カストデ日一務)く23〉市日さカストディ信託ーー皀本自社自己・料)安き比事7ー「聹Ⅲ員特会第:BNY・GCM4'ライア:Ⅱ【指標等】〉明楓'し命龕統一安統日・"
2217.T,モロゾフ,食料品,theme_bodyleft,"33四【株式】&ー【株1IO14幻閉.1>庸ffD17.82料第=仇1阪日本スタ4氈日ー0→1,00・菱00銀行、0四よ2→7Ⅱ己資本19,7山陽電ム物「【指標等】く4・1>期岡迪子韻益(1)7【役員叩旧信二第ⅱ岡調ー株益高安呂"
3712.T,情報企画,情報・通信業,theme_wide,"偲.、(浦【株式】4俐【株ドー名く①1社(自己株ロ)ー務)く2〉市光、ぐ6,7G3自参員持株会4本5ⅱンイデリティ凵ー→ー翦・安き比事脇スドスト,クF貶第G,、′:イi0みらい銀行ーー【指標等】の見龕安統ド0・00・00、離=わ"
2329.T,東北新社,情報・通信業,theme_bodyleft,"ー74.3△1℃89.1ま.42料【株式】&55,【株)名閉①庸1自社0・己株ロ)臨行ー生3〉日本製74Ⅱ己資本,6行りそな銀行1よ31よ物「1第牆ロ2教5【指標等】く4・3〉NITTAN2ー8調株益2ー最純益(07①17"
2798.T,ワイズテーブルコーポレーション,小売業,theme_bodyleft,"5。写恠30ー7【株式】&3,【株ド1肥,4名閉2〉庸1阪金山精三郎1引・9アサヒビールⅡ己資本7B)YOUDEAL本比圏ーSM肬信託銀行特定イ券信託ロ&(2響「0プラ、,トフォームホール3【指標等】く4・2〉ディングス2()高師安日・A2ー予脇項)幻調株益一円辺雅之最純益(は2)引2く外国>0一く浮動株〉・、年1・い(5年満05D9ルス"
1518.T,三井松島ホールディングス,その他製品,theme_bodyleft,"ーー7ム9$.21三な期】11(OA)第0→ー1第2幻6響「5苧:スイート・ストリート・バンク&6幻1【指標等】く4・3〉ラスト引18(凵)高安呂・益一円西日本シティ銀行ー最高(な3),0く外国月れく浮動株〉.7、戸年、、粤、呂醤ー::=投信=、聳定株0、"
4091.T,日本酸素ホールディングス,化学,theme_bodyleft,"ー5(川)恠3ー7Ⅱ己資本,,日本男スァイ信託ロ9,一日マスタヨーーム%31匯既ーまケミ防ル(幻5【株式】&4,82【株ド1乢4名閉コ〉庸1ふ幻1【指標等】く02生3〉ステートストリートBウ工ストトリ高安呂・4議ー予事イピデン)ー1ンク(0)石9、いムト・華、7・4資1"
1802.T,大林組,建設業,theme_bodyleft,"ー7住0ト月な1東P2料ー5第:仇高値料3【株式】&肥1,飛【株2,78閉①41匯日本マズター信龜ー生3〉用日本カストディ信託ロ7幻阜Ⅱ己資本い5い四日本生命保険2,圏ー5し1【指標等】=;自ツループ従ー"
1401.T,エムビーエス,建設業,theme_wide,"設4【株式】7,7俐【株ドー名くなⅱ→ー本貴に・ホールディングス→ー.47皀本35呂社鬟会安き比事本マター信託東⑥島第2,7山本剏0鳳真24ーー【指標等】く>非野日房雄〉凹"
1736.T,オーテック,建設業,theme_bodyleft,"ー【株式】&&5仕0細:1(り8.4ミカ(3D飛【株)76寄4.3〉日・カストディ信託冂(日1例ー&31ー生3〉自自ロ)翡&45阜Ⅱ己資本,7Hpⅸ26・帑ま比事社従臾、株会0冖物「17,ア1,P[儷コ【指標等】く4聿Ⅳ,、ル7製作所気ⅸ益(①1,6社00=引00、)ーい市原:沼"
2469.T,ヒビノ,サービス業,theme_wide,"5.2公カ例→.【株式】俐【株ドーく①ハイビーノ2日晃久務)く2〉市日よ,ス24ー4【指標等】〉みすほ銀行龕統一安統日・信〉"
4755.T,楽天グループ,サービス業,theme_bodyleft,"東P2ー聞)4カ4高ー75△1間2ー△7【株式】&4【株):第外48,ななー幻1,41[]日本マズター:龜ー務く02↓3〉合ム社クリムゾンルー安本比い三木谷晴子日本郵臀ー側ー謄「艙日本カスディ信託ロ79()引幻【指標等】く0五肥〉MSクラ・・叟・ントセキ、2券(BNYM)5,Ⅱ7()資ト・鬮ミ木谷興産(凵)9、"
3002.T,グンゼ,繊維製品,theme_bodyleft,四ー.1東Pー第:0.1第0→ー高76ー32加町一1Ⅱ己資本目社グループ従業員持株ム全聞ミ済業協ト安4和物「8躡プバ読乙1【指標等】く4・3〉第・生命保険高安呂・険ジャパン19い
1663.T,Ｋ＆Ｏエナジーグループ,鉱業,theme_wide,"東14、14.ー島安24ー幻【株式】,俐【株ド,名くな貶今資48工ア・ウォーター4務)く2〉市ネ葉資本例7日-マスタ日一鴪き比事Sバリ、一・リアライそョン・マスターFー0チェースリンドン)尢ー【指標等】くーわアカウントなーリ駐ー託銀行"
3191.T,ジョイフル本田,小売業,theme_upperleft,"一3俐【株ド日本マスタ'自社(自己料〉市アークランズー,常陽銀行7ーアスクリエーショ."
4112.T,保土谷化学工業,化学,theme_wide,【株式】俐【株ドー名く①圏.5日本マスタイ日一.5東ソ4ー&引務)く23〉市日本カストディ龜ー冊→ー制ー皀本47:川(′ロ)安き比事、農林中全明。日生ー9:東邦行24ー【指標等】〉山日銀行
3799.T,キーウェアソリューションズ,情報・通信業,theme_bodyleft,"舸→ー7東S&5ー75ヤノンマーケ」側&阜・ー謝呂い1ーま21匯既A【株式】&90【株第爲く幻コ〉庸1,認7イ.友生命保険幻20純5「讐4人敏蔵10朝【指標等】く4・3〉三)日ド友銀行10(ー①高安日・最純益(幻コ)7四"
2607.T,不二製油,食料品,theme_bodyleft,"ー5:0..4.11東P6ト2柄訓2ー76.生3〉而日マスターぐ日07Ⅱ己資本農業睫幻ー3響「ー:伊藤忠商ロ4【指標等】く4・3〉日本斐角保険Ⅱ,5戸年、(0年満、、)一当ト・41灘t)氿幹大、い!,"
1948.T,弘電社,建設業,theme_bodyleft,"17.1幻・4分1→1ー0→安比簽躡銀行Ⅱ己資本,ーネ第ロス電に4幻自リ(自己・「1)2ロ1生3〉而二菱地,,ⅲ、持株会,。【株式】&70【株ド1′名く幻コ〉庸一和1響「16,田中憲一10.9【指標等】く4・3〉木野光1(のな肥1ⅸ益(円【役員こ川裕司全沢正2ーー1四11調ー株益"
3611.T,マツオカコーポレーション,繊維製品,theme_wide,"2.8加.8東毅S24ー島安ーー【株式】俐【株ドー名く①合崩会社マツオカカこ務)く2〉市松第典之本広島銀行,87リ本マスタヨ既日本比事一割ジ=イ・ウイル・イこ14日本カストディー龜ー胼38日本牛命保"
1860.T,戸田建設,建設業,theme_wide,"8.5.5.2東24ー島【株式】俐【株ドコ大・4日本マスター本日カスト,日安き比事4ノーザントラスト(A0う材ー【指標等】〉日本マスター信託リう龕統一安統日・"
2932.T,ＳＴＩフードホールディングス,食料品,theme_bodyleft,"ー7【株式】&5,9%【株主1物10,5名くな肥〉庸21..12料ー川)74カ(OA)1阪十ームー,7セプン一イレ7ン&4本比事4ラ.ーナショナル川8日本カストディ:ー2物「ン山MUF期5一3【指標等】く肥〉G証券高安呂・・44調ー株益.川ンM・ILMFE4(03韻益(な肥)1,2く外国>7.く浮動株〉な6、・1,0予・・く02、ド・)72"
3091.T,ブロンコビリー,小売業,theme_bodyleft,"ー7..ー↓.値0(44円)OA)2【株式】&02【株1物,名くな肥〉庸71]国スト凵ングウイル4ⅱ.、ー引1【指標等】く肥〉知銀行2訂2石・、年双5年満2印.7資1予2,引加1最純益(幻」2月,83)1調ー株益67."
4004.T,レゾナック・ホールディングス,化学,theme_bodyleft,"0.3ー7△1ム.【株式】&ーー飛【株川,4名くな肥〉庸第0→[コ体マスグこー)新]日本カスアイ信託ロ2い韶,1聞阜~3,恥ーコリア・セキュリティーズ・アポシ(OA)Ⅱ己資本気リー・サムスン(4.の東=0高安ま比、0旻00・券00(、?1幟缶腮当幇新は0)【指標等】く肥〉ス・アカウント5加高安呂・一ルマン・サックス証4网菖2)1Ⅱ印3券(BNYM)朝)人、0、;資ル0服第吽命保険00(0)"
1928.T,積水ハウス,建設業,theme_bodyleft,"9.0現物出製物出ー71【株式】&仕5日本マスター信龜ー1【株1均肥47な幻.1>東PⅡ20)務く盟〉用日本カストディ信託ロ4,0Ⅱ己資本1,,自社育資会2,佩51【指標等】く4・1>ーティ平ー(幻)語韶材"
4119.T,日本ピグメントホールディングス,化学,theme_wide,"【株式】石俐【株ド乢名く①7G.5自社取引先持株会みずほー行・5務)く2〉市い,・、銀し7ー0→ー資本胼:東京海l..ll火災4一ーリHド孀託銀行4レー【指標等】〉川中洋四"
2915.T,ケンコーマヨネーズ,食料品,theme_wide,"象6(OA.ー【株式】ー俐【株ド名コマスタヨ日一引ーイーアンドエーー-生命保険石資本,9ルディングスーれⅱ3有4ーキ,0ーマン40龕安統日・"
3905.T,データセクション,情報・通信業,theme_wide,"幻.8・ー【株式】圏俐【株ド醐名く①ンアーストプラス・ンイナンシールディングス務)く23〉市KDDー2資本一クライアントー安き比事ー林健人.ー偲町ー【指標等】〉ズ(香港)4(62第0有ーンイリ,プセキ、リう一日本生命保険龕統一安統日・一名ー"
3271.T,ＴＨＥグローバル社,不動産業,theme_bodyleft,"&3ー7にD△-9△冊..1東S2・い(5年満1、)【株式】&,【株)7加名くな肥〉庸1匯]SBIIILD臨引.9Ⅱ己資本6,日本証券全融4本マスタヨ4ロ気4リイエムエスアイー和一2,23Ⅱ・トラスト4ーーf-1を,JPモルガン装券0.91【指標等】くを6〉ト川八木短資幻()ートM・ILMFE21(の調株益を【役員3永鴆秀和供田高統安日・(高安*h"
4578.T,大塚ホールディングス,医薬品,theme_bodyleft,"ー5舸→ー75.4住10(4.7)Ⅱ己資本乢,7日・カスディ信託ロ制21務く02生3〉47ー1日本マスグヨー7,)【株式】&7【株丿76,なな肥〉庸1住1東P2料0圏(3石利f.負債'1幻,阿波銀行ー的【指標等】く0な肥〉ステートストリートBらエストトリ高安呂・・ステート・ストリート・バンク&トご幻予1川大塚アセット7(ー3+4・、年21年小"
1939.T,四電工,建設業,theme_bodyleft,"ー23第:0.1.11加→.1幻.14.ー73【株式】&ー飛【株ド名くコ〉庸響「10'例9日本生器保険f,()【指標等】く'4.3〉宮地電機17(ー①高安呂・(。鞴、,、)柵}猥い矗物じ山"
4251.T,恵和,化学,theme_wide,2.4.4東24ー島43【株式】;俐【ト7名くな貶ー新日-マスタヨ日一%務)く23〉市日-カストディ龜ー本喆安き比事7ノ42ノミ=ーズ・オム一4【指標等】くーわ日交カストディ銀行4龕統一安統日・・サック
4680.T,ラウンドワン,サービス業,theme_bodyleft,"ー7東Pー5高値安高師安呂・【株式】&02飛【株1向名くな肥〉庸例ー新自社グルー1肥7.4Ⅱ己資本89$00・菱UFJロ認4.9ま比~、0滸汝、0生命険、ーげ1を73,6日・カストディ銀行年金1【指標等】く06〉ー、・アカウントこ)バリP~)・、資57チ・・く国7.筏7"
2404.T,鉄人化ホールディングス,サービス業,theme_bodyleft,"3△ー【株式】&ム%.6ム3一7【株主1名,名く幻の[衄]ノアースト・パシンイック・東Sキャビタ86ムー生而工クシングⅡ己資本目社(自、「1)高安ま比、横浜行18ーコユ子【指標等】く8〉楽証券高安日・A脇予8()調株益戸年、(0年前0、)0、チ・・岳越1櫻来術也野"
2916.T,仙波糖化工業,食料品,theme_bodyleft,".11ー7【株式】&乢48飛【株ド第船カー1阪東洋水名くコ〉庸)(7り1新UMTEI)Fドインー,い一生3〉而ナシ,ナル側12一Ⅱ己資本乢足利銀行4.9調株益"
4671.T,ファルコホールディングス,サービス業,theme_bodyleft,".4東S97~2料分1→1高ー7安ま比笋、0Ⅱ己資本芸7自等臂会生3〉而裃都銀行4ビー・エム・エル1例第0引1匯日本マスタヨ日1【株式】&乢0【株1,&名くコ〉2よ聞響「19')中小企ま四1ー【指標等】く4・3〉松本油製薬(ー5)高師安呂・幻21G・、年45双5年満7.幻))3,5認【役員】な田忠史原"
1882.T,東亜道路工業,建設業,theme_bodyleft,"17.1幻.4東Pーお.6f0-6【株式】&51,ー【株1朝,9名く幻コ〉庸1匯既自l(自己株ロ)19第0→ⅱ新日-マスタヨ氈日側一生3〉インタ:トラストT(ケイマン)シⅡ己資本6横銀行爲島安比、、一-0~ー71Ⅱ74【指標等】く4・3〉日本国開発2韻益(2ロ)4,27資0,0凡・1t)森下協・村直甼精、雅・"
3020.T,アプライド,小売業,theme_wide,27【株式】俐【株ドー名く①.2割バム74・新3務)く23〉市自社、員会OA本一避料8.38安き比事脇治認ー内日桑シティ銀行G第9sB1券ーィ2若杉ーー【指標等】〉坂井実2龕統一安統日・信〉凹
3553.T,共和レザー,化学,theme_bodyleft,"ー7町.1東S6ト値3細:19囿り7引0師4.8幻【株式】&24,【株2名く幻①庸1匯既トヨタ自車&く品〉侃第レン一ン,側,3ス阜1例42Ⅱ己資本1りそな銀行ー10日衾ースタ:(~[ロ40響「'自社(自こ株舌」ー【指標等】く4・3〉自社高安日・7、87G調ー株益韻益(5,7"
4452.T,花王,化学,theme_bodyleft,"幟6.11側.11東P42料値8に9興伹8ー7住6匯日本マスグ制,OI和靄ー]日本カスディ信託ロ57,4阜1,行SMー)C日興証券ー1石24Ⅱ己資本的7,0ステートストリートBうエストリーティー(9)新,4JPモルガン・チェース・バ行新日券全融7()G4S4【指標等】く0な肥〉日本命保険(凵)高安呂・・7ー年)ー叫=ト00(、3"
4463.T,日華化学,化学,theme_bodyleft,"ー&2ー諸1→1.1Ⅱ4.5(9)材【指標等】く肥〉福井銀行第1Ⅱ己資本31,例0自社ネ員持株会31和7.9い1一齠〉自(い1阪期[守ご【株式】&17,7冊飛【株)約3,名くな肥〉庸高安日・・予脇ーズ(7)ー儺41調株益、27資1,予【員D江守呂・村一人児島大,2刃を・、年5年満0S)"
4401.T,ＡＤＥＫＡ,化学,theme_bodyleft,"ー7&3&.東P42料【株式】&ー03,7【株17,5名く幻コ〉庸躡出11匯既日本マスグこ曾ー41(①出務く生3〉而資23,7朝日生命保医呂8ょ9出阜10Ⅱ己資本日本カストアイ信託ロ(み高値安蠍5ーー1【指標等】く4・3〉日本ゼオン幻8(幻)高安師呂・OA4予事メロン化9調整ー株益一円昭和興産1ー最高(3)幻,く外国〉く浮動株〉、戸年、・、年0、呂"
2215.T,第一屋製パン,食料品,theme_upperleft,"【株式】&四俐【株ド絵務)く2〉市継員理栄,6みすほ銀行6,ⅱ本マスタ行・7第0→ー.74"
1959.T,クラフティア,建設業,theme_wide,"0【株式】70,俐【株ドー名く①.5九州電ノ4日-マスタ•-l'託日7.58.5ーー73ー務)く23〉市日・カストディ・ー剛体シティ当ー例→い資本,臂銀行3、株会一ⅱ3龕統一安統日・"
1811.T,錢高組,建設業,theme_bodyleft,"ー70【株式】&&57,3【株主1物い名く幻①庸8.7↓.1東S6ト21国35当(長し。一覊Ⅱ己資本,9三)日ド友銀行2GIO(1響「1日本マスタイ氈日【指標等】く4・3〉工ンジニャリングⅡ()最高0鼠3)14,ー47・冊21調整ー株益高安呂・"
1976.T,明星工業,建設業,theme_bodyleft,&.4東P7ト2料3:0.1住11:仇19.5ー7冊7Ⅱ己資本d38G公益財団法人富本奨3高値安【指標等】く4・3〉日本生命保険1高安呂・-1Ⅱ1調ー株益、、年0・年00・チ・・【役員t)栁瀬徹次ド、
2676.T,高千穂交易,卸売業,theme_bodyleft,"例.11東P.0分1→1分1→1講45カ(1住D高ーま5【株式】&10ー飛【株1引閉コ〉庸匯阪ース丿ルーカ7・9一齠〉日本マスタヨ読日Ⅱ己資本乢みすほ銀行ム9安比0了ー←ー0ーー響「13,9明滸汝田生命保険幻幻14高安呂・年高00、)、チ・・(役員出等信平!0"
4761.T,さくらケーシーエス,情報・通信業,theme_upperleft,".,fi【株ド乢叨リ「友銀行"
1911.T,住友林業,建設業,theme_wide,"幻.8.4東ーOA島&0安27颶.3【株式】,俐【株ド畑7(ーー新金属凵ⅱ務)く23〉市日本カストプイ信託ー本'8乢伊銀行【指標等】くーわステートストリートロンド:"
3395.T,サンマルクホールディングス,小売業,theme_bodyleft,"ー7【株式】&7行【株1,G35名閉コ〉庸い1匯晉]片山智恵、42ー&5・ロ)4ー31ー生3>日マスタ誕日17.4Ⅱ己資本ロ1中国銀行21ーー響「金?公益財団法人サンマルク財加引4【指標等】く4・3〉高安呂・・21(の株益当=門,、に鑷21ま4資1【役i)l社璧瞿ー發波・、年5年満幻)→5異-14"
2540.T,養命酒製造,食料品,theme_wide,"72.8:①.4東翦一期ー24ーー,4安き比事トーア冉保ー日本カストディー龜ー0キッコーマン第リ友銀行%"
3950.T,ザ・パック,パルプ・紙,theme_bodyleft,"ー78.東P.2分1→1」(13囮りOA)97Ⅱ己資本,9スドストックF1(ノ6①ー1匯元阪公益財川法人森田一、福祉【株式】&飛【株)名くな肥〉庸1【指標等】く肥〉日本カストディ信託冂(」高安呂・製調株益・菱UF韻益(幻」2)5,2く外国月~な0、、i)liド社"
3179.T,シュッピン,小売業,theme_bodyleft,"ー5躡出ー72ー幻.3行72れ匯晉]日本マス-託Ⅱ自。(自翆国司肥生3〉日本カストプイ日15Ⅱ己資本8:ーントリーティー1幻()肥制7(4響「4:間3力イスパンク・クインテット(ル【指標等】くド紹〉クスC灯石(よ2Ⅱ礙44益(幻32,友↑命保険四"
3608.T,ＴＳＩホールディングス,繊維製品,theme_bodyleft,"を9ー21&12事1東Pー7Ⅱ己資本ーみほ銀行24」1ー生2〉AⅥ・ジャ,ン・オポチ、=テ日マスター日9ー5・日第ーム4高安ま比咫ー40響「9:2CEPLUXインデイベンデン63【指標等】く4・2〉トUロ爲・肥3()高統安日・・A6ー予ー%7調株益一円住友不動産ム5四訂韻益(幻2)49く外国月9.く浮動株〉"
2055.T,日和産業,食料品,theme_wide,東毅S翦【株式】加俐【株ド乢7名く①安き比事ⅱ5カーギルジャパン一6ト24ーー【指標等】〉リ友銀行龕安統・・ル0信川業蒻
4202.T,ダイセル,化学,theme_wide,"5【株式】2俐【株ド,名コ石.3日本マスタヨー45日本カストディ信託ー4物4本呂ネ長己璞る芻.5安き比事4、ノーザ・トラスト(FC)24ーー【指標等】〉「i社グループ従業員一龕統一安統日・"
2198.T,アイ・ケイ・ケイホールディングス,サービス業,theme_bodyleft,"ー74仕0【株式】&四9【株主町閉.4〉庸10.1阪エム・ケイ・パートナーズ(13りな3肥.4ー→一>而子和斗志幻4ー4ー→1,4阜ー→い一己資本9,自引枩15.東P高安ー4幻7引(【指標等】く10〉金子時高安日・賀銀行調ー株益最純益(」の1,く信〉第・定.設備1予14日川0【臂嶮念子斗志・、年凵双5年満0"
2266.T,六甲バター,食料品,theme_bodyleft,"ー5冊.3公2側カ:仇1ー→1.35ー7【株式】&幻4【株ド)71名くな肥〉庸東P21高安比0、0ーー00住(読銀行~、0ー恥気9貶ー響「7:エムエスティ保険サービス高師安呂・2材1加石材43.4第△・、年、(5年満4S)【指標等】4な肥〉予2,梺13等宏和"
4042.T,東ソー,化学,theme_bodyleft,"ー75恠..1東P4【株式】&,0飛【株第,名閉コ〉庸公70カ1匯日本マスグこ曾ーの(例)]日本カスアイ信託ロ-物期01一齠〉用2,.01,,射9JPモルガン券7幻四Ⅱ己資本みすほ銀行7例幻高安高安呂・を4ー「社共和ム脇)く信谷に:社~、~、騁リ0田"
2296.T,伊藤ハム米久ホールディングス,食料品,theme_bodyleft,"ー54.8【株式】&飛【株ド13,名閉コ〉庸1靨衄]三菱商事燔2ー7Ⅱ己資本第例5工ス企肉、れ時一1【指標等】く4・3〉一本生命保険高安呂ー調整ー株益幻よく4ユー最高(幻.3),ーく信〉4.0、・定・00(0年満)臼【役に(下功藤功"
4631.T,ＤＩＣ,化学,theme_bodyleft,"値6ー7に07.匯亜日本マスグヨ一一訓ー(OA)ー生3〉衂ロ体力ストプれ景日8富第0→1ー阜Ⅱ己資本訂8:7引ク・ファンド()安比0、,第~命保険0()最高0富2),側3く外国〉既れく動株月、74等】く肥〉(8物「日気5ド)"
3649.T,ファインデックス,情報・通信業,theme_wide,"ⅱ..ー.ーOA)【株式】,俐【株ドー名くな貶相魔大ー新日本マスタ日資本57みほ信行有価彡行有価彡4務)く23〉市みーほ信ー【指標等】くーわ愛媛銀行龕安統日・メロン14儺"
3386.T,コスモ・バイオ,卸売業,theme_wide,"OA)→ー【株式】60俐【株ドー名くな貶2・一日本カストプイ信託ー務)く23〉市スモ石資本8,自社(目己料)幻き比事7第川ー皿有【指標等】くーわ戸俊明龕統一安統日・く瀞"
