ticker,company_name,sector,best_variant,theme_text_regenerated_normalized
4120.T,スガイ化学工業,化学,theme_bodyleft,"ー7【株式】&虹1東SG3、2料ー50.2公2側カー0→1【株4.3〉1阜,資本7:sⅢネオトレ証4四,マナックケミカルP~ーーげ1,GI()日本生命保険3幻1【指標等】く肥生3〉sB一証券3()高安日・(①6四戸年、、、(0年満、00ト0【役間修"
4409.T,東邦化学工業,化学,theme_bodyleft,"ー7【株式】&21,3田飛【株7名くコ〉庸7D高安6貶高安日・2引.1第」務く生3〉而日本カストディ信託冂(二記資本1彊産芻1【指標等】く4・3〉中・予響中崎墨顰ム4な网.日元."
1420.T,サンヨーホームズ,建設業,theme_bodyleft,"ー7△1身東Sロ、4.8第→ー7f)OA)35【株式】&ー6飛【株主1均,名閉コ〉庸第1阪LーXーL幻5オリックス1ーま2生3>而関西電力1Ⅱ..3Ⅱ己資本,命保険5(o.3)スヾ高安日・1韻益(【役員田中戉典供舩岡戸年00、(0年満、0)、チ..福井江治いを高和則・田"
1787.T,ナカボーテック,建設業,theme_wide,&5【株式】%.4公45ー自社取引・-持株会書2→ー安き比事な日本霙険東⑤火川6崩会社リイズ50リ友孀託銀行ーー【指標等】く〉リH銀行4龕統一安統日・試ー信〉凹3
3943.T,大石産業,パルプ・紙,theme_bodyleft,"ー7&4繦..1ー54.6第:0.1→1.1書2→14.3【株式】&4,ー【株丿26名く幻コ〉1阪自社(自己株ロ)&ーF•f-HLD1ー生3〉自社ネ!.員躄株会31Ⅱ己資本17:福岡銀行.0高安ま比0、、00丿0、繝リ犠火災し幻7興響「=シキ10日本生命保険8高師安呂・2幻42(Ä)21(Ä)・、年5年満1.ハ)【指標等】く4・3〉日本カストディぐ託日8(に)調株益韻益(17①1,【役員盟り山口博章度村・チ・・文・(地人・1肥予・・山賢豊田真佐大"
3965.T,キャピタル・アセット・プランニング,情報・通信業,theme_wide,"2.3出5出5【株式】5,7俐【株ドー名く①合艸会社ンインテッイシメント務)く2〉市SM信翳行特定イ5資本3町3北山・5,石2券信託ロ4ー"
2269.T,明治ホールディングス,食料品,theme_bodyleft,"ー5ー&1東Pー→石務く生3〉而日・カストアイ信託ロⅡ己資本,日本生命保険高安比0・=←=←0ー←00、=、籾4【指標等】く4・3〉高安呂・ス・バ32却1調整ー株益一円ンク77(ー2)認ー最高(3),7く外国〉く浮動株月&く~信月旧ーに'ハfiIit)J„ll村ト林"
1981.T,協和日成,建設業,theme_bodyleft,"ー77.4引:仇74・f0-9FJー4いⅡ己資本18,四【株式】&乢飛【株和4.3〉庸高安ま比、ナ.25三)日ド友銀行和31留駕跖12【指標等】く肥43〉北村眞肥加1最純益(21①1,72ー加12囀1調ー株益"
3804.T,システム ディ,情報・通信業,theme_bodyleft,"・41&9.3舸→ー第5カ(14l)舸→ー7ーIISBC(シンガポール)PBDⅡ己資本4,例2インタラクテイププローカ一生l>而ィジャスデ加10•・ーYメ凵ンA夛ノントリーテ31制トライ0圏)1【株式】&【株主1名くな10〉庸Ⅷい亠物「黜14円18ー【指標等】くーのゴールドマン・サックス・バンクヨ社。。引。)柵い滋賀銀行最純益(なーの堂山遼よー一円システム調株益一高安日・"
3107.T,ダイワボウホールディングス,卸売業,theme_bodyleft,"ー.1幻.4東P9.5三都(OA第0→19.54【指標等】く4・3〉ステート・ストリート・バンク&トー圏0響「%,网ス・アカウント2Ⅱ(幻)Ⅱ己資本1引,9認ンクー(の4,JPモルン・チェース・バ11匯既日【株式】&,3【株1名く幻コ〉庸高安呂・5山険合銀行1一調整ー株益一円JPモルガン・チェース・バ(幻.3)5ンクー1(4)人・24第、&設備資2,9ーく国〉、<<勲、"
4229.T,群栄化学工業,化学,theme_bodyleft,"ー7【株式】&俿.東P2料ー:0.1第0→1高値和3興8,飛【株ド爲,7名く幻①庸7,1匯既自社(れ一株ロ)(3)新日本太トデ信託、l(二安P5よ,4ロミ銀イF信託銀行四ー45【指標等】く4・3〉日生カるディ出」1韻益()7,+0.△・、年5年前5)"
2689.T,オルバヘルスケアホールディングス,卸売業,theme_bodyleft,"9.4ー7値【株式】&0阪マスプ一材飛【株主)G,石1名くな肥〉庸8.1東S2料ー諸間カ2f)Ⅱ己資本10,中銀行3り幻4.4本比事な鵯リ本カストディ信出」,本マ!ら当読ロ18四亠い4物「側い銀行16ム6【指標等】く6〉前島洋平15()高師安呂・・1調ー株益Ä)韻益(6)1,戸年0、(0年高、5ー:1~1帋幇(屮"
3974.T,ＳＣＡＴ,情報・通信業,theme_bodyleft,"ー.2れ幻.1ー5舸→9..&4高安・、年14双5年満よ幻)44%高安日・引14例、恥7興お2【株式】&冊【株)名く既4〉庸「社0・己株ロ)跖4皿。。。は""トデ,証券。Ⅱ己資本圏富国生命保険圏い靨明引国IO〉東最純益(14」の一材員灘t)i島秀夫日"
2999.T,ホームポジション,不動産業,theme_bodyleft,"2.東誕sー5舸→4りOA)45(ム6国人・9.幻高安日・ー7柵17最純益(17)42Ⅱ己資本3,6石野村証券,カプコム券よ.ー伴野アセットマネジメントく肥生1伴野博z(4)【株式】&5,【株け約梺認名閉2〉庸"
4681.T,リゾートトラスト,サービス業,theme_bodyleft,"ー7.俿..1東Pー36(OA)1→11→1→高2訓日本マスグイ一一(14①ム76一宝塚コーポレーシン第ーー阜・4,日本カストデれ景ー16ⅱ,い一己資本1四,1サッポ凵ビールよ0安(6響「1男仆友生命保険1朝凵【指標等】く4・3〉きんでん1ロ高師安呂・刀幻74・、年17.年16の、み藤物ー藤"
4690.T,日本パレットプール,サービス業,theme_bodyleft,"ー7町.11幻.97~2ー5舸→ー3囮ー0→1舸→ー2【株式】&1,78飛【株ド)劇4.3>1Ⅱ己資本MSⅣクライアントセキュ84.92.7新一NPNEXPIILD18ー5日本貨物鉄道19Ⅱ議14,7日・カストアイ信託ロ(近1日本鉄道)4(圏)【指標等】く生3〉池瞿泉州型行4四四11(幻.3)く信〉礪・定一円く国〉42ー11調株益幻01"
1848.T,富士ピー・エス,建設業,theme_bodyleft,"93.東S2:0」→分1→1.1ー7本比日本カストディ信託冂(神第1Ⅱ己資本10,繝内日本鉄道石4」1一齠〉日本マスター信龜I(し州47い4【指標等】くh.3〉日マスタ項4(コ)8く信〉1コ第・定戸年、(0年前、)0、チ・・4】ド忠彦"
2819.T,エバラ食品工業,食料品,theme_bodyleft,.東S03、2料4.06.9【株式】&飛【株け:り7名く幻コー73ー4【指標等】く爨〉今険84昭27N0響「'2JPモルガン装券12い高安比0、横浜銀行(h)第カ11阪KMSTIIOLDINGSBJ→12B7()四調株益韻益(.3)ルー嶂柵い物
1929.T,日特建設,建設業,theme_bodyleft,"れ東P2料7第→1高Ⅱ82ー7【株式】&41,7【株主1物珥閉①庸4,]工ーエメホールデング安比00自0持株協0会(0)(1響「,4マネー&アセッツ20.90、0.、0【指標等】=、0ぐ'00ぎ・券挈()2肥11益一円モルガン・スタンレ—MUF韻益)3,2G証券13(0コ)、、年、(5年満31S)価7制チ..・く国>第-勲Ⅱく0、、・疋)74、"
1768.T,ソネック,建設業,theme_wide,"幻.5・3東24ー(40齎島安-訂△1【株式】写G俐【株ド7名く①割カルテイプNTT資本一・ン,ンドⅱ3き比事幻/了ザトラスト(A第リ第リース圏有石ーステート・ストリート・バン【指標等】〉ラストー"
2303.T,ドーン,情報・通信業,theme_bodyleft,"を4舸→第→ー→【株式】&3,飛【株ド4名くなⅡ〉庸1・1四7ンセイエンジニアリン物「1楽天証券0MSⅣクライアントセキュ21ー【指標等】45〉リティーズ4凵戸年0、(0年満、0)を14町一円お当繦疆19加1調ー株益2加"
4421.T,ディ・アイ・システム,情報・通信業,theme_bodyleft,ー幻・1ー5→ー02D舸→高安ー引(制4・、年0.35年満ー)国人・2国&7額高安日・47q韻益(なの幻0【役員1長田光博供田調株益【指標等】くの・田健太郎91長田明子ま比0、0博Ⅱ己資本楽天証券コ4原孝行1NAM1【株式】&み0【株主1ゆ石名く幻コ〉庸
2573.T,北海道コカ・コーラボトリング,食料品,theme_wide,」2ー&7.ー)骼→ー例→7.務)く2〉市北義加資本ーリティーズ安き比事7叫ーDF熱。ロスモールキ-JPモルガン券貶3【指等】くーわ伊は建0北洋銀行
4059.T,まぐまぐ,情報・通信業,theme_bodyleft,"ー7趾1ー5舸→(8り(OA)国人・、年5年満ー)幻.0【株式】&14【株1物・・名く幻.3>2(03G証券本比モルガン・スタンレ—MUF20.9Ⅱ己資本7平尾丈1,03小森艮介くし生3>而SM肬い屮は雰4凵17工アトリ【指標等】4の野、村を0PRDISGFEAC1(0)BNY・GCMクライアント最純益0&の一く信〉・・、・定1調株益"
2877.T,日東ベスト,食料品,theme_wide,".ー(GII3安き比事訂割ウチグ・ホールディー盟資本,山形銀行"".務)く2〉4胞g森鑾会【株式】ー俐【株ドー名く①。。靨ツ,本社。8"
1925.T,大和ハウス工業,建設業,theme_bodyleft,"ー52ー71亜日本マズター信龜ー1【株式】&9ー飛【株印閉①15.86ト2料10,(1E>1)齠〉用日本カストディ信託ロⅡ己資本蜘ー自社(自己襯-J)%一1・(5【指標等】=4・3〉日本1牟い明22恥4ー41整ー),JPモルガン・チ,ース・バ人+よ+4ンク&(1.2)く紗国〉、-効〉41,17予1,"
4527.T,ロート製薬,医薬品,theme_bodyleft,"ー7&3町.4ー5&4第:0.17.6い(の務く生3ー→阜冊3石ステート・ストリート・バンク&ドⅡ己資本幻5スト1,27(4ⅱ7(02ⅱ響「10ー山呂興【指標等】く〉日本生命保険4四戸年、0年00、・:1,田雄供影本材"
3190.T,ホットマン,小売業,theme_bodyleft,【株式】&ー.14.(5りOA)ま石【株ド1名く幻コ〉庸く肥~3〉自れ従業員持株会&0記資本1窄ンタイヤジャパ気ョコハマタイヤジャパン7に50響「1:7自社(自己株「1)よ0・、年2、(5年満脇)価訂ーチ..G(B5調株益安0・00、00-し↑撃戸銀行0{、、6ー3
2304.T,ＣＳＳホールディングス,サービス業,theme_bodyleft,"ーり1よ1→ー住11應7.0【株式】&5,2【株1物ーく幻コ〉ー1匯日本マスターー託リテール6ー一生3>而日本マスター信託リテールⅡ己資本G37国ユニヴァ・アセット・マネ東S23野口緑IO.GⅡ6ー響「1,9s・T国北&0白上将敏【指標等】くの自町自)16ー高安日・.予&ⅸ益(の恥ーく国>65′株月戸年、(0年満00)0チチ・・く投信〉凹、聳定株〉ル幻"
3668.T,コロプラ,情報・通信業,theme_wide,"24ー【株式】ー俐【株ド冖,コ場功淳日本カストディ信託ー資本バンク・オ・=、一+き比事メロン14一7、クレディスイス脩3【指標等】の自社(自己株ロ)一行ティ"
3101.T,東洋紡,化学,theme_bodyleft,"&→16.4ー7Ⅱ己資本,0認ノルウェー,自社業員持4日本カスアイ信託冂1匯既日本マス曾ーー9(1)【株式】&89,住絽【株第,名閉コ〉庸.1東P2料高安比00、東友、Ⅱ(99期ー響「2仏81DAInロスモールキャッⅡ31例1【指標等】く4・3〉プバリュp1(凵)高安呂・杞最高(.3)13,行4ーティー18(ー2)戸年0、年、0、一く国〉2凵ー-効な5、くハ"
2351.T,ＡＳＪ,情報・通信業,theme_bodyleft,"ー7.3例.ふ1ー5例→→→ー△に【株式】&7,9引飛【株主)3川0名く幻コ〉庸1丸山は昭1幻42ー公疂財川S」4Ⅱ9一団47友行13Ⅱ己資本2,5田公本比事62埼玉りそな銀行Ⅱ凵呂社従生員持株会10ロ高(4響「幻3楽大証券10期3【指標等】く〉正明9(2)社0,、(0鞴,)い専招日64ーⅸ益(幻3Ⅱ2【役員1丸山治昭供清木ー調ー株益"
1780.T,ヤマウラ,建設業,theme_bodyleft,"...6和.5カ(別り→ー(1住D31ー7UFJー5ハ阜・ニチアス1幻.95)CーS1【株式】&【株主1亨爲4く幻Ⅲ〉庸ム高安呂・・、年圓、(5年満0・)子【指標等】く〉三十二銀行Ⅱ(の当衄鬲調株益最純益(幻」D1,和3昭日資2石7予2,文神.、政志物,敬"
3083.T,スターシーズ,小売業,theme_bodyleft,"△1訂21.1ー5.54D△驢8ー7△1△1ム3【株式】&4,【株主1物2,名く幻2〉庸1サイフ国一,GMOクリ,誕券8よ0Ⅱ己資本4布山高に14飆3術0響「7中村吉仲ん5JPモルガン券ー【指標等】く4・2〉岡三証券5(1.の戸年0年高0)一チ・・髣役泉彦杉泰韻益(.2)訂1調株益高安日・・"
1853.T,森組,建設業,theme_wide,【株式】俐【株ドー名く①翹他ホームズー(B)長谷にコーポ務)く〉市自社引「会本乢りそな銀行.8G3、72ィ24ー73【指標等】く〉こ菱UFJ銀行龕安統日・凹
4047.T,関東電化工業,化学,theme_bodyleft,"ー5ー諸ロカ(り東P高5り80.:住例1安7・燗高安日・ーー7ンス韻益(幻.3)9,2く外国〉ーく浮動株〉8、一円ADEKA調株益1加2刈ト・バンク&ト1和ム4ーげ1を40,9中国銀行,ツ」PM'SEG父Ⅱ己資本日本ゼオン3一1匯]ゴールドマン・サックス・インタ【株式】&57【株主1名く幻①庸"
4615.T,神東塗料,化学,theme_bodyleft,",四40ー74△f.95ト【株式】&31,【株一名く幻コ〉庸1,例2り本マスタイ氈ロ幻Ⅱ己資本13,3高石文大ー本比4住自はは1持株会ー5Ⅷ缶ぉ井高安日・11・、年圏双5年満)【指標等】く4・3〉SB一証券31(ー①調株益韻益(県3)33引【役員盟0小坂伊知郎v.、ツ願・郎"
1873.T,日本ハウスホールディングス,建設業,theme_wide,"【株式】40,俐【株ド?l(ーー日マス、日務)く24D市日資本載7G3みすほ券%き比事4ー成田和.ー14凶ーー【指標等】くーの第-生命保険"
3407.T,旭化成,化学,theme_bodyleft,"冊.6引:仕0恠5ー7f4D【株式】&19認【株1,92幻>1匯日本マスター信龜ー12ム40儀1)11東P一生3〉用日本カストディ信託ロ9川5()Ⅱ己資本1ロ,ーJPモルガン・チェース・バ1高安有利負債7,例7高安純呂・2ーⅡ一例7人印.7△24【指標等】く4・3〉・WT、友銀幻ー5)舎召銀)1,(凵)・幻7な叫仆友牛命保険ーり行(凵)予1,47gく紗国ー-〉75、1"
4188.T,三菱ケミカルグループ,化学,theme_bodyleft,"54異ーこ1-1-1ー【株式】&1,,2【株丿四3,4な幻>11匯日本マズター信龜ー11石2ム0認(2)1石務く02生3〉而TC・クライアント・オムコ以・3アカウント2(7.4)Ⅱ己資本1,7G3,7日本カストディ信託ロ東p高安本比、川幻21%ー3【指標等】く02生3〉ステートストリートB工ストトリ高安呂・9い9网9人++7"
2294.T,柿安本店,食料品,theme_bodyleft,"ー70仕分1→幻1【指標等】く・わ「社社員持株へ加()幻9物「1当塚1,%9・京海日動火災2東=0高安ま比、00-0銀行OA)Ⅱ己資本17:SM肬日屮以券(14り高師安呂・21ⅱ国人・+12国:5年前一)"
2156.T,セーラー広告,サービス業,theme_bodyleft,"ー7匠ー54」舸→(3りOA)1.一村本比41ーWEST18ム9Ⅱ己資本一6川銀行7.04,【株式】&爲【株和4.3〉庸37妬2物「贔第日動火災10【指標等】く23.3〉「ロ四銀ⅸ益(3)四7【、)村を義憲川"
2503.T,キリンホールディングス,食料品,theme_bodyleft,"ー5△&3第:仇1住11,4住6東P高値安石(41蛎5(12料(5(3高安師呂・加74ー7噐←・世、,00・'0(、02)7日本証券全融トを3リートB工ストトリ石利f•負債石7,恥9SM日興証券1'肥5,行1()Ⅱ己資本い,3阜儺第6日・カストディ信託ロ務く02齠〉用自ネ(自己D10挈1Ⅱユ1,:亜日本ズター信龜ー1【株式】&明4飛【株)約圏8,4名くなー幻"
4151.T,協和キリン,医薬品,theme_bodyleft,"ー54.0ー7&8【株式】&0,飛【株),3名くな肥〉庸:0.1,ー1匯キリンIILD2ー.東P高安人5第+9(4Ⅱ己資本3,9ステート・ストリート・バンク&,ステートストリートBウ工ストリ【指標等】く0ー幻旻ルガン装券(0.9Pモルガン・チェース・バ(な肥)8いンク7制よ(0;資ー予第吽命保険2()幻1予幻く紗国月バ-効〉4、ンス"
4849.T,エン,サービス業,theme_bodyleft,"値0ー7伹.ー4幻.東P【株式】&49,7【株1月,4名く幻コ〉庸1匯既自l(百「ロ)6な2ー訓靄一日マス色日5認Ⅱ5Ⅱ己資本31,7・般(G-I)日本カストディ信託日」皿8皿物「鬮えん企幻84コ→高安日・・RO、12石ー刊&)7総研1幻杞認11幻31調ー株益.メロン14儺14石(ー5)韻益く外国〉く浮動株〉よ7、戸年、0ぐ.ド)20ー・【社)鈴木.嘉、新)"
2778.T,パレモ・ホールディングス,小売業,theme_bodyleft,12.17.東S03、.3高△1安24昭幻材31高安日・【株式】&0引【株ド向制9名閉2〉庸2Ⅱ己資本い四ラストリークスプランニー側日本証券全融幻【指標等】く4・2〉GMO0日号1t)福井正弘ー7
2293.T,滝沢ハム,食料品,theme_upperleft,"24【株式】&俐【株ド4課新伊ーー務)く23〉市自社取引・-持!銀行4,04→に-公0骼"
3064.T,ＭｏｎｏｔａＲＯ,小売業,theme_bodyleft,".00【株式】&ーー【株主,名くな肥>1]グヒンジャー・グローバル・ホールー→務き!3而日本マスター→1幻,例3日本カスアイ信託ロー→Ⅱ己資本9第3()東P物「クライアント幻(4Ⅲ【指標等】く肥〉IPクライアント7(ロ)高安呂・5調整ー株益一円BTー41最高(な肥)幻3B・WT.9ー7ー-1-1ーワ1"
3402.T,東レ,繊維製品,theme_bodyleft,"1和.1,1(恥跚)IO・-諸カ11(OA)東P高安材7(胤高安呂・絣71ー刈7佩1人+2ー71,1日,叫く紗国〉ーく1・ポスト刻K9(凵)薹(3)材,ステートストリートロンドン・凵)調整ー株益1よ',恥ー自社(自己株日)2,.Ⅱ己資本1,7,い1本生命保険17や務く02生3〉日本カストディ信託ロ2ム①1ー皿〕日本マズター:龜ー1【株式】&1,G31,4制【株)約,)な幻>"
4374.T,ＲＯＢＯＴ ＰＡＹＭＥＮＴ,情報・通信業,theme_bodyleft,ー5(1り者よ3カ(OA)舸→2ト高安2い:4・9、(5年前一)国人・+よ2国2幻4高師安呂・ー7田.る【株式】&7例飛【株)18名くな肥〉庸11清久健(ー2)最純益(な肥)G証券調ー株益3.4円モル大「(hけ3lnvestment本比事SB一証券()14よ9Ⅱ己資本9認ペクトル55石'V-トナーズー.0く肥生3>而いにMペンチャヤビル
3059.T,ヒラキ,小売業,theme_bodyleft,"ー7f3D【株式】&1【株主1,名閉コ〉庸1阪マヤハ石14.5Ⅱ己資本7,ーみなと銀行幻4.0東S側、4【指標等】く4・3〉梅木孝雄高安日・・)4調株益韻益0&3)7戸年、0、(0年満00)0チー4・分"
3524.T,日東製網,繊維製品,theme_bodyleft,"ー7値東誕s4仕51:ー0→(.8【株式】&2,【株主1均3,名くな10〉庸1匯既l•.&0)3富新自社引先Ⅱ己資本6,4小林宏明Ⅱ42安ま比、広島銀行5ムー1,8JPモルガン券物「岩スト・細3ぃ14高師安呂・2踟59ーM)・、年1・2、(5年満1・)【指標等】く4〉割鑄谷茂商ー3(い)宏明ト林00チ・・野芳憾耕・縄・・1,チ・・内郷清彦北方「樹"
4524.T,森下仁丹,医薬品,theme_wide,【株式】料俐【株ド35く①割森ド-'山務)=市公川人森日リ引資本銀行24ー【、】・!龕安統・
4502.T,武田薬品工業,医薬品,theme_bodyleft,"幻.4△&3諸安東P高射高安呂・,4幻ー77,4く紗国〉訂ーJPMC(ー3),ssBTCロ1一3冫クー气(ト)本比4&脇ートホルダーズ(の膩YメロンフォーデポシタリーレシⅡ己資本:8覊6()務く02↓3〉用日本カストディ信託ロ)1匯日本マズターー龜ー1【株式】&1,44【株く幻>"
4689.T,ＬＩＮＥヤフー,情報・通信業,theme_bodyleft,"ー72.東Pー5(4.川製物出高12ー石9,安に5【株式】&7,N73【株主1約・・名く幻①日本カストディ信託ロ本比ストーⅡ己資本3,7,ステート・ストリート・バンク&トラ9,例3,04い(鼠4)務く02生3〉而日本マスター信龜15”(5)1匯〕Aホールディングス盟要「1,,自社(自己第-D5ロ4【指標等】く02生3〉c・クライアント・オムニバ高安日・ーSB・WTBで)17はGサクスI。自4,資1印.7褪・、年バ年認.幻)JPMCGæ4(05)7、"
4178.T,Ｓｈａｒｉｎｇ Ｉｎｎｏｖａｔｉｏｎｓ,情報・通信業,theme_bodyleft,ー5.12→ー幻.4:カ(OA)高2ト・ー7Ⅱ(17健0国人・.【株式】&7【株主1一1名くな肥〉庸1オーケストこ乢DSBI*イⅡ己資本上川八木物「宴蠡司1【指標等】く肥〉マネックス証券1(0.3)&硼最純益(2凵2)幻3安訂1
2802.T,味の素,食料品,theme_bodyleft,"ー77.4第:仇0新.11.1東P(のⅡ己資本,行4,4日本カストディ信託ロ務く02生3〉而ンクー47()間4ー]JPモルガン・チェース・バ1日本マスグこ信一&.I)【株式】&砌4飛【株1駒Ⅱ1名ロ〉庸例(8圏0響「4ースートストリートBうエストリ【指標等】く02紹〉ーテ高師安呂・・5↓調整ー株益1.4円ス・アカウント74(な3)射,5JPMCー2"
1381.T,アクシーズ,水産・農林業,theme_wide,"【株式】57俐【株ド:名くな貶8.G→ー4務)く2〉市公,ー資本34廳児島銀行24ー龕安統日・"
1414.T,ショーボンドホールディングス,建設業,theme_bodyleft,".8ー5舸→恠5冊2ー76【株式】&【株制7名くな肥〉庸ー1匯日本マスタヨ日砌(Ⅱ.7)47砌ーC・クライアント・オム=バ生3〉ス・アカウント(幻7・般財団法人上田記そ財団Ⅱ己資本1例,島安ま比、自社(自40調整ー株益円日未カストアイ信託冂〉ノーザン・トラスト(AVFC)リ6引2響「70,二菱U暑嶐よ58最(な6)以7設備資い予側く国〉ー4をく0・2第Ⅱ7()"
2222.T,寿スピリッツ,食料品,theme_bodyleft,"21.98..4東P3ー→ー→高安ー(高安呂・【株式】&ー7【株,$07名閉コ〉庸1[工スカリび工国42日本マスタヨー初&9Ⅱ己資本,日本カストプれ12阜比、、0険合00銀行~4【指標等】く4・3〉・ファンド27一5ー11調整ー株益ー1ー(幻.3)10,1く信〉・定・、,虹華、7資1予3,いル・(役員静可越誠剛本"
4539.T,日本ケミファ,医薬品,theme_bodyleft,"ー.ト第:0.1第0→1高57ー【株式】&4例飛【株主1郵,7名く幻①11[衄]ジャパンソファルシム制71ー儀1ー生3>自ネ(己株ロ)側14•阜4安△ム5第.ー15NG高安呂・Ⅱ己資本18,・日・生保険,ーセリア新し業肥RO、、1一本マスター信託ロ10山口・城田資な、山川富雄安本い秀"
3839.T,ＯＤＫソリューションズ,情報・通信業,theme_bodyleft,"ー7f.7俿23皿伺市)53&9ー&1舸→ー8新帚く響4&4ファルコⅡLD新一3生3>ナカバヤシ石丘48,一日本通{紙和4Ⅱ己資本6,ー光通信国-比6広日証券東SG37日・シスーム技行6三日を【指標等】く4・3〉りそな銀行調株益5町1最純益(21①戸年、(0年満、0チ"
3042.T,セキュアヴェイル,情報・通信業,theme_bodyleft,"ー71【株式】&4.47.18.幻.4東G和.働(16皿り第→ー→高4引17,68【株)3,名く幻コ〉庸匯米今政臣10)加・ーNRIセキ、アテクノロジー1ー生3>ズ制7阜一0.4Ⅱ己資本44楽天証60、0、・7日本証券融Ⅱー51マネックス証券岸博【指標等】く4・3〉モルガン・スタンレー・ン高安日・く戸年、(0年満、05、0チ・・【t)米今政臣:、石"
4728.T,トーセ,情報・通信業,theme_wide,"72【株式】7,7G3俐【株ド名くの.8例→ⅱ74務)く2牡〉市京都銀行8.4皀本幻藤茂例.4安き比事ー準島0社(自己料)24ー4【指標等】>京い火Ⅷ"
3944.T,古林紙工,パルプ・紙,theme_bodyleft,"ー71【株式】&5お側(訂「社イ己株ロ)1,【株丿73く幻」幻庸石..1東s1新アチメディカルレンタ13ムー高安比占林雑敬→11Ⅱ己資本8:明ー甼命保険61ー生3〉ルリース高師安呂・2幻70国人・4.華【指標等】く肥〉年明信〉礪、・定1最純益(円」2)5躙顰閃ー盟0予1,网7予"
4351.T,山田再生系債権回収総合事務所,その他金融業,theme_bodyleft,"ー5舸ー7俿6訂1【株式】&2ーリイ・エス・シー.3阪ー田晃久【株1向名くな肥〉庸一生3>而浜銀行幻4.97,山田山子4」Ⅱ己資本3,山財産ネット89一例7(6&ー響「としⅱロンサルタント55ー3東S2・、年0.3双5年満仇)5(い)RO予4ーく円>:勳橆勢調株益最益(円」2)5石ト・【員ⅱ見久!中"
2934.T,ジェイフロンティア,食料品,theme_wide,"幻.7幻.8東⑥2ト24ー→47【株式】俐【株ド乢7名くなⅱ中村篤弘貶割志4務)く2牡〉市日本マスタ既日4皀本2,ロにカストアー貶8,自Ⅱ自料加安き比事日交カストディ銀行4第割ツレミアム・キャビ鍬9ーー有33マネジメントG【指等】>鬆呂智感44ンアーストヴィレッ濵"
4005.T,住友化学,化学,theme_bodyleft,"ー収4高値安16ム1引:仇12料4東P8絣!76.人△7.1第△&ー幻12高師安師呂・ー72ー予1,5く紗国月ー(13・1,4予1,三)ド友銀行脇)1ーーレー」ルイー&.4)〉友生)本比ーYM。、.)UC自ゞノントⅡ己資本賀,仆友生命保険7'2務く02生3〉日本カストディ信託ロ2(なの1匯日本マズター信龜ー1【株式】&1,,飛【株丿四7,8な幻>"
3161.T,アゼアス,卸売業,theme_bodyleft,"ー7匠.4ー54にり4囮Df0-Ⅱ己資本6,7三田さや工新自社(1株「1)鈴木久子【株式】&6,0跖【株け凡名くな10〉庸高安比・楽、15ムム4例70響「4'爿三)日ド74(5【指標等】く・わ広島銀行肥(2①社""、(0年満、)い【1斉を、篳、木最純益(21.4)調ー株益27S46"
4745.T,東京個別指導学院,サービス業,theme_bodyleft,"値7分1→東S住5ー7住5幻.8.ー24石4四【株式】&ー【株丿,27名閉2〉庸1匯]ベネッセⅡLD一例・92一日本マスター信託日幻一生わ而MSIこクライノ・ン亨キ、Ⅱ己資本8,4日本カストディ信出」87((阜本比72石凛勲和2WUアセッツ0物「讐石原町0・4【指標等】く4・2〉ンク()A&-バス・アカウント19(3)調株益一円JPモルガン・セキュリティ韻益(2)1,27ーズ・く国>富0よ2第14(02))7ま0、"
1840.T,土屋ホールディングス,建設業,theme_bodyleft,"ー5ーー70.52ー2.7東S93、【株式】&7石【株1,名くな10〉庸嬲1調株益2刈四一1の北海行12響「5,自社(己株ロ)石よよ57,4本比4ー自社グループ取引先株会.Ⅱ己資本乢6北洋銀行1明阜1→い24一〉自社グループ従業員れ株,、"
4125.T,三和油化工業,化学,theme_bodyleft,"幻.12・12ト2料ー5舸→((h)(OA)ー7幻4.9Ⅱ己資本一例0豊田通商阜・2ⅱ社社員特株会&2和9コ13エムエムエス側却1【株式】&【株主1物名く幻コ〉庸【指標等】く4・3〉十六銀行8(1高安呂・幻韻益(幻.3)1,炻設備10予3,国人ー減価ー明1予1,げ梛ク﨑田:圏5年前一)"
4826.T,ＣＩＪ,情報・通信業,theme_bodyleft,"れ・4分1→1iG9.0査1・4舸→去4幻.4分1→1東P高安Ⅱ期高安日・2引44恥・、年双5年満&)【株式】&7【株1朝2,名くな肥〉庸Ⅱ己資本14,自社社員持株会1よ響「乢日本ストプれ託」89【指標等】く6〉東洋証券(に)調株益98"
4559.T,ゼリア新薬工業,医薬品,theme_wide,"ナ.ーく琳部凱銀行,☆00.ータ月乳幸友銀ント【・ー“日。-森伊リみ財5投5般→→→ー7分介例町統"
3998.T,すららネット,情報・通信業,theme_bodyleft,"ー59..42れ4東Gー7値8幻よ2和0鉢カストプイ信出11ー圧9名くな肥〉庸1毳阪湯野帚4高安14Ⅱ己資本響2,2SB一証券一1,楽天証8ー20ベネッセⅡLD60高安日・幻・、年毬5年満よ)【指標等】く肥〉鈴木敏明5(0)5"
