post_table_name,other_table_name,post_rule_name,other_rule_name,total_final_capital,total_return_pct,avg_max_drawdown_pct,q2_2024_return_pct,q2_2024_final_capital,q3_return_pct,q3_final_capital,q4_return_pct,q4_final_capital,4q2_return_pct,4q2_final_capital
defensive_top10,regular_top20,normal,normal,12265266.000000002,2.210550000000011,-7.841199582240718,4.337433333333363,3130123.000000001,11.148616666666712,3334458.5000000014,-5.640383333333332,2830788.5,-1.0034666666666525,2969896.0000000005
post_high_vol_top20,regular_top20,defensive,normal,12260915.463012699,2.1742955251058182,-7.393899361430545,-2.534499999999984,2923965.0000000005,17.76068210042321,3532820.4630126962,-6.1234833333333345,2816295.5,-0.40551666666663877,2987834.500000001
defensive_top10,regular_top30,defensive,defensive,12260767.5,2.1730625000000003,-9.823341198373697,6.352249999999993,3190567.5,7.696766666666677,3230903.0,-11.073166666666667,2667805.0,5.716399999999999,3171492.0
post_high_vol_top20,regular_top30,normal,defensive,12253307.49963379,2.1108958302815894,-10.559298226197061,7.882750000000027,3236482.500000001,6.83903332112632,3205170.9996337895,-11.073166666666667,2667805.0,4.794966666666678,3143849.0000000005
defensive_top5,regular_top20,normal,normal,12215523.500000004,1.7960291666667016,-7.865820831531973,4.734166666666706,3142025.000000001,10.83228333333337,3324968.500000001,-6.673883333333331,2799783.5,-1.7084499999999725,2948746.500000001
post_high_vol_top20,regular_top30,defensive,defensive,12190897.475341797,1.590812294514965,-10.272542017314438,3.8004499999999997,3114013.5,7.549565844726569,3226486.975341797,-11.073166666666667,2667805.0,6.086400000000003,3182592.0
defensive_top10,regular_top20,defensive,normal,12182697.500000002,1.5224791666666793,-7.580756668714663,-0.7226833333333182,2978319.5000000005,12.931416666666706,3387942.500000001,-5.567100000000003,2832987.0,-0.5517166666666462,2983448.5000000005
defensive_top5,regular_top20,defensive,normal,12166266.000000002,1.3855500000000243,-7.81237093307145,-0.33041666666665526,2990087.5000000005,13.749683333333373,3412490.500000001,-6.673883333333331,2799783.5,-1.203183333333313,2963904.5000000005
defensive_top5,regular_top30,defensive,normal,12134035.500000002,1.1169625000000183,-10.123888469066076,6.583450000000024,3197503.500000001,9.329283333333361,3279878.500000001,-10.676416666666654,2679707.5000000005,-0.7684666666666562,2976946.0000000005
defensive_top10,regular_top30,normal,normal,12104569.000000004,0.8714083333333678,-11.638288112890846,11.239950000000043,3337198.5000000014,8.481850000000058,3254455.500000002,-15.485316666666648,2535440.5000000005,-0.7508499999999807,2977474.5000000005
none,regular_top20,defensive,normal,12042824.500000002,0.3568708333333559,-6.049890495770569,-4.034933333333313,2878952.0000000005,11.40920000000003,3342276.000000001,-6.673883333333331,2799783.5,0.727100000000025,3021813.0000000005
none,regular_top20,normal,normal,12042824.500000002,0.3568708333333559,-6.049890495770569,-4.034933333333313,2878952.0000000005,11.40920000000003,3342276.000000001,-6.673883333333331,2799783.5,0.727100000000025,3021813.0000000005
defensive_top10,regular_top30,defensive,normal,12003748.000000002,0.03123333333334699,-11.33252643206391,5.746950000000028,3172408.500000001,10.10795000000002,3303238.500000001,-15.485316666666648,2535440.5000000005,-0.2446499999999796,2992660.5000000005
post_high_vol_top20,regular_top30,normal,normal,12001740.999450691,0.014508328755757915,-12.251462145028826,7.405666666666755,3222170.0000000023,9.331683315022854,3279950.499450686,-15.485316666666648,2535440.5000000005,-1.1939999999999729,2964180.000000001
post_high_vol_top20,regular_top30,defensive,normal,11954994.463012699,-0.37504614156084193,-11.955286790673163,3.2879666666667084,3098639.000000001,10.618648767089889,3318559.4630126967,-15.485316666666648,2535440.5000000005,0.07851666666669477,3002355.500000001
