ティッカー,銘柄名,元ランキング順位,元ランキングスコア,sector,年間上昇率,四半期上昇率,上昇トレンド滑らかさ,最大下落率,月間高安騰落率平均,20日移動平均維持率,画像有無,OCR好材料語数,OCR悪材料語数,OCRテーマ語数,OCR株主還元語数,OCR予想PER,OCRPBR,OCRROE,OCRROA,OCR総利回り,OCR予想PER信頼度,OCRPBR信頼度,OCRROE信頼度,OCRROA信頼度,OCR総利回り信頼度,OCR配当金ヒント,OCR業績表数値数,OCR業績表数値平均,売上系列点数,営業利益系列点数,純利益系列点数,EPS系列点数,配当系列点数,売上トレンド,営業利益トレンド,純利益トレンド,EPSトレンド,配当トレンド,theme_text_compact,特色事業スコア生値,記事スコア生値,財務スコア生値,チャートスコア生値,業績スコア生値,配当還元スコア生値,業績急伸型スコア生値,安定進捗型スコア生値,sector_adjusted_per_score_raw,theme_peer_count,theme_peer_median_quarter_return_pct,theme_peer_positive_ratio_pct,theme_peer_signal_raw,特色事業スコア,特色事業順位,記事スコア,記事順位,財務スコア,財務順位,チャートスコア,チャート順位,業績スコア,業績順位,配当還元スコア,配当還元順位,業績急伸型スコア,業績急伸型順位,安定進捗型スコア,安定進捗型順位,sector_adjusted_per_score,sector_adjusted_per_score_rank,theme_peer_signal,theme_peer_signal_rank,四季報総合スコア,四季報総合順位,OCR型分類,型内順位
8341.T,七十七銀行,86,0.8395250487963565,銀行業,66.87320203584864,26.091391268869856,0.70810106812221,29.50519242516799,14.984462470949214,100.0,True,2.0,0.0,0.0,0.0,8.1,5.0,6.6,0.4,4.35,medium,medium,medium,medium,low,,0.0,,0.0,0.0,0.0,1.0,0.0,,,,,,".5東7(7)7【株式】&76【株ド日マスタイ日・カストデ務く3>本5,4日本′ローは「第1龕387",0.8,1.0,5.093913043478261,70.76418620664708,1.0,1.7399999999999998,5.787311301509588,24.78564836238152,0.5869565217391305,0,,,0.0,0.4388888888888889,49,0.5555555555555556,33,0.2,73,0.2555555555555555,68,0.6555555555555556,17,0.4444444444444444,51,0.3,64,0.1111111111111111,81,0.5833333333333334,38,0.2777777777777778,42,0.4161666666666667,67,業績急伸型,32
1815.T,鉄建建設,94,0.8325569290826285,建設業,83.71059013742928,21.66839736933195,0.8160129847829762,20.88073394495413,10.72140911238984,100.0,True,1.0,0.0,0.0,1.0,10.3,6.0,4.8,1.5,4.89,medium,medium,medium,medium,low,,6.0,5566.0,0.0,0.0,0.0,0.0,0.0,,,,,,旅ター【東日物日物自世本余負′ー安材6,0.4,2.0,4.27,73.56823045987231,0.0,2.956,4.033471789546556,26.20439773773802,0.4,0,,,0.0,0.3277777777777778,55,0.7388888888888889,17,0.1222222222222222,80,0.5111111111111111,45,0.2611111111111111,50,0.6666666666666666,31,0.2,73,0.2444444444444444,69,0.4,54,0.2777777777777778,42,0.4132777777777778,68,中間型,10
8386.T,百十四銀行,46,0.8652179570592063,銀行業,104.29447852760738,22.765196662693675,0.8672575976259304,29.35828877005348,13.835667775622875,60.0,True,1.0,0.0,0.0,2.0,7.2,5.0,4.1,0.2,4.5,medium,medium,medium,medium,low,,2.0,17237.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,一タ業命セル、命:スス壻洋一つ牛グゴのーマカ本平ホ本株体体ー太皺日仆タニ(68→1,0.4,1.0,4.649347826086957,67.21369160847408,1.0,5.8,4.821215733015494,26.630358584954955,0.6521739130434783,0,,,0.0,0.3277777777777778,55,0.5555555555555556,33,0.1555555555555555,77,0.1222222222222222,80,0.6555555555555556,17,0.9333333333333332,7,0.2555555555555555,68,0.2666666666666666,67,0.6444444444444445,33,0.2777777777777778,42,0.4106111111111111,69,中間型,11
1847.T,イチケン,74,0.8462003903708523,建設業,81.16490166414523,19.10112359550562,0.8494174591749425,17.581677332435163,8.643917042182608,100.0,True,0.0,1.0,0.0,0.0,6.3,5.0,13.0,6.9,4.6,medium,medium,medium,medium,low,,6.0,5558.166666666667,0.0,0.0,0.0,0.0,1.0,,,,,,"3.5東⑤載4【株式】&7ー【株ドマル′、、-栄会持務く3>日本カストデ67,47B己・本,ーM・D】4【指等】>宇",0.0,-0.1999999999999999,9.241832266756484,74.71663394368917,-1.0,1.84,1.5280898876404496,32.44003784537017,1.0,0,,,0.0,0.1277777777777777,69,0.0666666666666666,85,0.7222222222222222,26,0.6444444444444445,33,0.0333333333333333,86,0.5,46,0.0222222222222222,89,0.6888888888888889,29,0.9666666666666668,1,0.2777777777777778,42,0.3999444444444445,70,安定進捗型,27
5831.T,しずおかフィナンシャルグループ,97,0.8307872478854912,銀行業,85.57802365509349,21.06674612634088,0.9038205221043004,25.754936120789782,10.979695242190646,80.0,True,0.0,1.0,0.0,0.0,11.0,0.77,6.3,0.5,4.36,medium,medium,medium,medium,low,,1.0,30303.0,0.0,1.0,1.0,0.0,0.0,,,,,,【株式】&【株ドリ本マスタ務く3>日-カスー本い9日本生命価東龕84,6.708024012187456,0.0,6.065869565217391,72.23541047565604,0.0,1.7440000000000002,12.865379710419695,26.31402840944881,0.1304347826086956,14,32.86693346874951,100.0,44.7201600812497,0.7055555555555556,27,0.2555555555555555,52,0.3222222222222222,62,0.3666666666666666,58,0.2611111111111111,50,0.4611111111111111,49,0.5666666666666667,40,0.2555555555555555,68,0.1222222222222222,80,0.8,18,0.3992777777777778,71,業績急伸型,33
1723.T,日本電技,54,0.8602472348731295,建設業,128.9435600578871,17.725752508361214,0.9407140491441894,19.211195928753177,13.909033215727815,35.0,True,1.0,0.0,0.0,0.0,9.9,1.61,17.31,12.1,3.31,medium,medium,medium,medium,low,,2.0,9.5,0.0,0.0,0.0,0.0,0.0,,,,,,ビイス信ト0島永みア55ス本余負′1478安8貶3ー⑤ー,0.4,1.0,11.006380407124682,63.3436245714425,0.0,1.324,2.918060200668897,32.840591127574214,0.6,0,,,0.0,0.3277777777777778,55,0.5555555555555556,33,0.8888888888888888,11,0.0333333333333333,88,0.2611111111111111,50,0.3222222222222222,62,0.0888888888888888,83,0.7222222222222222,26,0.6055555555555555,36,0.2777777777777778,42,0.3882777777777778,72,安定進捗型,28
247A.T,Ａｉロボティクス,38,0.869629147690306,化学,145.83333333333334,39.21901528013583,0.9581351656320468,21.6,35.59412033324423,80.0,True,2.0,0.0,0.0,0.0,16.8,16.74,8.0,1.0,3.0,medium,medium,medium,medium,low,,2.0,3.55,0.0,2.0,0.0,0.0,0.0,,0.0,,,,".G→07東⑥龕【株式】&乢6【株ド新SBIイン務く3>6山友)己・本3,初ランジ冫き比475ー釜ー【指等】<B3>BNY・GCh",0.8,2.0,3.82,73.66061512615032,0.0,1.2,6.137521222410866,25.278018322987133,0.15,0,,,0.0,0.4388888888888889,49,0.7388888888888889,17,0.0777777777777777,84,0.5444444444444444,42,0.2611111111111111,50,0.3111111111111111,63,0.3333333333333333,61,0.1333333333333333,79,0.1555555555555555,77,0.2777777777777778,42,0.3823888888888889,73,業績急伸型,34
1997.T,暁飯島工業,21,0.8863240078074172,建設業,83.98268398268398,24.38336856941508,0.9485128585989508,14.614740368509215,18.644177767655524,45.0,True,1.0,0.0,0.0,0.0,9.0,5.0,8.5,5.4,2.75,medium,medium,medium,medium,low,,3.0,12992574.333333334,0.0,0.0,0.0,0.0,0.0,,,,,,タズ信冷.本余負′53。⑤ー,0.4,2.0,7.443525963149078,66.43378795192993,0.0,1.1,4.250669485553206,28.95874500139989,0.8,0,,,0.0,0.3277777777777778,55,0.7388888888888889,17,0.4666666666666667,49,0.1,82,0.2611111111111111,50,0.2777777777777778,66,0.2222222222222222,71,0.4333333333333333,52,0.7611111111111111,22,0.2777777777777778,42,0.3770555555555556,74,安定進捗型,29
8550.T,栃木銀行,13,0.8958490566037736,銀行業,156.53710247349824,25.87064676616915,0.8501824456939503,27.710843373493976,14.733450982105907,85.0,True,0.0,0.0,0.0,1.0,6.6,5.0,14.8,0.7,3.81,medium,medium,medium,medium,low,,3.0,3.0,1.0,0.0,2.0,0.0,0.0,,,0.0,,,一ース新をセー株社社テア和本ス龕東日55冊3ー,0.0,0.0,7.658260869565217,72.16810689222996,0.0,2.524,2.069651741293532,29.58244474679457,0.7391304347826086,0,,,0.0,0.1277777777777777,69,0.2555555555555555,52,0.5,46,0.3555555555555555,59,0.2611111111111111,50,0.6111111111111112,36,0.0444444444444444,87,0.4777777777777778,48,0.7333333333333333,25,0.2777777777777778,42,0.359611111111111,75,安定進捗型,30
2975.T,スター・マイカ・ホールディングス,29,0.8787963565387119,不動産業,75.16087516087515,26.63101604278076,0.9323332079850588,16.125654450261784,12.294201296231,80.0,True,0.0,0.0,0.0,0.0,9.6,1.26,12.8,3.0,0.525511531525,medium,medium,medium,medium,low,,21.0,3629724.896333333,0.0,3.0,0.0,0.0,1.0,,-0.1111111111111111,,,,永枇耡Ⅲ村テ備ス一【水日リー野本余負′1安嫐7,0.0,0.0,8.634101221640488,73.35910789694888,0.8666666666666666,0.2102046126099999,3.208259061200238,31.84328634585482,0.3333333333333333,0,,,0.0,0.1277777777777777,69,0.2555555555555555,52,0.6333333333333333,34,0.4777777777777778,48,0.4777777777777778,48,0.0777777777777777,84,0.1111111111111111,81,0.6444444444444445,33,0.3333333333333333,61,0.2777777777777778,42,0.3583888888888889,76,安定進捗型,31
2540.T,養命酒製造,23,0.8835263500325309,食料品,121.2353653613242,27.5974025974026,0.8907702803176698,13.116279069767444,13.000659032643611,85.0,True,2.0,0.0,0.0,0.0,42.4,5.0,1.5,1.3,1.46,medium,medium,medium,medium,low,,18.0,841780.5555555555,1.0,0.0,0.0,0.0,0.0,,,,,,"己一ぐ:-立八ト野:-キ(衄8ー,本余負′カ→・2",0.8,1.0,1.3678165374677005,73.11406048461541,1.0,0.584,5.907792207792207,22.865582389740005,0.0222222222222222,0,,,0.0,0.4388888888888889,49,0.5555555555555556,33,0.0111111111111111,90,0.4555555555555555,50,0.6555555555555556,17,0.1222222222222222,80,0.3222222222222222,62,0.0444444444444444,87,0.0111111111111111,90,0.2777777777777778,42,0.3581666666666667,77,業績急伸型,35
7322.T,三十三フィナンシャルグループ,55,0.8599219258295381,銀行業,93.28652917946468,22.210953346855987,0.890595193538475,27.949326999208235,13.299195269463183,40.0,True,3.0,0.0,0.0,1.0,6.3,5.0,4.1,0.2,4.74,medium,medium,medium,medium,low,,3.0,277911.0,0.0,2.0,3.0,0.0,2.0,,0.0,0.2413793103448276,,0.0,"4日マスターリ・カストディ務く3>Ⅲ.職員本,9リH友名く企績33,行4みすほ銀ー",1.2000000000000002,0.0,5.130652173913044,63.57941755616896,0.2896551724137931,2.896,4.794117647058824,24.43030266002243,0.8478260869565217,0,,,0.0,0.4944444444444444,45,0.2555555555555555,52,0.2111111111111111,72,0.0444444444444444,87,0.4666666666666667,49,0.6444444444444445,33,0.2444444444444444,69,0.1,82,0.85,14,0.2777777777777778,42,0.3527222222222222,78,業績急伸型,36
319A.T,技術承継機構,80,0.842160052049447,金属製品,208.4375,33.80281690140845,0.4845363145413895,38.53448275862069,29.53469545285532,100.0,True,0.0,0.0,0.0,0.0,34.1,7.46,26.1,5.8,,medium,medium,medium,medium,missing,,3.0,10921.333333333334,0.0,0.0,0.0,0.0,0.0,,,,,,.23東⑥公74カOA3【株式】&85【株ド務く3>【指等】くいわk川陽すき比壥本5料,0.0,3.0,6.248888888888889,64.21791093518353,2.0,0.0,8.104225352112676,22.62428378033453,0.0444444444444444,0,,,0.0,0.1277777777777777,69,0.8777777777777778,8,0.3333333333333333,61,0.0555555555555555,86,0.8944444444444445,5,0.0388888888888888,85,0.4444444444444444,51,0.0333333333333333,88,0.0444444444444444,87,0.2777777777777778,42,0.3511666666666666,79,業績急伸型,37
8802.T,三菱地所,63,0.853031880286272,不動産業,75.27522935779815,25.433099889421307,0.765476859534031,16.811301715438955,11.357220441934553,100.0,True,0.0,0.0,0.0,0.0,16.6,1.26,7.6,10.0,1.77,medium,medium,medium,medium,low,,15.0,32256.5208,0.0,0.0,2.0,0.0,0.0,,,0.0,,,"ズス皿ー,4558ーー",0.0,0.0,7.632203161789438,72.71749442137006,1.0,0.708,3.5346479911537045,29.813552046399845,0.1666666666666666,0,,,0.0,0.1277777777777777,69,0.2555555555555555,52,0.4888888888888889,47,0.4333333333333333,52,0.6555555555555556,17,0.1444444444444444,78,0.1333333333333333,79,0.4888888888888889,47,0.1666666666666666,76,0.2777777777777778,42,0.3461666666666666,80,安定進捗型,32
218A.T,Ｌｉｂｅｒａｗａｒｅ,77,0.8437020169160703,精密機器,191.3348946135832,49.18509895227008,0.8604127361244013,47.51677852348993,39.79257116661359,100.0,True,0.0,1.0,0.0,0.0,38.0,16.0,16.2,8.0,1.0,medium,medium,medium,medium,low,,2.0,388890.0,0.0,0.0,0.0,0.0,0.0,,,,,,.4・72貶東⑥→ー170h14【株式】&ー邸【株ドー東日本旅務く1>テクノロー【指等】く4わみやこ大・安き比4ーテ?ノロ,5.417975206611569,-1.2,5.716666666666667,75.53149978570782,-1.0,0.4,12.964766593867555,25.70746069457735,0.0333333333333333,1,26.03305785123966,100.0,36.1198347107438,0.5666666666666667,40,0.0388888888888888,87,0.3,64,0.7333333333333333,25,0.0333333333333333,86,0.0944444444444444,82,0.5777777777777777,39,0.1666666666666666,76,0.0222222222222222,89,0.6,37,0.335111111111111,81,業績急伸型,38
4626.T,太陽ホールディングス,30,0.8780026024723486,化学,138.39799749687108,13.802816901408455,0.8679100897310973,12.096774193548388,13.160892921116917,100.0,True,0.0,0.0,0.0,1.0,21.6,3.0,10.6,5.6,4.65,medium,medium,medium,medium,low,,1.0,3333.0,0.0,0.0,1.0,0.0,0.0,,,,,,ク-ンデ本余負′1,0.0,0.0,5.600322580645161,73.8957772261409,0.0,3.86,1.1042253521126764,31.070133155375483,0.1,0,,,0.0,0.1277777777777777,69,0.2555555555555555,52,0.2777777777777778,66,0.5777777777777777,39,0.2611111111111111,50,0.7833333333333333,20,0.0111111111111111,90,0.5555555555555556,41,0.0833333333333333,83,0.2777777777777778,42,0.3347222222222222,82,安定進捗型,33
6701.T,日本電気,90,0.8374300585556278,電気機器,97.03153988868274,13.5361763296598,0.8837588294163327,17.183622828784117,12.67293597802072,60.0,True,0.0,0.0,0.0,0.0,27.0,2.56,9.5,4.1,,medium,medium,medium,medium,missing,,16.0,61737.375,0.0,0.0,0.0,0.0,0.0,,,,,,タスガ:スカE—ルクトト自=ーマ本モンテア社ラ本比本等,0.0,2.0,4.502352002835874,66.36597660503767,2.0,0.0,5.682894106372784,23.66211470323812,0.1428571428571428,0,,,0.0,0.1277777777777777,69,0.7388888888888889,17,0.1444444444444444,78,0.0888888888888888,83,0.8944444444444445,5,0.0388888888888888,85,0.2777777777777778,66,0.0666666666666666,85,0.1388888888888889,78,0.2777777777777778,42,0.3195,83,業績急伸型,39
6226.T,守谷輸送機工業,96,0.8308653220559531,機械,91.2685982772122,29.032258064516125,0.8791472414715892,20.23851280252543,16.92314092256492,70.0,True,0.0,0.0,0.0,1.0,19.2,5.0,27.6,16.5,1.28,medium,medium,medium,medium,low,,3.0,121236.0,0.0,0.0,0.0,0.0,1.0,,,,,,ト谷【和スス銀本余負′ー38e.aRー,0.0,1.0,8.365714285714287,69.2561069469576,0.0,1.512,3.12258064516129,29.85109249121369,0.1428571428571428,0,,,0.0,0.1277777777777777,69,0.5555555555555556,33,0.6,37,0.1888888888888888,74,0.2611111111111111,50,0.3666666666666666,58,0.1,82,0.5,46,0.1388888888888889,78,0.2777777777777778,42,0.3151666666666667,84,安定進捗型,34
5715.T,古河機械金属,82,0.841704619388419,非鉄金属,140.91478696741854,34.26834969611969,0.8315299170303292,30.144694533762063,16.73766772084363,80.0,True,0.0,2.0,0.0,0.0,10.9,5.0,14.33,7.71,,medium,medium,medium,medium,missing,,2.0,33318.0,0.0,0.0,0.0,0.0,0.0,,,,,,.8【株式】&5【株ド体マスター別し日牛ミカ410→ー務く3>「嘉7307本一野ー引ー【指等】>中央Ⅱ本い,6.5707706108874495,-2.4,7.812277777777778,70.3000053430806,-1.0,0.0,13.69275232716866,26.75248805919218,0.3888888888888889,14,31.341895676527223,100.0,43.805137405916334,0.6611111111111111,30,0.0166666666666666,89,0.5555555555555556,41,0.2333333333333333,70,0.0333333333333333,86,0.0388888888888888,85,0.6111111111111112,36,0.2777777777777778,66,0.3666666666666666,58,0.7388888888888889,23,0.3147777777777778,85,業績急伸型,40
1515.T,日鉄鉱業,3,0.9180936890045543,鉱業,149.66517857142856,34.86486486486486,0.917826733953935,30.810810810810807,17.18917808488174,65.0,True,0.0,2.0,0.0,0.0,15.5,0.79,6.4,3.8,2.58,medium,medium,medium,medium,low,,7.0,49.142857142857146,0.0,0.0,1.0,0.0,1.0,,,,,,【株式】&ー7【株ド日本無別.4務く区3>筬業.52四物社(自己10→ー→己・本14乢7メロン74ー【指等】>みすほ銀1ローは「第1,6.5707706108874495,-2.4,6.397777777777778,71.5456139398596,-1.0,1.032,13.740473540668273,25.830756228428243,0.1888888888888888,14,31.341895676527223,100.0,43.805137405916334,0.6611111111111111,30,0.0166666666666666,89,0.3444444444444444,60,0.3111111111111111,63,0.0333333333333333,86,0.2555555555555555,68,0.6333333333333333,34,0.1777777777777777,75,0.1777777777777777,75,0.7388888888888889,23,0.303,86,業績急伸型,41
6617.T,東光高岳,73,0.8466037735849057,電気機器,86.66026871401151,31.47993311036789,0.7466115342113516,17.701575532900836,16.950421087882013,85.0,True,0.0,0.0,0.0,2.0,9.3,5.0,6.0,1.0,3.27,medium,medium,medium,medium,low,,2.0,31818.0,1.0,0.0,2.0,0.0,1.0,,,0.0,,,-ータトイ業ン/命本余負′857,0.0,0.0,5.428413875281344,68.85984487345304,0.0,4.308,2.5183946488294318,28.180773076347155,0.7142857142857143,0,,,0.0,0.1277777777777777,69,0.2555555555555555,52,0.2444444444444444,69,0.1666666666666666,76,0.2611111111111111,50,0.8222222222222222,17,0.0777777777777777,84,0.3777777777777777,57,0.7055555555555556,27,0.2777777777777778,42,0.3007222222222222,87,安定進捗型,35
7327.T,第四北越フィナンシャルグループ,40,0.8691346779440468,銀行業,68.5881911322725,27.74480249440714,0.8684417875814842,28.50812485185227,12.254954036232172,75.0,True,0.0,0.0,0.0,5.0,8.7,5.0,5.9,0.3,4.55,medium,medium,medium,medium,low,,1.0,30303.0,1.0,1.0,2.0,0.0,0.0,,,0.0,,,デ生配命ガススドトトレ′ー本テアモン株体体ー,0.0,0.0,4.447608695652174,71.1627935911048,0.0,10.82,2.219584199552571,31.61562077436557,0.391304347826087,0,,,0.0,0.1277777777777777,69,0.2555555555555555,52,0.1333333333333333,79,0.2888888888888888,65,0.2611111111111111,50,1.0,1,0.0666666666666666,85,0.6,37,0.3777777777777777,57,0.2777777777777778,42,0.2976111111111111,88,安定進捗型,36
1801.T,大成建設,60,0.8584970722186076,建設業,125.28473804100229,19.844449681828905,0.8279964764675398,19.959183673469383,9.038240529200808,95.0,True,0.0,0.0,0.0,0.0,16.8,1.57,13.8,5.1,1.9,medium,medium,medium,medium,low,,3.0,3.0,0.0,2.0,1.0,0.0,0.0,,0.0,,,,ドマ山カ一ス一ス一子株本社一ア一ン一アラ・一ア一ースス「ス本余負′7,0.0,0.0,7.4240816326530625,72.65010661616405,0.0,0.76,1.5875559745463124,29.412359322498528,0.1,0,,,0.0,0.1277777777777777,69,0.2555555555555555,52,0.4555555555555555,50,0.4222222222222222,53,0.2611111111111111,50,0.1666666666666666,76,0.0333333333333333,88,0.4555555555555555,50,0.0833333333333333,83,0.2777777777777778,42,0.2791666666666666,89,安定進捗型,37
5992.T,中央発條,44,0.8665517241379312,金属製品,163.11844077961018,71.84210526315789,0.8220517860567966,23.133982382939266,40.93969608387986,55.00000000000001,True,0.0,0.0,0.0,0.0,21.8,5.0,2.33,1.3,2.43,medium,medium,medium,medium,low,,12.0,20094451.5,1.0,1.0,0.0,0.0,0.0,,,,,,".5524東毅S6ト141063【株式】&足2【株ドトヨタ自愛知無務く3>体マスター本76,749聹.取引ー【指等】>東京海l•.日",0.0,-1.2,1.840277777777778,69.9609241262208,0.0,0.972,5.747368421052632,19.47372325386112,0.0888888888888888,0,,,0.0,0.1277777777777777,69,0.0388888888888888,87,0.0333333333333333,88,0.2111111111111111,72,0.2611111111111111,50,0.2222222222222222,71,0.2888888888888888,65,0.0111111111111111,90,0.0666666666666666,85,0.2777777777777778,42,0.1506111111111111,90,業績急伸型,42
