date,cash,market_value,equity,positions,nikkei_phase,rule_name,pnl_day,prev_phase,segment_id
2025-08-13,52439.337463378964,3005016.6625976562,3057456.000061035,10,uptrend,condition2,-1116.6748046875,uptrend,9
2025-08-14,52439.337463378964,3003983.3374023438,3056422.6748657227,10,normal,condition2,-1033.3251953125,uptrend,10
2025-08-15,327539.33746337896,2718650.0,3046189.337463379,9,overheated_range,breakout_1p5,-10233.33740234375,normal,11
2025-08-18,646539.3374633789,2420300.0,3066839.337463379,8,overheated_range,breakout_1p5,20650.0,overheated_range,11
2025-08-19,3078706.000061035,0.0,3078706.000061035,0,settling,no_trade,11866.66259765625,overheated_range,12
2025-08-20,286499.3375244143,2786733.3374023438,3073232.674926758,6,normal,condition2,-5473.325134277344,settling,13
2025-08-21,782699.3375244143,2293550.0,3076249.337524414,5,normal,condition2,3016.66259765625,normal,13
2025-08-22,2225899.337524414,876400.0,3102299.337524414,3,normal,condition2,26050.0,normal,13
2025-08-25,170119.33752441406,2913816.6625976562,3083936.0001220703,3,normal,condition2,-18363.33740234375,normal,13
2025-08-26,3112152.674926758,0.0,3112152.674926758,0,settling,no_trade,28216.6748046875,normal,14
2025-08-27,3112152.674926758,0.0,3112152.674926758,0,settling,no_trade,0.0,settling,14
2025-08-28,247112.17492675828,2910000.0,3157112.1749267583,2,uptrend,condition2,44959.500000000466,settling,15
2025-08-29,247112.17492675828,2943000.0,3190112.1749267583,2,uptrend,condition2,33000.0,uptrend,15
2025-09-01,247112.17492675828,2933500.0,3180612.1749267583,2,uptrend,condition2,-9500.0,uptrend,15
2025-09-02,247112.17492675828,2952800.0,3199912.1749267583,2,uptrend,condition2,19300.0,uptrend,15
2025-09-03,247112.17492675828,2948200.0,3195312.1749267583,2,uptrend,condition2,-4600.0,uptrend,15
2025-09-04,247112.17492675828,2968600.0,3215712.1749267583,2,uptrend,condition2,20400.0,uptrend,15
2025-09-05,247112.17492675828,2936300.0,3183412.1749267583,2,uptrend,condition2,-32300.0,uptrend,15
2025-09-08,104452.17492675828,3103000.0,3207452.1749267583,2,uptrend,condition2,24040.0,uptrend,15
2025-09-09,104452.17492675828,3088000.0,3192452.1749267583,2,stable,breakout_1p5,-15000.0,uptrend,16
2025-09-10,104452.17492675828,3141000.0,3245452.1749267583,2,normal,condition2,53000.0,stable,17
2025-09-11,104452.17492675828,3119400.0,3223852.1749267583,2,uptrend,condition2,-21600.0,normal,18
2025-09-12,104452.17492675828,3158400.0,3262852.1749267583,2,uptrend,condition2,39000.0,uptrend,18
2025-09-16,104452.17492675828,3131000.0,3235452.1749267583,2,stable,breakout_1p5,-27400.0,uptrend,19
2025-09-17,104452.17492675828,3062700.0,3167152.1749267583,2,stable,breakout_1p5,-68300.0,stable,19
2025-09-18,104452.17492675828,3096600.0,3201052.1749267583,2,uptrend,condition2,33900.0,stable,20
2025-09-19,104452.17492675828,3053700.0,3158152.1749267583,2,uptrend,condition2,-42900.0,uptrend,20
2025-09-22,2990452.1749267583,218500.0,3208952.1749267583,1,uptrend,condition2,50800.0,uptrend,20
2025-09-24,2990452.1749267583,215300.0,3205752.1749267583,1,uptrend,condition2,-3200.0,uptrend,20
2025-09-25,193112.17492675828,2933500.0,3126612.1749267583,2,uptrend,condition2,-79140.0,uptrend,20
2025-09-26,193112.17492675828,2957100.0,3150212.1749267583,2,uptrend,condition2,23600.0,uptrend,20
2025-09-29,193112.17492675828,2976200.0,3169312.1749267583,2,uptrend,condition2,19100.0,uptrend,20
2025-09-30,403912.1749267583,2752000.0,3155912.1749267583,1,uptrend,condition2,-13400.0,uptrend,20
