date,cash,market_value,equity,positions,nikkei_phase,rule_name,pnl_day,prev_phase,segment_id
2025-12-04,1993085.0,971666.6748046875,2964751.6748046875,3,normal,condition2,22466.6748046875,normal,10
2025-12-05,1993085.0,986333.3251953125,2979418.3251953125,3,normal,condition2,14666.650390625,normal,10
2025-12-08,2445085.0,556933.3251953125,3002018.3251953125,2,normal,condition2,22600.0,normal,10
2025-12-09,2445085.0,551666.6748046875,2996751.6748046875,2,normal,condition2,-5266.650390625,normal,10
2025-12-10,2445085.0,544733.3251953125,2989818.3251953125,2,normal,condition2,-6933.349609375,normal,10
2025-12-11,2445085.0,537866.6748046875,2982951.6748046875,2,normal,condition2,-6866.650390625,normal,10
2025-12-12,249437.0,2735266.6748046875,2984703.6748046875,3,normal,condition2,1752.0,normal,10
2025-12-15,249424.5,2786900.0,3036324.5,3,normal,condition2,51620.8251953125,normal,10
2025-12-16,249424.5,2750833.3251953125,3000257.8251953125,3,normal,condition2,-36066.6748046875,normal,10
2025-12-17,2459424.5,548200.0,3007624.5,2,normal,condition2,7366.6748046875,normal,10
2025-12-18,2459424.5,545733.3251953125,3005157.8251953125,2,stable,breakout_1p5,-2466.6748046875,normal,11
2025-12-19,1042082.8251953126,1995800.0,3037882.8251953125,3,normal,condition2,32725.0,stable,12
2025-12-22,912882.8251953125,2160200.0,3073082.8251953125,3,normal,condition2,35200.0,normal,12
2025-12-23,912882.8251953125,2152200.0,3065082.8251953125,3,normal,condition2,-8000.0,normal,12
2025-12-24,600.8251953126164,3049100.0,3049700.8251953125,4,normal,condition2,-15382.0,normal,12
2025-12-25,884600.8251953126,2180700.0,3065300.8251953125,3,normal,condition2,15600.0,normal,12
2025-12-26,884600.8251953126,2200300.0,3084900.8251953125,3,normal,condition2,19600.0,normal,12
2025-12-29,884600.8251953126,2211700.0,3096300.8251953125,3,normal,condition2,11400.0,normal,12
2025-12-30,884600.8251953126,2204900.0,3089500.8251953125,3,stable,breakout_1p5,-6800.0,normal,13
