horizon,threshold,limit,take_profit,stop_loss,final_capital,profit,orders,fills,fill_rate,avg_trade_ret,win_rate,max_drawdown
25,0.64,-0.005,0.04,0.12,4250475.92,1250475.92,4543,331,0.07285934404578473,0.007216630202075272,0.7734138972809668,0.18017026338485273
15,0.56,0.0,0.05,0.1,4244960.0,1244960.0,521,148,0.2840690978886756,0.015548276455166193,0.75,0.08801602229718924
25,0.56,-0.015,0.06,0.1,4219093.754020386,1219093.7540203864,1995,257,0.12882205513784462,0.010434155804186274,0.6770428015564203,0.11600560081316874
20,0.6,-0.01,0.05,0.1,4218949.925000003,1218949.9250000026,781,179,0.22919334186939821,0.014133523897079258,0.7374301675977654,0.10439478802179157
25,0.64,-0.01,0.04,0.12,4217768.110007329,1217768.110007329,4601,313,0.06802868941534448,0.009372061690344866,0.7827476038338658,0.1576087350976926
15,0.56,0.0,0.05,0.12,4216417.0,1216417.0,513,143,0.2787524366471735,0.014755691061233207,0.7622377622377622,0.11757141309505827
15,0.6,-0.01,0.04,0.12,4194346.91511719,1194346.9151171902,837,207,0.24731182795698925,0.01299460308135246,0.7874396135265701,0.144107276645558
15,0.6,-0.005,0.04,0.12,4193798.409999999,1193798.4099999992,814,212,0.26044226044226043,0.01117703293795444,0.7594339622641509,0.14336977323319292
25,0.6,0.0,0.06,0.12,4188400.0,1188400.0,615,142,0.23089430894308943,0.01748882928804693,0.7323943661971831,0.10097218009590177
20,0.58,-0.02,0.05,0.12,4187659.6005529836,1187659.6005529836,1446,238,0.16459197786998617,0.010078972875732506,0.7310924369747899,0.1560175581322
15,0.58,0.0,0.04,0.15,4185064.100341797,1185064.1003417969,1479,279,0.18864097363083165,0.006150349348716576,0.7455197132616488,0.2191326844109158
15,0.62,-0.005,0.04,0.15,4181692.2399999993,1181692.2399999993,494,135,0.2732793522267207,0.016793518480969497,0.8148148148148148,0.07081885458360686
20,0.62,-0.015,0.05,0.15,4177006.595736695,1177006.595736695,471,108,0.22929936305732485,0.020367861021181297,0.7870370370370371,0.10796244568210961
25,0.56,-0.015,0.06,0.08,4173419.289999998,1173419.2899999982,1997,305,0.1527290936404607,0.007896305907742252,0.6229508196721312,0.12085893599725409
25,0.6,0.0,0.06,0.1,4172175.0,1172175.0,623,149,0.2391653290529695,0.017548155057287223,0.7181208053691275,0.06782739301616031
15,0.56,0.0,0.05,0.15,4171050.0,1171050.0,505,135,0.26732673267326734,0.01462068390374479,0.7703703703703704,0.12831164459541133
25,0.6,-0.005,0.04,0.12,4169654.2932263184,1169654.2932263184,11895,331,0.027826817990752418,0.006942168877163882,0.7734138972809668,0.16172072841925353
25,0.58,-0.02,0.05,0.12,4169632.875850836,1169632.8758508358,5150,281,0.054563106796116506,0.010751565117940218,0.7473309608540926,0.14062336817096988
15,0.58,-0.005,0.04,0.12,4169352.7735778806,1169352.7735778806,1522,287,0.1885676741130092,0.00718059026427816,0.7421602787456446,0.19263658622499008
15,0.58,-0.005,0.05,0.1,4168922.675613403,1168922.6756134029,360,91,0.25277777777777777,0.028530288316308307,0.8351648351648352,0.046414390362185746
20,0.62,-0.015,0.04,0.12,4166609.4243469248,1166609.4243469248,2351,295,0.12547851977881752,0.009847831705869888,0.7694915254237288,0.14559833706088318
25,0.6,-0.005,0.06,0.1,4165593.9899999984,1165593.9899999984,649,136,0.20955315870570107,0.019639162483886745,0.7352941176470589,0.08987340684801477
15,0.58,-0.005,0.05,0.12,4153174.3206134033,1153174.3206134033,358,89,0.24860335195530725,0.028721103054205645,0.8426966292134831,0.045431368826166926
15,0.58,-0.005,0.05,0.15,4146586.5756134023,1146586.5756134023,354,89,0.2514124293785311,0.028309521226162884,0.8539325842696629,0.05459113337976327
20,0.62,-0.015,0.05,0.12,4134231.6657366925,1134231.6657366925,474,111,0.23417721518987342,0.020108399829928993,0.7747747747747747,0.08428208337400304
20,0.6,-0.01,0.05,0.12,4131658.5250000027,1131658.5250000027,756,169,0.22354497354497355,0.014783431548681655,0.757396449704142,0.134049019321837
15,0.56,-0.01,0.05,0.12,4121247.3200000008,1121247.3200000008,542,132,0.24354243542435425,0.018415890450657384,0.7727272727272727,0.15458880480622997
15,0.6,0.0,0.04,0.12,4117101.0,1117101.0,799,217,0.2715894868585732,0.009599588143429342,0.7695852534562212,0.12816575507509284
25,0.56,-0.005,0.04,0.12,4116279.4933435065,1116279.4933435065,15977,330,0.02065469111848282,0.005770849576683088,0.7575757575757576,0.15766361333850773
20,0.58,-0.015,0.05,0.08,4110289.4966836553,1110289.4966836553,1425,269,0.1887719298245614,0.008336605560696207,0.6654275092936803,0.1394387774312944
20,0.56,0.0,0.06,0.15,4109050.0,1109050.0,557,134,0.24057450628366248,0.016492207090400786,0.7388059701492538,0.1495797801772383
20,0.58,-0.015,0.05,0.12,4103523.6243008426,1103523.6243008426,1404,227,0.16168091168091167,0.010593575050322629,0.7224669603524229,0.18956177897580828
20,0.56,0.0,0.06,0.08,4103474.0,1103474.0,586,155,0.2645051194539249,0.014362033633158345,0.6580645161290323,0.05712016293791768
15,0.56,-0.01,0.05,0.1,4103377.600000002,1103377.600000002,548,137,0.25,0.017261537385059065,0.7518248175182481,0.1396039819301322
25,0.56,-0.01,0.04,0.15,4102079.3850073274,1102079.3850073274,16146,280,0.017341756472191255,0.009497649279107939,0.8035714285714286,0.17398197260410653
20,0.62,-0.015,0.04,0.1,4100626.1393469255,1100626.1393469255,2421,315,0.13011152416356878,0.008246366646421718,0.7492063492063492,0.14442385590911572
25,0.64,-0.01,0.05,0.1,4100432.8750000033,1100432.8750000033,788,162,0.20558375634517767,0.016195874250946846,0.7469135802469136,0.10358547471513346
15,0.58,-0.01,0.04,0.12,4099575.296345221,1099575.2963452209,1568,293,0.1868622448979592,0.008136865706781885,0.7508532423208191,0.16141039652416253
25,0.56,0.0,0.06,0.12,4097357.9005126953,1097357.9005126953,1901,230,0.12098895318253551,0.01016154962382985,0.6956521739130435,0.20794034427585098
15,0.56,-0.005,0.05,0.12,4096663.587499997,1096663.587499997,537,137,0.25512104283054005,0.017006653482819996,0.7664233576642335,0.15225643060725966
15,0.62,-0.01,0.04,0.1,4094642.120493167,1094642.120493167,513,132,0.2573099415204678,0.015671989000609284,0.7878787878787878,0.0880219653704202
25,0.58,0.0,0.04,0.15,4094304.1052246094,1094304.1052246094,13075,303,0.02317399617590822,0.007543722458590382,0.7920792079207921,0.20974293389020296
25,0.6,-0.02,0.05,0.12,4086169.590850834,1086169.5908508338,2811,265,0.09427250088936322,0.00990077610622775,0.7433962264150943,0.16375908964693014
20,0.56,-0.005,0.05,0.08,4084601.1891793823,1084601.1891793823,2461,333,0.13531084924827305,0.008963630431719714,0.6666666666666666,0.12630685559972124
20,0.56,-0.005,0.04,0.15,4083144.290843508,1083144.2908435082,11421,296,0.02591717012520795,0.009330818123153712,0.7871621621621622,0.18464768380883492
25,0.62,-0.01,0.06,0.12,4082661.1356225614,1082661.1356225614,397,87,0.21914357682619648,0.027357371457794325,0.7816091954022989,0.053099964715549605
20,0.6,-0.005,0.05,0.1,4082614.3874999983,1082614.3874999983,753,179,0.23771580345285526,0.012437208497296133,0.7150837988826816,0.10927952284054865
15,0.62,0.0,0.04,0.15,4081751.0,1081751.0,486,136,0.27983539094650206,0.013561904784240329,0.7941176470588235,0.08467047476009627
25,0.6,-0.02,0.04,0.15,4081218.928950201,1081218.9289502008,12016,300,0.024966711051930757,0.009192600511571856,0.8133333333333334,0.19329642135810196
25,0.58,-0.02,0.04,0.15,4081218.928950201,1081218.9289502008,13186,300,0.022751403003185195,0.009192600511571856,0.8133333333333334,0.19329642135810196
15,0.58,-0.005,0.04,0.1,4077837.018343504,1077837.018343504,1508,308,0.20424403183023873,0.00588990776877143,0.724025974025974,0.16101015375620578
15,0.58,-0.01,0.04,0.1,4074227.7863452197,1074227.7863452197,1570,294,0.18726114649681527,0.006855931703055905,0.7244897959183674,0.1650786222129218
20,0.62,-0.005,0.04,0.15,4071758.1658435063,1071758.1658435063,2289,296,0.12931411096548712,0.007496831307955827,0.777027027027027,0.18995025724379833
20,0.56,-0.005,0.06,0.12,4070312.4101171866,1070312.4101171866,576,134,0.2326388888888889,0.01831819562124633,0.7164179104477612,0.1209164407053127
15,0.62,0.0,0.04,0.12,4070312.0,1070312.0,493,141,0.28600405679513186,0.01271490390514284,0.7872340425531915,0.06623251118730034
20,0.56,-0.01,0.05,0.08,4069316.197931524,1069316.197931524,2541,334,0.1314443132624951,0.007196108140424406,0.6526946107784432,0.15070383232653622
20,0.62,0.0,0.05,0.08,4068781.0,1068781.0,462,125,0.27056277056277056,0.015133662924529272,0.72,0.050564305199223454
20,0.56,-0.01,0.05,0.12,4066984.072931522,1066984.072931522,2464,280,0.11363636363636363,0.008285224271190274,0.7107142857142857,0.16693850131909233
25,0.58,0.0,0.05,0.12,4065132.250427246,1065132.250427246,5135,258,0.05024342745861733,0.009360402310501052,0.7325581395348837,0.18514542925464578
15,0.56,-0.02,0.05,0.15,4060212.300000001,1060212.3000000012,563,131,0.23268206039076378,0.016771219658539508,0.7786259541984732,0.1475438486831698
15,0.56,-0.02,0.05,0.12,4057418.8300000033,1057418.8300000033,569,134,0.23550087873462214,0.016676484587463538,0.7611940298507462,0.1269681798504024
25,0.62,-0.02,0.04,0.15,4057111.6489502005,1057111.6489502005,8766,300,0.034223134839151265,0.008770193045911796,0.8133333333333334,0.19329642135810196
15,0.58,0.0,0.05,0.12,4056261.0006103516,1056261.0006103516,350,90,0.2571428571428571,0.02449491456075117,0.8222222222222222,0.04631097061450515
25,0.62,-0.015,0.05,0.15,4054031.0236328132,1054031.0236328132,1475,214,0.14508474576271185,0.012739110363076683,0.7663551401869159,0.16156248056675843
25,0.58,-0.02,0.05,0.15,4052452.695733648,1052452.6957336478,5080,271,0.05334645669291339,0.010696774146758799,0.7638376383763837,0.17309507031210652
20,0.64,-0.005,0.04,0.15,4051365.738343506,1051365.7383435061,1167,220,0.18851756640959727,0.01215956801722154,0.8,0.1608666722636471
20,0.58,-0.01,0.06,0.12,4050382.340739749,1050382.340739749,375,85,0.22666666666666666,0.02661196497873252,0.7764705882352941,0.054358293078505385
20,0.56,0.0,0.04,0.12,4046114.0000000005,1046114.0000000005,11450,317,0.027685589519650656,0.007090701326940234,0.7570977917981072,0.16118258064282795
20,0.62,-0.02,0.05,0.15,4044233.6451171893,1044233.6451171893,481,108,0.22453222453222454,0.018795793731334807,0.7685185185185185,0.073629175518389
25,0.56,-0.015,0.06,0.12,4041108.2040203856,1041108.2040203856,1936,242,0.125,0.009104603580681792,0.6942148760330579,0.17523045186991523
25,0.58,-0.02,0.06,0.15,4040853.724882816,1040853.724882816,1127,169,0.14995563442768411,0.013662798016003007,0.7396449704142012,0.1130316579063995
25,0.62,-0.01,0.06,0.15,4039495.7556225597,1039495.7556225597,393,86,0.21882951653944022,0.026280131591024478,0.7906976744186046,0.07177375893871595
20,0.64,-0.005,0.05,0.15,4039188.012499999,1039188.0124999988,306,74,0.24183006535947713,0.03000935657329683,0.8648648648648649,0.05787673645957222
20,0.58,-0.015,0.05,0.15,4038786.0443008435,1038786.0443008435,1401,216,0.15417558886509636,0.011533219482435162,0.7407407407407407,0.18602751620251354
25,0.64,-0.005,0.05,0.1,4036384.599999998,1036384.5999999982,780,165,0.21153846153846154,0.01590553231939704,0.7575757575757576,0.09666558382079182
20,0.56,-0.005,0.06,0.15,4034025.0901171863,1034025.0901171863,577,131,0.2270363951473137,0.017457734578754255,0.732824427480916,0.15410836177345152
20,0.6,-0.005,0.04,0.15,4032350.4483435075,1032350.4483435075,4568,308,0.06742556917688267,0.00814033520526604,0.7792207792207793,0.2039022701167253
15,0.62,0.0,0.04,0.1,4031463.0,1031463.0,498,144,0.2891566265060241,0.012719171463967983,0.7777777777777778,0.07174214119080888
25,0.58,-0.005,0.05,0.1,4030810.310429383,1030810.3104293831,5159,271,0.05252955999224656,0.009002684179206353,0.7121771217712177,0.14853609614787866
15,0.62,-0.02,0.04,0.12,4030350.880000002,1030350.8800000022,536,134,0.25,0.015584435498524953,0.8134328358208955,0.09273563148992305
20,0.64,-0.005,0.05,0.12,4029804.8124999995,1029804.8124999995,308,74,0.24025974025974026,0.029801826300626964,0.8513513513513513,0.041457339781152014
20,0.56,-0.015,0.05,0.15,4029082.231800844,1029082.231800844,2514,264,0.10501193317422435,0.009116968241834167,0.7348484848484849,0.2244813066878661
20,0.62,-0.02,0.05,0.12,4028050.195117189,1028050.1951171891,487,112,0.2299794661190965,0.017923348127297678,0.7589285714285714,0.04541644623729644
20,0.58,-0.01,0.06,0.15,4026474.0607397486,1026474.0607397486,371,84,0.22641509433962265,0.026258713215469718,0.7857142857142857,0.06967843438238265
15,0.62,-0.01,0.04,0.12,4025558.120493167,1025558.1204931671,512,129,0.251953125,0.014851783776290586,0.7984496124031008,0.11781754209180702
15,0.56,0.0,0.05,0.08,4025199.0,1025199.0,532,156,0.2932330827067669,0.011007109355232894,0.6923076923076923,0.06325341893777141
20,0.62,-0.02,0.04,0.12,4023237.7723486386,1023237.7723486386,2460,297,0.12073170731707317,0.008707486223173164,0.7676767676767676,0.15829062016639045
20,0.58,-0.01,0.05,0.1,4022447.1704315203,1022447.1704315203,1393,247,0.1773151471643934,0.009342957605895413,0.7044534412955465,0.164327603357418
25,0.62,-0.02,0.05,0.15,4015655.0298828166,1015655.0298828166,1524,216,0.14173228346456693,0.01064463463510913,0.7638888888888888,0.17948299658403127
25,0.62,-0.015,0.05,0.12,4011938.223750002,1011938.2237500022,1462,225,0.1538987688098495,0.011590367187433854,0.7377777777777778,0.13349437132455
25,0.58,-0.01,0.05,0.12,4009789.7000091583,1009789.7000091583,5138,264,0.051381860646165824,0.008418230962341318,0.7196969696969697,0.2019537177098134
20,0.62,-0.005,0.04,0.12,4009697.655,1009697.6549999998,2315,302,0.1304535637149028,0.006347560388757164,0.7582781456953642,0.17496374802327633
25,0.62,-0.01,0.05,0.1,4007663.487500002,1007663.4875000021,1458,235,0.16117969821673525,0.007049444917022083,0.6851063829787234,0.16104974968581384
15,0.6,-0.005,0.04,0.15,4007565.2449999964,1007565.2449999964,819,203,0.24786324786324787,0.010599417311919027,0.7783251231527094,0.19558785300933598
20,0.56,-0.005,0.04,0.12,3999725.948343506,999725.9483435061,11481,325,0.028307638707429666,0.00732317814309785,0.76,0.18281667742670474
25,0.64,-0.005,0.06,0.12,3999535.8850000007,999535.8850000007,265,63,0.23773584905660378,0.033699622164566755,0.8095238095238095,0.03566482631666951
15,0.62,-0.015,0.04,0.12,3999141.890495604,999141.8904956039,523,129,0.24665391969407266,0.016236003622849937,0.813953488372093,0.08765065438888643
15,0.6,-0.005,0.04,0.1,3993408.4449999984,993408.4449999984,831,221,0.26594464500601683,0.009713534637450975,0.751131221719457,0.11814217443835924
20,0.64,0.0,0.04,0.12,3993316.600341797,993316.6003417969,1156,238,0.20588235294117646,0.008055653954177157,0.7773109243697479,0.1762329806071081
25,0.64,-0.005,0.04,0.1,3992793.633343508,992793.633343508,4655,330,0.07089151450053706,0.006415965083062633,0.7454545454545455,0.17764755308838867
25,0.62,-0.015,0.05,0.1,3988501.4062500005,988501.4062500005,1496,239,0.15975935828877005,0.008408593386306123,0.698744769874477,0.15824411916453698
25,0.6,-0.015,0.05,0.12,3984921.3779299944,984921.3779299944,2776,253,0.09113832853025937,0.008246861905306187,0.7233201581027668,0.15022676830253975
20,0.62,-0.015,0.05,0.1,3980877.095736694,980877.095736694,484,112,0.23140495867768596,0.01597916199769261,0.7410714285714286,0.07904796695289142
20,0.62,-0.005,0.04,0.08,3980733.633343507,980733.6333435071,2302,382,0.16594265855777585,0.005414387368082638,0.7041884816753927,0.12760761988458957
15,0.58,0.0,0.05,0.1,3977075.0006103516,977075.0006103516,352,91,0.2585227272727273,0.022716570686009466,0.8021978021978022,0.04206254045730188
25,0.62,0.0,0.04,0.15,3975357.600341797,975357.6003417969,8662,298,0.034403140152389745,0.007441435437711244,0.7919463087248322,0.20974293389020296
20,0.58,0.0,0.06,0.08,3974852.000732422,974852.0007324219,374,98,0.2620320855614973,0.02134371981078562,0.7040816326530612,0.044094106279168245
25,0.6,-0.005,0.06,0.12,3971438.059882811,971438.0598828108,638,131,0.20532915360501566,0.017066654491751883,0.732824427480916,0.14593041542010157
15,0.58,-0.005,0.04,0.15,3970662.3985778796,970662.3985778796,1519,259,0.17050691244239632,0.0062404805668511715,0.749034749034749,0.19719580955516097
25,0.6,-0.01,0.04,0.08,3968340.7200073316,968340.7200073316,12114,385,0.03178140993891365,0.00479959859424737,0.7012987012987013,0.1400908299872233
25,0.62,-0.015,0.04,0.1,3967026.736343995,967026.7363439952,8887,308,0.034657364689996625,0.006434217814957795,0.737012987012987,0.15257182322473928
25,0.64,0.0,0.06,0.12,3966137.0,966137.0,266,66,0.24812030075187969,0.03207333371343804,0.803030303030303,0.04526909713616485
25,0.62,0.0,0.04,0.12,3965690.600341797,965690.6003417969,8747,309,0.035326397622041844,0.007204369993388761,0.7702265372168284,0.19325743670295656
15,0.58,0.0,0.05,0.15,3965460.0006103516,965460.0006103516,344,88,0.2558139534883721,0.022301973144663315,0.8181818181818182,0.05452557554618799
20,0.58,-0.015,0.06,0.15,3965257.3007434085,965257.3007434085,373,87,0.23324396782841822,0.024579382948655134,0.7586206896551724,0.07259608462234761
15,0.64,-0.005,0.04,0.12,3965088.7504907204,965088.7504907204,339,87,0.25663716814159293,0.021493117423203246,0.8390804597701149,0.040885244050467354
25,0.64,-0.005,0.06,0.15,3958286.9250000003,958286.9250000003,263,62,0.23574144486692014,0.03289479209543276,0.8225806451612904,0.05677631531489223
15,0.56,0.0,0.04,0.12,3955848.5954589844,955848.5954589844,2717,340,0.12513801987486198,0.005143777088170454,0.7294117647058823,0.21530529231482406
15,0.58,-0.01,0.05,0.1,3952810.900616455,952810.9006164549,360,87,0.24166666666666667,0.02354691140092476,0.7931034482758621,0.0601313868258592
20,0.58,-0.02,0.05,0.15,3950496.4105529813,950496.4105529813,1447,211,0.14581893572909468,0.0085401721140734,0.7393364928909952,0.2019185834254038
25,0.62,-0.015,0.06,0.15,3948844.4606262203,948844.4606262203,394,88,0.2233502538071066,0.023785058766049735,0.75,0.061971031790631605
20,0.56,-0.01,0.06,0.15,3948248.5451171896,948248.5451171896,590,129,0.21864406779661016,0.016511517211319375,0.7286821705426356,0.16338729597003235
25,0.56,-0.01,0.06,0.12,3947555.424400639,947555.4244006388,1923,233,0.12116484659386376,0.008264335634432395,0.6866952789699571,0.16854814083192274
25,0.56,-0.01,0.04,0.08,3946859.6600073306,946859.6600073306,16217,377,0.023247209718196955,0.005064505124666039,0.7029177718832891,0.1400908299872233
20,0.6,-0.02,0.04,0.12,3944412.3526806696,944412.3526806696,4694,320,0.06817213463996591,0.006839324799099808,0.75625,0.19637013051059596
25,0.6,-0.01,0.05,0.15,3942410.0625091577,942410.0625091577,2741,233,0.08500547245530828,0.00861192122697162,0.7553648068669528,0.21591868199745548
25,0.62,0.0,0.06,0.08,3941288.000732422,941288.0007324219,400,102,0.255,0.019025560474248943,0.696078431372549,0.04625059996376899
20,0.56,0.0,0.05,0.12,3939517.010192871,939517.0101928711,2469,257,0.10409072498987444,0.007970018578654654,0.7159533073929961,0.20692476469621823
20,0.64,-0.005,0.05,0.1,3939386.162499998,939386.1624999982,311,76,0.24437299035369775,0.026101276770692572,0.8289473684210527,0.054703706670068
15,0.58,-0.01,0.05,0.12,3939355.2906164555,939355.2906164555,358,85,0.23743016759776536,0.023956438695751626,0.8,0.05729083501355451
15,0.62,0.0,0.04,0.08,3937896.0,937896.0,506,154,0.30434782608695654,0.010757472766300017,0.7402597402597403,0.03527738965043918
25,0.56,-0.015,0.05,0.1,3933545.3829299957,933545.3829299957,8821,289,0.03276272531459018,0.007265141223916465,0.7024221453287197,0.15275461953867728
15,0.58,-0.01,0.04,0.15,3933441.2514624065,933441.2514624065,1548,286,0.1847545219638243,0.006486975018896504,0.7622377622377622,0.16373147917103537
20,0.64,-0.02,0.04,0.12,3932204.3923486364,932204.3923486364,1272,221,0.17374213836477986,0.009118211308344991,0.7737556561085973,0.18227485908956803
15,0.56,-0.005,0.05,0.15,3929769.437499997,929769.4374999972,533,135,0.25328330206378985,0.015825979925703487,0.7777777777777778,0.17269970154045838
20,0.62,-0.015,0.04,0.15,3925433.2769641136,925433.2769641136,2400,277,0.11541666666666667,0.007597737309616644,0.7833935018050542,0.174060427746545
25,0.6,-0.005,0.05,0.08,3924558.329179386,924558.3291793861,2737,306,0.11180124223602485,0.006885897433216823,0.6568627450980392,0.15683324752071323
20,0.56,-0.02,0.04,0.12,3923104.778872077,923104.7788720769,11450,338,0.029519650655021833,0.006889323642045562,0.7544378698224852,0.15363458308082842
25,0.62,-0.01,0.06,0.1,3920330.500739749,920330.500739749,402,90,0.22388059701492538,0.022718892887323695,0.7555555555555555,0.07560148058621426
20,0.64,0.0,0.05,0.12,3913640.5,913640.5,299,75,0.2508361204013378,0.02393100616996451,0.8133333333333334,0.06450342783027609
25,0.6,-0.005,0.05,0.12,3913556.454179384,913556.4541793838,2641,269,0.10185535781900795,0.007792586303062987,0.7323420074349443,0.1334566718559151
15,0.64,-0.005,0.04,0.1,3912753.3804907184,912753.3804907184,342,89,0.260233918128655,0.019775048098634118,0.8202247191011236,0.04413119539771273
25,0.62,-0.005,0.05,0.12,3911371.7623828105,911371.7623828105,1466,213,0.14529331514324692,0.010191001298758263,0.7323943661971831,0.1722864272576918
