week,タイヤ・ゴム,損害保険,地方銀行,生命保険,非鉄金属,銀行,設備工事,ドラッグストア,電気ガス,ガス,空運業,ゴム製品,パルプ紙,大手銀行,家電・コンピュータ小売り,ガラス土石,電気・ガス業,水産農林,リース・消費者金融,ゴム,空運,非鉄金属・金属製品,不動産,鉱業,保険,大幅増額,石油石炭,小売,コンビニ・食品小売り,ガラス・土石製品,民生用エレクトロニクス,保険業,建設,増額,飲料,建設農業機械・産業車両,大幅減額,電子デバイス製造装置,証券先物,その他金融,総合スーパー,石油・石炭製品,不動産(住宅),不動産(非住宅),パッケージソフト,食品,建設関連製品・設備,前号並み,事務機器,水産・農林業,その他
43,50.0,0.0,50.90909090909091,0.0,66.66666666666666,11.11111111111111,45.16129032258064,16.666666666666664,0.0,14.285714285714285,0.0,0.0,25.0,0.0,11.11111111111111,44.44444444444444,0.0,50.0,8.333333333333332,0.0,0.0,20.833333333333336,5.88235294117647,50.0,0.0,0.0,0.0,3.389830508474576,8.0,50.0,0.0,33.33333333333333,34.48275862068966,3.3333333333333335,15.384615384615385,41.37931034482759,20.0,25.0,0.0,0.0,14.285714285714285,0.0,7.575757575757576,3.0303030303030303,4.838709677419355,5.982905982905983,6.976744186046512,9.090909090909092,9.090909090909092,0.0,12.386215864759428
44,0.0,0.0,36.36363636363637,0.0,55.55555555555556,22.22222222222222,77.41935483870968,0.0,25.0,14.285714285714285,0.0,20.0,25.0,0.0,0.0,22.22222222222222,0.0,0.0,8.333333333333332,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,3.389830508474576,8.0,25.0,0.0,33.33333333333333,20.689655172413794,13.333333333333334,0.0,17.24137931034483,0.0,33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333,4.545454545454546,3.0303030303030303,0.0,7.6923076923076925,9.30232558139535,0.0,0.0,0.0,7.217165149544863
45,50.0,50.0,56.36363636363636,0.0,11.11111111111111,22.22222222222222,32.25806451612903,16.666666666666664,100.0,28.57142857142857,0.0,0.0,0.0,0.0,0.0,22.22222222222222,33.33333333333333,50.0,8.333333333333332,0.0,0.0,8.333333333333332,5.88235294117647,50.0,0.0,0.0,0.0,3.389830508474576,0.0,50.0,0.0,0.0,34.48275862068966,10.0,15.384615384615385,6.896551724137931,0.0,19.444444444444446,0.0,0.0,0.0,33.33333333333333,9.090909090909092,6.0606060606060606,3.225806451612903,10.256410256410255,11.627906976744185,4.545454545454546,0.0,0.0,7.412223667100131
46,25.0,50.0,52.72727272727272,0.0,44.44444444444444,61.111111111111114,41.935483870967744,16.666666666666664,100.0,28.57142857142857,0.0,60.0,0.0,0.0,0.0,22.22222222222222,0.0,50.0,8.333333333333332,0.0,0.0,12.5,23.52941176470588,50.0,0.0,0.0,0.0,6.779661016949152,8.0,25.0,0.0,0.0,31.03448275862069,16.666666666666664,15.384615384615385,10.344827586206897,0.0,13.88888888888889,33.33333333333333,0.0,0.0,33.33333333333333,15.151515151515152,12.121212121212121,4.838709677419355,8.547008547008547,6.976744186046512,4.545454545454546,9.090909090909092,0.0,11.215864759427827
47,0.0,50.0,49.09090909090909,0.0,0.0,38.88888888888889,12.903225806451612,33.33333333333333,75.0,28.57142857142857,0.0,0.0,0.0,25.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,16.666666666666664,23.52941176470588,50.0,14.285714285714285,0.0,0.0,5.084745762711865,8.0,0.0,0.0,33.33333333333333,24.137931034482758,6.666666666666667,15.384615384615385,6.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,15.151515151515152,3.225806451612903,7.6923076923076925,2.3255813953488373,0.0,9.090909090909092,0.0,6.729518855656696
48,50.0,50.0,89.0909090909091,50.0,33.33333333333333,83.33333333333334,35.483870967741936,16.666666666666664,75.0,42.857142857142854,0.0,60.0,0.0,50.0,0.0,22.22222222222222,0.0,50.0,16.666666666666664,0.0,0.0,16.666666666666664,23.52941176470588,50.0,14.285714285714285,0.0,0.0,8.47457627118644,12.0,25.0,0.0,0.0,34.48275862068966,20.0,30.76923076923077,17.24137931034483,20.0,11.11111111111111,33.33333333333333,20.0,0.0,0.0,12.121212121212121,18.181818181818183,4.838709677419355,14.529914529914532,13.953488372093023,4.545454545454546,18.181818181818183,0.0,12.711313394018205
49,25.0,0.0,29.09090909090909,50.0,44.44444444444444,33.33333333333333,12.903225806451612,0.0,0.0,0.0,0.0,60.0,50.0,25.0,11.11111111111111,22.22222222222222,0.0,0.0,16.666666666666664,0.0,0.0,4.166666666666666,5.88235294117647,0.0,14.285714285714285,0.0,0.0,5.084745762711865,0.0,0.0,0.0,0.0,3.4482758620689653,6.666666666666667,7.6923076923076925,13.793103448275861,0.0,11.11111111111111,33.33333333333333,20.0,0.0,33.33333333333333,3.0303030303030303,9.090909090909092,3.225806451612903,4.273504273504273,2.3255813953488373,0.0,9.090909090909092,0.0,7.672301690507152
50,50.0,100.0,65.45454545454545,50.0,55.55555555555556,61.111111111111114,38.70967741935484,0.0,0.0,0.0,0.0,40.0,75.0,50.0,11.11111111111111,22.22222222222222,0.0,0.0,33.33333333333333,0.0,0.0,20.833333333333336,17.647058823529413,0.0,42.857142857142854,0.0,100.0,6.779661016949152,4.0,25.0,0.0,0.0,31.03448275862069,10.0,7.6923076923076925,10.344827586206897,0.0,19.444444444444446,33.33333333333333,0.0,14.285714285714285,33.33333333333333,4.545454545454546,6.0606060606060606,4.838709677419355,8.547008547008547,2.3255813953488373,4.545454545454546,9.090909090909092,0.0,10.338101430429129
51,50.0,100.0,61.81818181818181,50.0,44.44444444444444,50.0,32.25806451612903,0.0,0.0,14.285714285714285,0.0,0.0,50.0,25.0,22.22222222222222,0.0,0.0,0.0,41.66666666666667,0.0,0.0,16.666666666666664,5.88235294117647,0.0,28.57142857142857,0.0,0.0,6.779661016949152,4.0,25.0,0.0,0.0,24.137931034482758,20.0,7.6923076923076925,13.793103448275861,0.0,5.555555555555555,0.0,0.0,0.0,0.0,9.090909090909092,6.0606060606060606,3.225806451612903,10.256410256410255,9.30232558139535,9.090909090909092,9.090909090909092,0.0,10.370611183355006
52,0.0,100.0,56.36363636363636,0.0,44.44444444444444,33.33333333333333,45.16129032258064,16.666666666666664,0.0,42.857142857142854,0.0,20.0,50.0,50.0,22.22222222222222,11.11111111111111,0.0,0.0,41.66666666666667,0.0,0.0,25.0,5.88235294117647,0.0,14.285714285714285,0.0,100.0,8.47457627118644,8.0,25.0,0.0,33.33333333333333,37.93103448275862,33.33333333333333,15.384615384615385,17.24137931034483,20.0,25.0,33.33333333333333,0.0,0.0,33.33333333333333,13.636363636363635,15.151515151515152,6.451612903225806,13.675213675213676,18.6046511627907,9.090909090909092,27.27272727272727,0.0,12.613784135240572
