threshold,limit,take_profit,stop_loss,final_capital,profit,orders,fills,fill_rate
0.65,-0.02,0.05,0.2,2846975.600000001,-153024.39999999898,287,73,0.25435540069686413
0.55,0.0,0.03,0.2,2844095.7002563477,-155904.29974365234,24823,216,0.008701607380252186
0.65,-0.01,0.05,0.08,2832540.1850000024,-167459.81499999762,287,78,0.27177700348432055
0.6,0.0,0.05,0.2,2830305.0,-169695.0,985,140,0.14213197969543148
0.6,0.0,0.03,0.2,2824679.2002563477,-175320.79974365234,18720,211,0.011271367521367521
0.55,-0.01,0.05,0.16,2824673.5204315195,-175326.4795684805,4180,177,0.042344497607655504
0.6,0.0,0.05,0.16,2801920.0,-198080.0,985,140,0.14213197969543148
0.55,-0.03,0.07,0.08,2758911.5950000025,-241088.40499999747,359,99,0.2757660167130919
0.65,-0.02,0.05,0.12,2745129.160000001,-254870.83999999892,287,78,0.27177700348432055
0.55,-0.02,0.07,0.12,2722450.3000000007,-277549.69999999925,359,78,0.21727019498607242
0.55,-0.02,0.07,0.16,2721535.1000000015,-278464.8999999985,359,75,0.20891364902506965
0.65,-0.03,0.05,0.2,2718119.8500000006,-281880.14999999944,287,70,0.24390243902439024
0.7,0.0,0.03,0.08,2711451.2002563477,-288548.79974365234,1795,235,0.1309192200557103
0.65,-0.02,0.05,0.16,2692596.4000000013,-307403.5999999987,287,75,0.2613240418118467
0.7,0.0,0.03,0.2,2678600.2002563477,-321399.79974365234,1795,178,0.09916434540389972
0.65,-0.02,0.05,0.08,2647283.2300000004,-352716.76999999955,287,85,0.2961672473867596
0.7,-0.01,0.03,0.12,2645331.527258912,-354668.4727410879,1795,193,0.1075208913649025
0.7,0.0,0.03,0.16,2615141.2002563477,-384858.79974365234,1795,179,0.09972144846796657
0.7,-0.01,0.03,0.2,2609737.497258912,-390262.50274108816,1795,169,0.09415041782729805
0.55,-0.03,0.07,0.16,2579947.750000001,-420052.24999999907,359,74,0.20612813370473537
0.6,-0.01,0.05,0.08,2562668.540000003,-437331.45999999717,985,162,0.16446700507614212
0.55,-0.01,0.03,0.2,2559553.9672589116,-440446.0327410884,24823,182,0.007331909922249527
0.6,-0.01,0.03,0.2,2559553.9672589116,-440446.0327410884,18720,182,0.009722222222222222
0.65,-0.03,0.05,0.08,2554756.290000003,-445243.70999999717,287,88,0.30662020905923343
0.65,0.0,0.03,0.16,2537812.2002563477,-462187.79974365234,9347,199,0.02129025355729111
0.55,-0.03,0.07,0.12,2528484.530000002,-471515.4699999979,359,85,0.23676880222841226
0.65,-0.03,0.05,0.16,2511100.850000001,-488899.149999999,287,72,0.2508710801393728
0.7,-0.01,0.03,0.16,2475185.1022589123,-524814.8977410877,1795,174,0.09693593314763231
0.65,0.0,0.03,0.2,2466810.2002563477,-533189.7997436523,9347,198,0.02118326735851075
0.65,0.0,0.03,0.12,2464441.2002563477,-535558.7997436523,9347,200,0.021397239756071468
0.7,-0.02,0.03,0.2,2462657.744261477,-537342.2557385229,1795,167,0.09303621169916435
0.7,-0.02,0.03,0.16,2458240.184261476,-541759.8157385238,1795,164,0.09136490250696379
0.6,-0.01,0.05,0.12,2445632.1700000023,-554367.8299999977,985,139,0.14111675126903553
0.65,0.0,0.03,0.08,2445379.7002563477,-554620.2997436523,9347,247,0.02642559109874826
0.6,-0.02,0.05,0.2,2445114.2000000016,-554885.7999999984,985,133,0.1350253807106599
0.6,-0.01,0.05,0.2,2434549.7000000016,-565450.2999999984,985,134,0.13604060913705585
0.55,0.0,0.03,0.08,2434244.7002563477,-565755.2997436523,24823,257,0.01035330137372598
0.65,-0.03,0.05,0.12,2417342.325000001,-582657.6749999989,287,77,0.2682926829268293
0.7,0.0,0.03,0.12,2415562.7002563477,-584437.2997436523,1795,176,0.09805013927576602
0.6,0.0,0.03,0.08,2408992.200256348,-591007.7997436519,18720,253,0.013514957264957266
0.65,-0.02,0.03,0.2,2398066.054261476,-601933.9457385242,9347,177,0.018936557184123248
0.6,-0.02,0.05,0.16,2368411.620000002,-631588.379999998,985,129,0.13096446700507614
0.65,-0.01,0.03,0.2,2363445.7522589117,-636554.2477410883,9347,177,0.018936557184123248
0.55,-0.01,0.05,0.2,2356065.04543152,-643934.9545684801,4180,161,0.038516746411483255
0.6,-0.02,0.05,0.12,2355394.640000002,-644605.359999998,985,145,0.14720812182741116
0.55,-0.01,0.03,0.12,2354580.4172589127,-645419.5827410873,24823,207,0.008339040406075011
0.6,-0.01,0.03,0.12,2354580.4172589127,-645419.5827410873,18720,207,0.011057692307692308
0.7,-0.02,0.03,0.12,2341970.2142614764,-658029.7857385236,1795,169,0.09415041782729805
0.55,0.0,0.03,0.16,2338425.2002563477,-661574.7997436523,24823,186,0.0074930507996616045
0.55,0.0,0.03,0.12,2336772.2002563477,-663227.7997436523,24823,190,0.007654191677073681
0.65,-0.01,0.03,0.16,2327575.4222589126,-672424.5777410874,9347,188,0.020113405370707178
0.65,-0.01,0.03,0.08,2308255.3022589125,-691744.6977410875,9347,226,0.024178880924360758
0.6,-0.02,0.05,0.08,2293140.610000002,-706859.3899999978,985,171,0.1736040609137056
0.65,-0.01,0.03,0.12,2286289.232258913,-713710.7677410869,9347,185,0.019792446774366108
0.55,-0.02,0.05,0.16,2283106.360435793,-716893.6395642068,4180,165,0.039473684210526314
0.55,-0.01,0.03,0.16,2281409.4672589116,-718590.5327410884,24823,182,0.007331909922249527
0.6,-0.01,0.03,0.16,2281409.4672589116,-718590.5327410884,18720,182,0.009722222222222222
0.6,0.0,0.03,0.16,2279178.7002563477,-720821.2997436523,18720,180,0.009615384615384616
0.6,-0.03,0.05,0.2,2253629.200000002,-746370.799999998,985,116,0.11776649746192894
0.6,0.0,0.03,0.12,2250812.2002563477,-749187.7997436523,18720,184,0.009829059829059829
0.55,-0.01,0.05,0.12,2250556.4154315195,-749443.5845684805,4180,175,0.041866028708133975
0.7,-0.03,0.03,0.2,2244525.6262640394,-755474.3737359606,1795,136,0.07576601671309192
0.55,-0.02,0.03,0.2,2240493.414261476,-759506.5857385239,24823,175,0.007049913386778391
0.6,-0.02,0.03,0.2,2240493.414261476,-759506.5857385239,18720,175,0.009348290598290598
0.55,-0.01,0.05,0.08,2235354.340431521,-764645.6595684788,4180,209,0.05
0.55,-0.02,0.05,0.12,2207530.710435794,-792469.2895642058,4180,170,0.04066985645933014
0.7,-0.01,0.03,0.08,2205086.622258914,-794913.3777410858,1795,211,0.11754874651810585
0.55,-0.03,0.05,0.16,2201825.4250000007,-798174.5749999993,4180,148,0.0354066985645933
0.55,-0.02,0.05,0.2,2191142.1904357933,-808857.8095642067,4180,144,0.03444976076555024
0.7,-0.02,0.03,0.08,2187228.3442614777,-812771.6557385223,1795,219,0.12200557103064066
0.55,-0.02,0.03,0.08,2166351.984261478,-833648.0157385222,24823,234,0.009426741328606535
0.55,-0.02,0.05,0.08,2100678.420435796,-899321.579564204,4180,206,0.049282296650717705
0.55,-0.03,0.05,0.2,2099598.625000002,-900401.3749999981,4180,133,0.031818181818181815
0.6,-0.03,0.05,0.12,2065177.4200000025,-934822.5799999975,985,124,0.12588832487309645
0.7,-0.03,0.03,0.16,2064476.3063812268,-935523.6936187732,1795,139,0.07743732590529248
0.55,-0.01,0.03,0.08,2048890.5022589136,-951109.4977410864,24823,227,0.0091447447931354
0.55,-0.02,0.03,0.12,2021553.3942614764,-978446.6057385236,24823,177,0.00713048382548443
0.6,-0.02,0.03,0.12,2021553.3942614764,-978446.6057385236,18720,177,0.009455128205128204
0.65,-0.02,0.03,0.12,2021553.3942614764,-978446.6057385236,9347,177,0.018936557184123248
0.6,-0.02,0.03,0.16,2018784.2942614756,-981215.7057385244,18720,170,0.009081196581196582
0.65,-0.02,0.03,0.16,1993051.0493786633,-1006948.9506213367,9347,161,0.01722477800363753
0.6,-0.03,0.05,0.08,1992358.985000003,-1007641.0149999971,985,162,0.16446700507614212
0.55,-0.02,0.03,0.16,1987174.3942614752,-1012825.6057385248,24823,164,0.006606775973895178
0.6,-0.01,0.03,0.08,1965384.3222589137,-1034615.6777410863,18720,228,0.01217948717948718
0.7,-0.03,0.03,0.12,1948104.8112640395,-1051895.1887359605,1795,152,0.08467966573816156
0.6,-0.02,0.03,0.08,1932751.6542614782,-1067248.3457385218,18720,237,0.01266025641025641
0.65,-0.02,0.03,0.08,1907085.5142614774,-1092914.4857385226,9347,219,0.023429977532898254
0.55,-0.03,0.05,0.12,1855111.7850000018,-1144888.2149999982,4180,147,0.035167464114832535
0.55,-0.03,0.03,0.2,1853008.5162640393,-1146991.4837359607,24823,155,0.006244208999718003
0.6,-0.03,0.03,0.2,1853008.5162640393,-1146991.4837359607,18720,155,0.00827991452991453
0.65,-0.03,0.03,0.16,1833946.9062640392,-1166053.0937359608,9347,143,0.015299026425591099
0.6,-0.03,0.05,0.16,1790567.0151171891,-1209432.9848828109,985,121,0.12284263959390863
0.55,-0.03,0.05,0.08,1774445.3300000036,-1225554.6699999964,4180,194,0.046411483253588515
0.55,-0.03,0.03,0.16,1726447.5912640397,-1273552.4087359603,24823,140,0.005639930709422713
0.65,-0.03,0.03,0.12,1682475.4912640392,-1317524.5087359608,9347,162,0.017331764202417888
0.65,-0.03,0.03,0.2,1665095.9614984144,-1334904.0385015856,9347,129,0.013801219642666096
0.6,-0.03,0.03,0.12,1661887.021264039,-1338112.978735961,18720,158,0.00844017094017094
0.7,-0.03,0.03,0.08,1625504.5562640403,-1374495.4437359597,1795,176,0.09805013927576602
0.55,-0.03,0.03,0.12,1611031.1562640392,-1388968.8437359608,24823,154,0.0062039237803649845
0.6,-0.03,0.03,0.16,1496198.0713812262,-1503801.9286187738,18720,132,0.007051282051282051
0.65,-0.03,0.03,0.08,1391914.9562640404,-1608085.0437359596,9347,181,0.019364501979244678
0.55,-0.03,0.03,0.08,1390495.076264041,-1609504.923735959,24823,179,0.007211054264190469
0.6,-0.03,0.03,0.08,1390495.076264041,-1609504.923735959,18720,179,0.009561965811965813
