horizon,threshold,limit,take_profit,stop_loss,final_capital,profit,orders,fills,fill_rate
30,0.7,-0.02,0.03,0.2,2245944.0742614754,-754055.9257385246,13624,138,0.010129183793305931
20,0.7,-0.03,0.03,0.2,2245227.3862640397,-754772.6137359603,1964,132,0.06720977596741344
20,0.55,-0.01,0.03,0.12,2245121.132258913,-754878.867741087,24684,183,0.007413709285367039
20,0.6,-0.01,0.03,0.12,2245121.132258913,-754878.867741087,18403,183,0.009944030864532957
30,0.6,-0.03,0.07,0.08,2242940.2250000034,-757059.7749999966,678,136,0.20058997050147492
15,0.55,0.0,0.03,0.12,2241711.7002563477,-758288.2997436523,16438,215,0.013079450054751186
20,0.55,-0.02,0.05,0.2,2233204.690435793,-766795.3095642072,4780,148,0.03096234309623431
20,0.6,-0.03,0.05,0.2,2227652.315234377,-772347.684765623,1097,126,0.11485870556061988
10,0.55,0.0,0.03,0.08,2220023.2002563477,-779976.7997436523,4691,288,0.06139415902792582
15,0.55,0.0,0.03,0.2,2218619.7002563477,-781380.2997436523,16438,206,0.01253193819199416
30,0.7,-0.03,0.05,0.12,2201426.155000001,-798573.8449999988,471,83,0.1762208067940552
20,0.65,-0.01,0.03,0.16,2195825.9172589127,-804174.0827410873,10190,180,0.017664376840039256
20,0.55,-0.02,0.03,0.16,2193116.4293786637,-806883.5706213363,24684,190,0.007697293793550478
20,0.6,-0.02,0.03,0.16,2193116.4293786637,-806883.5706213363,18403,190,0.01032440362984296
20,0.55,-0.02,0.05,0.16,2192139.8904357925,-807860.1095642075,4780,149,0.03117154811715481
15,0.6,0.0,0.03,0.2,2185926.7002563477,-814073.2997436523,9677,200,0.02066756226103131
15,0.55,-0.02,0.03,0.16,2177232.4242614764,-822767.5757385236,16438,205,0.012471103540576713
15,0.55,-0.03,0.05,0.16,2169327.7700000005,-830672.2299999995,941,132,0.14027630180658873
20,0.6,-0.02,0.03,0.12,2163220.494261477,-836779.5057385229,18403,185,0.010052708797478672
20,0.6,-0.02,0.05,0.12,2162231.0600000015,-837768.9399999985,1097,149,0.1358249772105743
20,0.6,-0.02,0.05,0.16,2159638.120000002,-840361.879999998,1097,139,0.1267092069279854
30,0.65,-0.03,0.05,0.16,2158692.5050000004,-841307.4949999996,2164,110,0.05083179297597042
15,0.55,-0.02,0.05,0.16,2157658.020000001,-842341.979999999,941,141,0.14984059511158343
20,0.55,-0.01,0.03,0.08,2155391.607258914,-844608.392741086,24684,225,0.009115216334467671
20,0.6,-0.01,0.03,0.08,2155391.607258914,-844608.392741086,18403,225,0.01222626745639298
15,0.55,-0.02,0.05,0.12,2151510.360000002,-848489.6399999978,941,153,0.16259298618490967
30,0.55,-0.02,0.07,0.08,2151182.820000003,-848817.1799999969,2798,163,0.05825589706933524
15,0.65,-0.02,0.03,0.12,2149351.444261477,-850648.5557385231,2223,207,0.0931174089068826
30,0.55,-0.02,0.03,0.12,2147972.464261475,-852027.535738525,25194,164,0.006509486385647376
30,0.6,-0.02,0.03,0.12,2147972.464261475,-852027.535738525,25191,164,0.006510261601365567
30,0.65,-0.02,0.03,0.12,2147972.464261475,-852027.535738525,23746,164,0.006906426345489766
30,0.7,-0.02,0.03,0.12,2147972.464261475,-852027.535738525,13624,164,0.012037580739870817
15,0.65,-0.02,0.03,0.2,2142520.874261476,-857479.1257385239,2223,180,0.08097165991902834
20,0.7,-0.03,0.03,0.16,2139954.636264039,-860045.3637359608,1964,146,0.07433808553971487
30,0.55,-0.03,0.05,0.16,2121544.540000001,-878455.459999999,16271,123,0.007559461618831049
15,0.6,-0.01,0.03,0.16,2114730.3473760993,-885269.6526239007,9677,186,0.01922083290275912
30,0.65,-0.02,0.05,0.08,2109687.5504357954,-890312.4495642046,2164,171,0.07902033271719039
15,0.55,-0.02,0.05,0.2,2103403.400000002,-896596.5999999982,941,137,0.14558979808714134
15,0.65,-0.02,0.03,0.16,2097289.1542614754,-902710.8457385246,2223,185,0.0832208726945569
20,0.7,-0.02,0.03,0.08,2089459.594261478,-910540.4057385221,1964,215,0.1094704684317719
30,0.7,0.0,0.03,0.12,2081987.2002563477,-918012.7997436523,13624,176,0.012918379330593071
30,0.6,-0.03,0.05,0.16,2080344.8000000005,-919655.1999999995,9798,120,0.01224739742804654
20,0.55,-0.01,0.05,0.12,2078201.0004315204,-921798.9995684796,4780,164,0.03430962343096234
15,0.6,-0.01,0.03,0.12,2072781.7472589118,-927218.2527410882,9677,192,0.01984085977059006
20,0.65,-0.01,0.03,0.12,2070842.3172589133,-929157.6827410867,10190,190,0.018645731108930325
15,0.55,-0.01,0.03,0.16,2064931.7722589117,-935068.2277410883,16438,189,0.011497749117897554
30,0.55,-0.02,0.05,0.08,2063455.3204357945,-936544.6795642055,16271,181,0.011124085796816422
15,0.65,-0.01,0.03,0.16,2062572.4872589114,-937427.5127410886,2223,167,0.07512370670265407
15,0.65,-0.01,0.03,0.12,2059768.1372589124,-940231.8627410876,2223,179,0.08052181736392262
15,0.6,-0.01,0.03,0.08,2058244.9172589136,-941755.0827410864,9677,217,0.022424305053218973
20,0.6,-0.02,0.03,0.08,2056185.1842614776,-943814.8157385224,18403,217,0.011791555724610117
10,0.6,-0.01,0.03,0.08,2055456.897258914,-944543.1027410859,1059,231,0.21813031161473087
30,0.6,-0.03,0.05,0.12,2054269.9700000018,-945730.0299999982,9798,130,0.013268013880383752
20,0.65,-0.02,0.03,0.16,2043010.2542614755,-956989.7457385245,10190,182,0.01786064769381747
15,0.55,-0.01,0.03,0.2,2038660.0972589122,-961339.9027410878,16438,179,0.010889402603723081
20,0.65,-0.01,0.03,0.08,2038484.2822589132,-961515.7177410868,10190,229,0.022473012757605496
15,0.55,-0.01,0.03,0.12,2033878.3622589118,-966121.6377410882,16438,193,0.011741087723567344
15,0.6,-0.02,0.03,0.2,2029591.5893786636,-970408.4106213364,9677,174,0.01798077916709724
10,0.6,0.0,0.03,0.16,2024219.2002563477,-975780.7997436523,1059,184,0.17374881964117092
15,0.6,-0.01,0.03,0.2,2022082.392258912,-977917.6077410879,9677,169,0.01746409011057146
30,0.6,-0.02,0.05,0.08,2018798.7904357954,-981201.2095642046,9798,187,0.01908552765870586
20,0.65,-0.03,0.03,0.2,2018754.5562640398,-981245.4437359602,10190,139,0.013640824337585868
15,0.55,-0.02,0.05,0.08,2015905.3600000022,-984094.6399999978,941,184,0.19553666312433582
10,0.55,0.0,0.03,0.12,2003210.2002563477,-996789.7997436523,4691,246,0.05244084416968663
15,0.65,-0.02,0.03,0.08,1999404.2142614785,-1000595.7857385215,2223,221,0.09941520467836257
15,0.6,-0.02,0.03,0.16,1998875.8642614754,-1001124.1357385246,9677,187,0.019324170714064275
15,0.55,-0.01,0.03,0.08,1985149.842258914,-1014850.1577410861,16438,236,0.01435697773451758
15,0.65,-0.01,0.03,0.08,1974651.5922589134,-1025348.4077410866,2223,214,0.09626630679262259
30,0.55,-0.03,0.03,0.16,1973266.686264039,-1026733.313735961,25194,127,0.005040882749861078
30,0.6,-0.03,0.03,0.16,1973266.686264039,-1026733.313735961,25191,127,0.005041483069350165
30,0.65,-0.03,0.03,0.16,1973266.686264039,-1026733.313735961,23746,127,0.005348269182178051
15,0.55,-0.02,0.03,0.12,1963484.7542614765,-1036515.2457385235,16438,199,0.012106095632072027
20,0.65,-0.02,0.03,0.08,1947833.204261478,-1052166.795738522,10190,220,0.021589793915603533
15,0.65,-0.01,0.03,0.2,1944027.2272589123,-1055972.7727410877,2223,154,0.0692757534862798
20,0.55,-0.03,0.05,0.2,1943238.0250000018,-1056761.9749999982,4780,128,0.026778242677824266
10,0.6,0.0,0.03,0.2,1937624.2002563477,-1062375.7997436523,1059,177,0.1671388101983003
15,0.6,-0.02,0.03,0.12,1937317.4842614771,-1062682.5157385229,9677,199,0.020564224449726155
20,0.6,-0.03,0.05,0.12,1912079.5100000016,-1087920.4899999984,1097,130,0.11850501367365543
10,0.6,-0.01,0.03,0.12,1910482.737258913,-1089517.262741087,1059,192,0.1813031161473088
10,0.6,-0.01,0.03,0.16,1899052.3572589122,-1100947.6427410878,1059,187,0.17658168083097261
20,0.65,-0.03,0.03,0.16,1893650.286381227,-1106349.713618773,10190,147,0.014425907752698724
30,0.55,-0.02,0.05,0.12,1891730.9104357935,-1108269.0895642065,16271,150,0.009218855632720792
30,0.6,-0.02,0.05,0.12,1891730.9104357935,-1108269.0895642065,9798,150,0.015309246785058175
30,0.55,-0.02,0.03,0.16,1887958.4642614757,-1112041.5357385243,25194,157,0.0062316424545526715
30,0.6,-0.02,0.03,0.16,1887958.4642614757,-1112041.5357385243,25191,157,0.006232384581795086
30,0.65,-0.02,0.03,0.16,1887958.4642614757,-1112041.5357385243,23746,157,0.006611639855133496
20,0.55,-0.02,0.03,0.08,1878656.5342614779,-1121343.4657385221,24684,223,0.009034192189272403
30,0.55,-0.02,0.03,0.08,1878166.4142614768,-1121833.5857385232,25194,208,0.008255933952528379
30,0.6,-0.02,0.03,0.08,1878166.4142614768,-1121833.5857385232,25191,208,0.008256917152951451
30,0.65,-0.02,0.03,0.08,1878166.4142614768,-1121833.5857385232,23746,208,0.008759369999157753
15,0.55,-0.02,0.03,0.2,1877115.3142614767,-1122884.6857385233,16438,175,0.010646063998053292
20,0.55,-0.03,0.03,0.2,1876965.996264039,-1123034.003735961,24684,145,0.005874250526656944
20,0.6,-0.03,0.03,0.2,1876965.996264039,-1123034.003735961,18403,145,0.007879150138564365
10,0.55,0.0,0.03,0.2,1865874.7002563477,-1134125.2997436523,4691,230,0.04903005755702409
20,0.6,-0.03,0.05,0.08,1850730.9550000038,-1149269.0449999962,1097,165,0.1504102096627165
15,0.55,-0.03,0.05,0.2,1846629.9500000018,-1153370.0499999982,941,114,0.12114771519659936
15,0.55,-0.02,0.03,0.08,1834002.5742614777,-1165997.4257385223,16438,218,0.013261954009003528
15,0.6,-0.02,0.03,0.08,1834002.5742614777,-1165997.4257385223,9677,218,0.02252764286452413
20,0.65,-0.03,0.03,0.12,1832442.66626404,-1167557.33373596,10190,152,0.01491658488714426
30,0.55,-0.03,0.05,0.12,1815675.8050000013,-1184324.1949999987,16271,127,0.007805297769036937
30,0.55,-0.03,0.03,0.12,1813523.9012640389,-1186476.0987359611,25194,140,0.005556878621894102
30,0.6,-0.03,0.03,0.12,1813523.9012640389,-1186476.0987359611,25191,140,0.00555754039140963
30,0.65,-0.03,0.03,0.12,1813523.9012640389,-1186476.0987359611,23746,140,0.0058957298071254105
30,0.7,-0.03,0.03,0.12,1813523.9012640389,-1186476.0987359611,13624,140,0.010275983558426306
30,0.7,-0.02,0.03,0.16,1801283.0642614753,-1198716.9357385247,13624,147,0.010789782736347621
10,0.6,-0.01,0.03,0.2,1785145.867258912,-1214854.132741088,1059,178,0.1680830972615675
30,0.7,-0.02,0.03,0.08,1783317.584261477,-1216682.415738523,13624,206,0.015120375807398709
30,0.65,-0.03,0.05,0.12,1781098.5150000018,-1218901.4849999982,2164,117,0.05406654343807763
20,0.55,-0.03,0.03,0.12,1773782.4212640394,-1226217.5787359606,24684,147,0.005955274671852212
20,0.6,-0.03,0.03,0.12,1773782.4212640394,-1226217.5787359606,18403,147,0.00798782807151008
15,0.6,-0.03,0.03,0.2,1769456.4862640398,-1230543.5137359602,9677,155,0.016017360752299266
20,0.55,-0.03,0.05,0.16,1767637.3550000007,-1232362.6449999993,4780,137,0.028661087866108787
10,0.6,-0.02,0.03,0.08,1762258.7242614764,-1237741.2757385236,1059,225,0.21246458923512748
20,0.55,-0.03,0.05,0.12,1759690.3750000019,-1240309.6249999981,4780,153,0.03200836820083682
10,0.55,-0.01,0.03,0.12,1757314.0472589112,-1242685.9527410888,4691,230,0.04903005755702409
10,0.55,-0.01,0.03,0.2,1749243.3772589122,-1250756.6227410878,4691,220,0.04689831592411
30,0.7,-0.03,0.03,0.08,1736334.3160125755,-1263665.6839874245,13624,185,0.013578978273634763
20,0.55,-0.03,0.05,0.08,1731811.6950000026,-1268188.3049999974,4780,182,0.03807531380753138
15,0.55,-0.03,0.05,0.12,1729720.510000002,-1270279.489999998,941,137,0.14558979808714134
10,0.6,-0.02,0.03,0.12,1727309.0942614763,-1272690.9057385237,1059,205,0.1935788479697828
15,0.65,-0.03,0.03,0.2,1721823.5962640392,-1278176.4037359608,2223,142,0.06387764282501125
20,0.55,-0.03,0.03,0.16,1711583.9863812267,-1288416.0136187733,24684,147,0.005955274671852212
10,0.6,-0.02,0.03,0.16,1688304.8342614747,-1311695.1657385253,1059,184,0.17374881964117092
20,0.7,-0.03,0.03,0.12,1684023.2562640407,-1315976.7437359593,1964,151,0.07688391038696538
10,0.6,-0.02,0.03,0.2,1683169.654261476,-1316830.345738524,1059,186,0.17563739376770537
15,0.65,-0.03,0.03,0.16,1667161.4562640397,-1332838.5437359603,2223,153,0.06882591093117409
30,0.55,-0.03,0.05,0.08,1652501.9850000036,-1347498.0149999964,16271,184,0.011308462909470837
20,0.6,-0.03,0.03,0.16,1645627.6963812266,-1354372.3036187734,18403,147,0.00798782807151008
30,0.7,-0.03,0.03,0.16,1645448.3762640387,-1354551.6237359613,13624,114,0.00836758661186142
30,0.55,-0.03,0.03,0.08,1625219.6260125753,-1374780.3739874247,25194,187,0.007422402159244264
30,0.6,-0.03,0.03,0.08,1625219.6260125753,-1374780.3739874247,25191,187,0.007423286094240007
30,0.65,-0.03,0.03,0.08,1625219.6260125753,-1374780.3739874247,23746,187,0.00787501052808894
20,0.6,-0.03,0.05,0.16,1619706.7051171882,-1380293.2948828118,1097,129,0.11759343664539654
30,0.6,-0.03,0.05,0.08,1614351.7000000037,-1385648.2999999963,9798,178,0.01816697285160237
20,0.7,-0.03,0.03,0.08,1612843.3612640405,-1387156.6387359595,1964,187,0.09521384928716904
15,0.6,-0.03,0.03,0.12,1612703.3762640394,-1387296.6237359606,9677,169,0.01746409011057146
15,0.55,-0.03,0.05,0.08,1604488.0250000018,-1395511.9749999982,941,156,0.16578108395324123
20,0.65,-0.03,0.03,0.08,1601565.9612640408,-1398434.0387359592,10190,194,0.01903827281648675
15,0.6,-0.03,0.03,0.16,1576810.8462640382,-1423189.1537359618,9677,164,0.016947401054045675
15,0.65,-0.03,0.03,0.08,1576427.7362640414,-1423572.2637359586,2223,205,0.09221772379667116
15,0.55,-0.03,0.03,0.08,1564021.5513812287,-1435978.4486187713,16438,223,0.013566127266090765
10,0.55,-0.01,0.03,0.08,1554681.9422589135,-1445318.0577410865,4691,246,0.05244084416968663
10,0.55,-0.01,0.03,0.16,1548538.437258912,-1451461.562741088,4691,206,0.04391387763803027
15,0.6,-0.03,0.03,0.08,1540978.8762640413,-1459021.1237359587,9677,215,0.02221762943060866
15,0.55,-0.03,0.03,0.16,1537225.8062640391,-1462774.1937359609,16438,156,0.009490205621121791
10,0.55,0.0,0.03,0.16,1532239.2002563477,-1467760.7997436523,4691,211,0.044979748454487316
15,0.65,-0.03,0.03,0.12,1513501.7713812264,-1486498.2286187736,2223,144,0.06477732793522267
10,0.55,-0.02,0.03,0.08,1468409.1042614782,-1531590.8957385218,4691,241,0.05137497335322959
10,0.55,-0.02,0.03,0.2,1447446.9042614761,-1552553.0957385239,4691,195,0.04156896184182477
30,0.65,-0.03,0.05,0.08,1444778.4000000034,-1555221.5999999966,2164,160,0.07393715341959335
10,0.6,-0.03,0.03,0.08,1433647.7612640425,-1566352.2387359575,1059,201,0.18980169971671387
15,0.55,-0.03,0.03,0.2,1412990.5362640389,-1587009.4637359611,16438,135,0.008212677941355396
15,0.55,-0.03,0.03,0.12,1409426.6212640393,-1590573.3787359607,16438,164,0.00997688283246137
20,0.6,-0.03,0.03,0.08,1389763.1462640413,-1610236.8537359587,18403,178,0.009672336032168669
20,0.55,-0.03,0.03,0.08,1346976.996264041,-1653023.003735959,24684,182,0.007373197212769405
10,0.55,-0.02,0.03,0.16,1314576.154261476,-1685423.845738524,4691,202,0.04306118098486463
10,0.6,-0.03,0.03,0.16,1306391.4912640392,-1693608.5087359608,1059,165,0.1558073654390935
10,0.55,-0.02,0.03,0.12,1278036.0342614774,-1721963.9657385226,4691,219,0.04668514176081859
10,0.6,-0.03,0.03,0.2,1190849.1112640395,-1809150.8887359605,1059,153,0.14447592067988668
10,0.55,-0.03,0.03,0.08,1149292.9562640414,-1850707.0437359586,4691,222,0.047324664250692816
10,0.6,-0.03,0.03,0.12,1067182.0262640393,-1932817.9737359607,1059,154,0.14542020774315392
10,0.55,-0.03,0.03,0.16,1014328.8662640387,-1985671.1337359613,4691,174,0.03709230441270518
10,0.55,-0.03,0.03,0.2,1011987.9962640397,-1988012.0037359605,4691,161,0.034321040289916865
10,0.55,-0.03,0.03,0.12,902401.8562640394,-2097598.1437359606,4691,164,0.034960562779791086
