ティッカー,銘柄名,元ランキング順位,元ランキングスコア,sector,年間上昇率,四半期上昇率,上昇トレンド滑らかさ,最大下落率,月間高安騰落率平均,20日移動平均維持率,画像有無,OCR好材料語数,OCR悪材料語数,OCRテーマ語数,OCR株主還元語数,OCR予想PER,OCRPBR,OCRROE,OCRROA,OCR総利回り,OCR予想PER信頼度,OCRPBR信頼度,OCRROE信頼度,OCRROA信頼度,OCR総利回り信頼度,OCR配当金ヒント,OCR業績表数値数,OCR業績表数値平均,売上系列点数,営業利益系列点数,純利益系列点数,EPS系列点数,配当系列点数,売上トレンド,営業利益トレンド,純利益トレンド,EPSトレンド,配当トレンド,theme_text_compact,特色事業スコア生値,記事スコア生値,財務スコア生値,チャートスコア生値,業績スコア生値,配当還元スコア生値,業績急伸型スコア生値,安定進捗型スコア生値,sector_adjusted_per_score_raw,theme_peer_count,theme_peer_median_quarter_return_pct,theme_peer_positive_ratio_pct,theme_peer_signal_raw,特色事業スコア,特色事業順位,記事スコア,記事順位,財務スコア,財務順位,チャートスコア,チャート順位,業績スコア,業績順位,配当還元スコア,配当還元順位,業績急伸型スコア,業績急伸型順位,安定進捗型スコア,安定進捗型順位,sector_adjusted_per_score,sector_adjusted_per_score_rank,theme_peer_signal,theme_peer_signal_rank,四季報総合スコア,四季報総合順位,OCR型分類,型内順位
6754.T,アンリツ,38,0.8819924523396528,電気機器,66.50593471810089,40.18761726078799,0.6280637185044948,26.32068069658937,21.46742617822948,100.0,True,3.0,0.0,0.0,0.0,21.8,1.42,6.5,4.8,,medium,medium,medium,medium,missing,,3.0,1018.0,0.0,2.0,1.0,0.0,0.0,,0.0,,,,".5東6ト龕安ー8日本マスタ—i日本カス務く02輒わー,な社(自己己・本一%,747シュニバーき比ー仆当.命【指等】く024①ラスト新",7.149233449904526,3.0,5.842142857142856,69.95848101795552,0.0,0.0,17.63039846403725,23.06916099456876,0.4285714285714285,2,31.102593887828068,100.0,39.66155633269684,0.845360824742268,16,0.6958762886597938,22,0.1958762886597938,79,0.422680412371134,57,0.2061855670103092,63,0.0876288659793814,83,0.7731958762886598,23,0.1030927835051546,88,0.3917525773195876,60,0.6391752577319587,36,0.4481443298969071,61,業績急伸型,27
7803.T,ブシロード,80,0.8533475953939218,その他製品,47.63092269326683,34.50704225352113,0.774556321249827,28.14070351758794,29.88845315054001,100.0,True,2.0,0.0,0.0,0.0,24.6,1.67,3.7,1.6,4.526,medium,medium,medium,medium,low,,2.0,10011.0,1.0,1.0,0.0,0.0,1.0,,,,,,"OA)ー→ー8【株式】&【株ドリH友、務く輒わ割中野ー48,个谷贔本,3社(自己【指等】@4丕>BNY・GChローは「第1",6.998913043478262,2.0,3.486134020618557,72.16896488099562,0.0,1.8104,16.092085119412125,22.829797301845343,0.1855670103092783,3,33.04347826086958,100.0,41.32608695652175,0.7577319587628866,24,0.5,41,0.0515463917525773,93,0.5670103092783505,43,0.2061855670103092,63,0.6597938144329897,34,0.7216494845360825,28,0.0824742268041237,90,0.1443298969072164,84,0.6855670103092784,31,0.4454639175257732,62,業績急伸型,28
1944.T,きんでん,89,0.8463078253258193,建設業,126.4710785130855,25.43626146110618,0.4701973537400469,17.252347773402,16.973518534607756,100.0,True,0.0,0.0,0.0,0.0,15.9,1.11,6.1,4.1,2.57,medium,medium,medium,medium,low,,2.0,1526.0,0.0,0.0,1.0,0.0,0.0,,,,,,ス新仆タガ、タトトトンスレーⅥ不一スザ='み株テラ一チモン本余負′66,6.184256970701012,3.0,6.2197652226598,63.58332802479988,2.0,1.028,17.741995868056847,24.06995558324516,0.15,4,32.04729967445569,100.0,41.22837980467341,0.6391752577319587,36,0.6958762886597938,22,0.2783505154639175,71,0.0721649484536082,91,0.7628865979381443,13,0.3711340206185567,62,0.7835051546391752,22,0.1855670103092783,80,0.1030927835051546,88,0.6649484536082474,33,0.4379896907216495,63,業績急伸型,29
4013.T,勤次郎,13,0.9151447753800288,情報・通信業,199.5121951219512,67.22972972972974,0.7522883087427196,34.98817966903073,31.72775680346849,100.0,True,2.0,0.0,0.0,0.0,14.7,2.0,5.0,3.6,1.83,medium,medium,medium,medium,low,,5.0,24444448.8,0.0,0.0,0.0,0.0,0.0,,,,,,【エ自光良:,0.8,1.0,6.029411764705882,76.94162687679503,0.0,0.732,7.578378378378379,24.957502695270332,0.7647058823529411,0,,,0.0,0.3608247422680412,60,0.345360824742268,59,0.2474226804123711,74,0.8556701030927835,15,0.2061855670103092,63,0.2886597938144329,70,0.3092783505154639,68,0.2577319587628865,73,0.711340206185567,29,0.268041237113402,47,0.4358762886597938,64,中間型,9
7981.T,タカラスタンダード,43,0.8789349764207771,その他製品,73.2620320855615,37.833238797504265,0.5260084189908059,21.21212121212121,19.46685799676471,100.0,True,3.0,0.0,0.0,0.0,11.2,2.0,5.2,3.5,3.3,medium,medium,medium,medium,low,,2.0,366526.0,1.0,0.0,0.0,0.0,0.0,,,,,,株カジ本聹本物み日常ー本余負′447,1.2000000000000002,3.0,6.323298969072165,66.72376821213062,1.0,1.3199999999999998,9.02665910380034,24.617531237705624,0.7216494845360825,0,,,0.0,0.4278350515463917,54,0.6958762886597938,22,0.3195876288659793,67,0.2371134020618556,75,0.5,38,0.4948453608247423,50,0.3505154639175257,64,0.2371134020618556,75,0.6701030927835051,33,0.268041237113402,47,0.435721649484536,65,業績急伸型,30
1938.T,日本リーテック,40,0.8798961068893408,建設業,78.85220125786164,22.310756972111555,0.6977193342751591,25.13790386130812,19.9560013886914,75.0,True,0.0,0.0,0.0,1.0,10.4,2.0,4.8,3.23,4.0,medium,medium,medium,medium,low,,2.0,23.5,0.0,0.0,0.0,0.0,1.0,,,,,,"東②74、龕ー引供53【株式】&例7【株ド新一本旅日マスター務く輒わfltい一本60,9光通信き比63•0%リ本・IA30咫【指等】@4①トーグ'安0)",0.0,4.0,6.006,64.60739127886815,2.0,2.6,7.984860557768925,25.05559334275159,0.6,0,,,0.0,0.1030927835051546,79,0.8556701030927835,9,0.2371134020618556,75,0.1134020618556701,87,0.7628865979381443,13,0.8195876288659794,18,0.3298969072164948,66,0.268041237113402,72,0.5670103092783505,43,0.268041237113402,47,0.4276288659793815,66,中間型,10
1934.T,ユアテック,58,0.8687212785568151,建設業,82.31788079470199,23.932124049151547,0.6601819368396323,20.59012187299552,18.546996460527257,95.0,True,2.0,0.0,0.0,2.0,9.1,0.74,5.4,3.23,,medium,medium,medium,medium,missing,,4.0,766.75,0.0,4.0,1.0,0.0,0.0,,-0.9654696132596684,,,,"例→例→ー側.4ミ都78カ龕6東東北電丿日本マス務く輒わflt日・カストプイー【指等】@4①ク&トラ安き比冫ー本一,日本生命価",0.8,2.0,8.146,67.61134272776188,-1.1585635359116022,3.0,2.983630697412787,29.2766640979238,0.9,0,,,0.0,0.3608247422680412,60,0.5,41,0.6391752577319587,36,0.2577319587628865,73,0.0103092783505154,97,0.8762886597938144,12,0.0309278350515463,95,0.6185567010309279,38,0.845360824742268,16,0.268041237113402,47,0.4230927835051545,67,安定進捗型,27
9072.T,ニッコンホールディングス,35,0.884085659167397,陸運業,68.48874598070739,17.97794117647058,0.8828775740253813,10.208388288050651,12.628949763747777,60.0,True,0.0,0.0,0.0,0.0,16.2,1.16,7.0,4.3,2.37,medium,medium,medium,medium,low,,1.0,3030.0,0.0,0.0,0.0,0.0,0.0,,,,,,".724冊7,4(OA)→【株式】&ー42【株ド日本マスター新チェース他.務くーわアカウ刀2BNYメロン己・本,トM・【指等】@4①日本カストディ",7.140184049079755,0.0,7.644212717586687,66.30371972928236,0.0,0.948,13.338542042583905,30.234381522441865,0.4175257731958763,17,37.66871165644172,100.0,47.60122699386503,0.8298969072164949,17,0.1546391752577319,71,0.5670103092783505,43,0.2061855670103092,78,0.2061855670103092,63,0.3402061855670103,65,0.5670103092783505,43,0.7216494845360825,28,0.3814432989690721,61,0.9175257731958762,7,0.4175773195876289,68,安定進捗型,28
2124.T,ジェイエイシーリクルートメント,62,0.8665271141284837,サービス業,53.90173410404624,24.907521578298383,0.5615737260741819,18.295739348370933,14.937370327201528,100.0,True,1.0,0.0,0.0,2.0,17.6,6.0,31.8,3.2,,medium,medium,medium,medium,missing,,19.0,61414.52631578947,1.0,0.0,0.0,0.0,0.0,,,,,,"14.ー→ーー→制4【株式】&ー57【株ド第田崎忠第出崎ひろ務く輒わ全製〆%,例3日本マスタ本絽,一公財ト囎2公川8【指等】くいわ物社(自",0.4,0.0,8.504971519708361,66.17698162702676,1.0,4.0,4.192601726263871,30.69310066926312,0.7272727272727273,0,,,0.0,0.2628865979381443,67,0.1546391752577319,71,0.7216494845360825,28,0.1855670103092783,80,0.5,38,0.9381443298969072,7,0.0927835051546391,89,0.7422680412371134,26,0.6804123711340206,32,0.268041237113402,47,0.4174742268041237,69,安定進捗型,29
1803.T,清水建設,15,0.9127688487861678,建設業,114.68222043443284,20.358610384759057,0.9380576750263874,18.25262444971216,15.56173510762652,60.0,True,0.0,0.0,0.0,0.0,15.5,1.09,2.0,0.7,7.5257,medium,medium,medium,medium,low,,5.0,21.2,0.0,2.0,1.0,0.0,3.0,,0.0,,,-0.9084728033472804,"な冊東6ト龕4・.2,514,冊7本79日本カズー安き比脇74物社グルー8【指等】<04①'ローは「第1",5.411037880886082,3.0,4.5747375550287845,68.55583814315054,1.0,1.0915271966527196,14.547085298924197,25.619625350344823,0.2,2,25.122643120956468,100.0,36.07358587257388,0.5567010309278351,44,0.6958762886597938,22,0.1134020618556701,87,0.3195876288659793,67,0.5,38,0.3917525773195876,60,0.5876288659793815,41,0.3092783505154639,68,0.1546391752577319,83,0.5876288659793815,41,0.4155670103092783,70,業績急伸型,31
5161.T,西川ゴム工業,92,0.8457703447631507,ゴム製品,188.3408071748879,5.280259951259136,0.7842692040105281,22.73917421953676,23.690115357188155,85.0,True,1.0,0.0,0.0,2.0,17.2,1.04,6.1,3.7,4.4,medium,medium,medium,medium,low,,2.0,11.0,1.0,0.0,0.0,0.0,0.0,,,,,,"%.55.5東⑤9ト例→ー」→龕幻安【株式】&珥【株ド務く輒わー1490社取引己・本,703′材レックスき比6ー川正8【指等】@4①川",0.4,2.0,6.257577319587629,66.14622552850541,2.0,4.76,5.722420796100731,28.375809065468385,0.3762886597938144,0,,,0.0,0.2628865979381443,67,0.5,41,0.2886597938144329,70,0.1649484536082474,82,0.7628865979381443,13,0.9587628865979382,5,0.1855670103092783,80,0.5051546391752577,49,0.3505154639175257,64,0.268041237113402,47,0.4131443298969072,71,安定進捗型,30
8714.T,池田泉州ホールディングス,78,0.8556176255465063,銀行業,99.74747474747474,32.482598607888626,0.6222522932404613,24.87684729064039,27.95630446834205,95.0,True,0.0,0.0,0.0,0.0,9.0,0.49,4.6,0.2,5.0,medium,medium,medium,medium,low,,6.0,521.6666666666666,0.0,0.0,0.0,0.0,0.0,,,,,,".4(5)(OA62(68日本マスタ—i日本カス務く輒わ,物社グルー己・本410き比世モルガこ03N伊月応ーDFAInt1冫く企績2プバリ。ローは「第1",5.553653979863696,0.0,7.562886597938144,66.17406454866203,0.0,2.0,11.854697855070585,26.520532344487968,0.8814432989690721,4,25.040599776263285,100.0,37.02435986575797,0.5773195876288659,42,0.1546391752577319,71,0.5360824742268041,46,0.1752577319587628,81,0.2061855670103092,63,0.7164948453608248,25,0.4948453608247423,50,0.3608247422680412,63,0.8247422680412371,18,0.5979381443298969,40,0.4123711340206185,72,業績急伸型,32
296A.T,令和アカウンティング・ホールディングス,54,0.8706220501918773,サービス業,60.00000000000001,35.500878734622155,0.6092855181472108,30.08356545961003,30.756398999197465,100.0,True,0.0,0.0,0.0,0.0,26.4,9.6,26.0,10.1,,medium,medium,medium,medium,missing,,3.0,193.0,0.0,0.0,0.0,0.0,1.0,,,,,,本余負′75,5.790523893326113,1.0,7.723636363636364,68.06435725308681,1.0,0.0,14.790943454313291,26.33018851480544,0.1818181818181818,4,27.67248770362348,100.0,38.60349262217409,0.6082474226804123,39,0.345360824742268,59,0.5773195876288659,42,0.2886597938144329,70,0.5,38,0.0876288659793814,83,0.6082474226804123,39,0.3402061855670103,65,0.134020618556701,85,0.6237113402061856,37,0.4095360824742268,73,業績急伸型,33
1801.T,大成建設,31,0.8871024292040707,建設業,125.28473804100229,27.27272727272727,0.638180618548873,23.866421568627448,18.18225567239402,80.0,True,0.0,0.0,0.0,0.0,13.9,1.37,9.7,1.6,1.9,medium,medium,medium,medium,low,,20.0,812.8870205000001,0.0,1.0,0.0,0.0,0.0,,,,,,"-トタス,ンストト0ノス43冊。ー",0.0,4.0,6.484999999999999,64.50826601456211,3.0,0.76,9.881818181818184,24.322850303135787,0.25,0,,,0.0,0.1030927835051546,79,0.8556701030927835,9,0.3711340206185567,62,0.1030927835051546,88,0.9175257731958762,7,0.2989690721649484,69,0.3711340206185567,62,0.2061855670103092,78,0.2216494845360824,76,0.268041237113402,47,0.3967010309278351,74,業績急伸型,34
7806.T,ＭＴＧ,11,0.9158990197363344,その他製品,133.00492610837438,48.42578710644678,0.8328301235908395,33.65638766519824,21.20262828938364,95.0,True,1.0,0.0,0.0,0.0,22.5,1.68,6.0,4.9,0.79,medium,medium,medium,medium,low,,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,".7.8(OAマネシ)務くのゴーポい,43日本カストディ己・本45,本マスター【指等】<D4.の佐月鵬ローは「第1",0.4,1.0,5.00360824742268,75.89321482710677,1.0,0.316,6.874062968515743,24.066736974740014,0.2268041237113402,0,,,0.0,0.2628865979381443,67,0.345360824742268,59,0.134020618556701,85,0.8247422680412371,18,0.5,38,0.1649484536082474,82,0.268041237113402,72,0.1752577319587628,81,0.1855670103092783,80,0.268041237113402,47,0.3882989690721649,75,業績急伸型,35
6644.T,大崎電気工業,81,0.8531556861557027,電気機器,59.23076923076922,19.27860696517413,0.7096273649517937,27.160493827160494,16.490806843060486,100.0,True,2.0,0.0,0.0,0.0,11.1,2.0,5.0,2.5,2.64,medium,medium,medium,medium,low,,3.0,1388.0,0.0,2.0,2.0,0.0,1.0,,0.0,0.0,,,シデ=株体聹ー:-富富ー本余負′ー8,0.8,2.0,6.354285714285714,69.52080607919753,0.0,1.056,4.542288557213931,25.18945460189889,0.8571428571428571,0,,,0.0,0.3608247422680412,60,0.5,41,0.3402061855670103,65,0.3608247422680412,63,0.2061855670103092,63,0.3814432989690721,61,0.1134020618556701,87,0.2886597938144329,70,0.8041237113402062,20,0.268041237113402,47,0.3863917525773196,76,安定進捗型,31
3563.T,ＦＯＯＤ ＆ ＬＩＦＥ ＣＯＭＰＡＮＩＥＳ,1,0.953611887511596,小売業,141.98776758409787,54.788172992056495,0.9059013913511132,25.703771849126035,22.04850641397387,100.0,True,0.0,0.0,0.0,0.0,27.9,5.66,20.1,4.01,4.12,medium,medium,medium,medium,low,,2.0,2.0,0.0,2.0,0.0,0.0,1.0,,0.0,,,,"加.4東2----2727龕・安昭0別ー8【株式】&【株ド気日マスタイ日・カストデ務く02輒わ己・本,BNYM・き比バーセ冫【指等】く0のリティー",0.0,0.0,6.345333333333333,80.34597728975525,0.0,1.648,4.38305383936452,29.027547246844467,0.1666666666666666,0,,,0.0,0.1030927835051546,79,0.1546391752577319,71,0.3298969072164948,66,0.9690721649484536,4,0.2061855670103092,63,0.5927835051546392,39,0.1030927835051546,88,0.6082474226804123,39,0.1134020618556701,87,0.268041237113402,47,0.3812371134020618,77,安定進捗型,32
4619.T,日本特殊塗料,18,0.9093772720537944,化学,81.71206225680933,36.701030927835056,0.7238440391554849,17.87709497206704,19.357543996071183,85.0,True,0.0,0.0,0.0,0.0,7.1,2.0,7.9,1.0,4.29,medium,medium,medium,medium,low,,2.0,1526.0,0.0,1.0,2.0,0.0,0.0,,,0.0,,,".3.50)ー引4【株式】&46【株ドー務く輒わ物社(自己,2ペイ冫本こ菱UF物安き比ー明田牛8【指等】<"".3>ド",0.0,1.0,7.553579162587111,69.54816762937212,0.0,1.716,3.736082474226804,28.355487526266597,0.9381443298969072,0,,,0.0,0.1030927835051546,79,0.345360824742268,59,0.5257731958762887,47,0.3711340206185567,62,0.2061855670103092,63,0.6288659793814433,37,0.0618556701030927,92,0.4948453608247423,50,0.8762886597938144,13,0.268041237113402,47,0.3796907216494846,78,安定進捗型,33
4258.T,網屋,28,0.890285826318291,情報・通信業,76.53791130185981,65.19480519480521,0.7179137138164036,32.85714285714286,31.040724431674207,100.0,True,2.0,1.0,0.0,0.0,31.7,6.0,19.6,7.1,,medium,medium,medium,medium,missing,,2.0,1111111261112.0,0.0,0.0,0.0,0.0,0.0,,,,,,"2れ8東2ト→ー龕414ß【株ド1415,5Gセキュリ務くーわ日本カストデ(i田晃割チャク本物社(自己安き比臠3【指等】くいわ光",0.4,1.0,6.908235294117647,75.40754128462197,0.0,0.0,6.715584415584417,25.14086262836012,0.2941176470588235,0,,,0.0,0.2628865979381443,67,0.345360824742268,59,0.4123711340206185,58,0.7835051546391752,22,0.2061855670103092,63,0.0876288659793814,83,0.2474226804123711,74,0.2783505154639175,71,0.2577319587628865,73,0.268041237113402,47,0.3774742268041237,79,中間型,11
7084.T,Ｓｍｉｌｅ Ｈｏｌｄｉｎｇｓ,75,0.8595092673817795,サービス業,241.89031505250875,41.07692307692308,0.6633444497795448,33.756805807622506,27.23208171931005,80.0,True,0.0,0.0,0.0,2.0,26.2,3.0,2.1,0.9,,medium,medium,medium,medium,missing,,15.0,22083455.8,1.0,0.0,2.0,0.0,0.0,,,0.0,,,".3加・3東⑥→ー龕【株式】&【株ド工ーエムカ:務くーわSBー梦己・本6,4:居山き比リ-ソー教f8【指等】@4①田勝80安",6.425033025099075,0.0,1.6304545454545456,66.84565573870859,1.0,2.0,15.494542221318971,17.55244449779545,0.2727272727272727,11,29.72258916776751,100.0,42.8335535006605,0.6597938144329897,34,0.1546391752577319,71,0.0103092783505154,97,0.2474226804123711,74,0.5,38,0.7164948453608248,25,0.6597938144329897,34,0.0103092783505154,97,0.2371134020618556,75,0.7319587628865979,27,0.3690721649484536,80,業績急伸型,36
1776.T,三井住建道路,93,0.8457373550177659,建設業,53.46441947565543,12.416851441241691,0.7780271721565317,21.84724689165186,14.731601192900015,80.0,True,1.0,0.0,0.0,0.0,16.0,2.0,4.4,2.0,3.32,medium,medium,medium,medium,low,,21.0,2338214.390952381,1.0,4.0,0.0,0.0,0.0,,5605.0,,,,"2東⑤→7書2→ー甅3【株式】&92行【株ド務くーわMSIP4->88【指等】<04①PRDISG1,329自社従業安き比ーズ本,ーインタラ彡,ーリティー",0.4,2.0,4.1,66.69929473070417,3.4,1.3279999999999998,12.393348115299334,23.29016728106798,0.1,0,,,0.0,0.2628865979381443,67,0.5,41,0.0927835051546391,89,0.2268041237113402,76,0.9587628865979382,4,0.5154639175257731,48,0.5154639175257731,48,0.1134020618556701,87,0.0618556701030927,92,0.268041237113402,47,0.3669587628865979,81,業績急伸型,37
1799.T,第一建設工業,82,0.853022305386693,建設業,68.06537102473497,17.793050782741517,0.6313364319426509,20.70834839176004,18.37082108432469,70.0,True,1.0,0.0,0.0,0.0,10.5,2.0,4.1,15.5,,medium,medium,medium,medium,missing,,1.0,22.0,0.0,1.0,0.0,0.0,0.0,,,,,,".5例→一.5例→れ一70カ(新東毅S4【株式】&掲【株ドーー務くーわ社社、己・本,83Hンイア安き比スドスト0社ー【指等】く4①北陸",0.4,4.0,7.074999999999999,61.11093787144508,1.0,0.0,6.823444062619322,24.02752827557637,0.55,0,,,0.0,0.2628865979381443,67,0.8556701030927835,9,0.4432989690721649,55,0.0206185567010309,96,0.5,38,0.0876288659793814,83,0.2577319587628865,73,0.1649484536082474,82,0.5154639175257731,48,0.268041237113402,47,0.3624226804123711,82,業績急伸型,38
6701.T,日本電気,46,0.8767962916361909,電気機器,97.03153988868274,32.63124803520905,0.6722537776893305,30.5237075578888,19.30167924983908,100.0,True,0.0,0.0,0.0,0.0,25.7,1.98,8.4,3.5,4.12,medium,medium,medium,medium,low,,24.0,135660.625,1.0,0.0,1.0,0.0,3.0,,,,,71.63636363636364,".3加・7:貶カ東442龕【株式】&&【株ド気日本マスタ—i和ー日本カス務く02輒わー,4己本乢,世モルガこ安き比47・脇ンク4ーステート・ス町一【指等】く0243>ステートスト",0.0,2.0,4.535714285714286,70.21837969722446,1.0,3.648,5.710499842816724,24.43855682451235,0.1428571428571428,0,,,0.0,0.1030927835051546,79,0.5,41,0.1030927835051546,88,0.4329896907216495,56,0.5,38,0.9278350515463918,8,0.1752577319587628,81,0.2164948453608247,77,0.0927835051546391,89,0.268041237113402,47,0.3569072164948454,83,中間型,12
9684.T,スクウェア・エニックス・ホールディングス,22,0.902863426516358,情報・通信業,38.6984585510221,54.65615155130201,0.9130347467712874,10.916395217214314,21.79233746813184,95.0,True,1.0,1.0,0.0,0.0,30.2,2.53,4.7,3.6,1.0,medium,medium,medium,medium,low,,1.0,22.0,0.0,1.0,0.0,0.0,0.0,,,,,,"東9ト【株式】&ーな5【株ド第務く輒わ4,9世モルこ己・本,4ンク・き比7一世モルガこ6【指等】@4①一F60龕・安",0.0,-0.1999999999999999,3.9792428312197456,79.6807672172897,1.0,0.4,5.872492124104161,26.561238253106257,0.3529411764705882,0,,,0.0,0.1030927835051546,79,0.0154639175257731,96,0.0824742268041237,90,0.9587628865979382,5,0.5,38,0.1752577319587628,81,0.1958762886597938,79,0.3711340206185567,62,0.3092783505154639,68,0.268041237113402,47,0.3484536082474226,84,安定進捗型,34
7501.T,ティムコ,25,0.8993211296219051,卸売業,95.32828282828282,26.75675675675675,0.7100841742072774,16.188289322617678,13.47027843457548,100.0,True,1.0,0.0,0.0,0.0,30.4,0.47,24.0,2.0,,medium,medium,medium,medium,missing,,4.0,105577.0,1.0,0.0,1.0,1.0,0.0,,,,,,"自ビ""員トビスャ谷バーノ花井井功キ本ス立日割548ー",0.4,1.0,8.455500964645449,71.17923218183803,0.0,0.0,3.64054054054054,30.01468537876639,0.0721649484536082,0,,,0.0,0.2628865979381443,67,0.345360824742268,59,0.6907216494845361,31,0.4948453608247423,50,0.2061855670103092,63,0.0876288659793814,83,0.0515463917525773,93,0.7010309278350515,30,0.0412371134020618,94,0.268041237113402,47,0.3413917525773196,85,安定進捗型,35
9302.T,三井倉庫ホールディングス,37,0.8827588321330812,倉庫・運輸関連業,52.61937752531927,49.4303843648136,0.9131488519417088,9.102401741812129,22.792733778120443,75.0,True,1.0,0.0,0.0,0.0,17.9,1.59,11.9,4.6,1.94,medium,medium,medium,medium,low,,2.0,111526.0,2.0,1.0,1.0,0.0,0.0,0.0,,,,,一タ命蓄友以:スス生一スほグ株本本樹川)テラす社6,0.4,-0.1999999999999999,8.285172196952807,73.48028618796222,-1.0,0.776,4.654430749185088,32.62564023695129,0.3402061855670103,0,,,0.0,0.2628865979381443,67,0.0154639175257731,96,0.6597938144329897,34,0.6701030927835051,33,0.0206185567010309,96,0.3092783505154639,68,0.1237113402061855,86,0.8556701030927835,15,0.2886597938144329,70,0.268041237113402,47,0.3374742268041237,86,安定進捗型,36
6702.T,富士通,99,0.84177000781021,電気機器,55.63544849901132,18.50977747808496,0.623524464588139,21.03825136612022,13.513571512636622,75.0,True,0.0,0.0,0.0,0.0,24.6,3.0,15.2,7.23,4.12,medium,medium,medium,medium,low,,2.0,1526.0,1.0,0.0,0.0,0.0,2.0,,,,,0.0,ズーストガ:マ自力ごルクトー本ちモン一ト久7眈ー績8,0.0,2.0,6.357428571428572,62.2456893464686,2.0,1.648,6.080782198246796,24.61239749521785,0.2857142857142857,0,,,0.0,0.1030927835051546,79,0.5,41,0.3505154639175257,64,0.0412371134020618,94,0.7628865979381443,13,0.5927835051546392,39,0.2061855670103092,78,0.2268041237113402,76,0.2474226804123711,74,0.268041237113402,47,0.3355670103092784,87,中間型,13
4412.T,サイエンスアーツ,76,0.8583526251007279,情報・通信業,246.7532467532468,37.66871165644172,0.681134988767818,28.769497400346623,37.09544312473975,70.0,True,1.0,0.0,0.0,0.0,61.9,3.0,6.5,3.3,4.11,medium,medium,medium,medium,low,,2.0,4.5,0.0,1.0,0.0,1.0,0.0,,,,,,24冊東⑥2ト:147h73【株式】&【株ド合会社町務く輒I>甼岡秀乢78SBー梦い一本一2こ菱UF扣.安き比7物(自己,7.067204932472107,2.0,2.4026470588235296,63.00102307816746,0.0,1.644,16.425505153302183,18.821628319050728,0.0588235294117647,17,32.413388138578966,100.0,44.44803288314738,0.788659793814433,20,0.5,41,0.0206185567010309,96,0.0618556701030927,92,0.2061855670103092,63,0.5618556701030928,43,0.7422680412371134,26,0.0309278350515463,95,0.0206185567010309,96,0.7938144329896907,17,0.3345876288659794,88,業績急伸型,39
1812.T,鹿島建設,59,0.8672041137335905,建設業,103.87840670859538,21.387096774193548,0.6465434980271498,24.225400068096693,15.25676418124006,90.0,True,0.0,0.0,0.0,0.0,12.3,1.25,10.21,3.7,3.31,medium,medium,medium,medium,low,,3.0,1017.6666666666666,0.0,1.0,1.0,1.0,0.0,,,,,,"6ト【株式】&,6【株ドリ本マスタ務く輒わ日-カスー書2→ー己・本い,島公龕・安き比自社勢類38【指等】①?響",0.0,3.0,7.4125,65.95677026089777,0.0,1.324,4.110967741935484,26.22822963468077,0.3,0,,,0.0,0.1030927835051546,79,0.6958762886597938,22,0.5051546391752577,49,0.1546391752577319,83,0.2061855670103092,63,0.5051546391752577,49,0.0721649484536082,91,0.3298969072164948,66,0.268041237113402,72,0.268041237113402,47,0.324020618556701,89,安定進捗型,37
5482.T,愛知製鋼,36,0.8835696743208721,鉄鋼,126.873786407767,19.052924791086355,0.9275265256782568,26.440217391304344,27.89514632693848,75.0,True,0.0,0.0,0.0,0.0,22.2,2.0,2.9,1.5,1.8,medium,medium,medium,medium,low,,2.0,111526.0,0.0,2.0,1.0,1.0,1.0,,0.0,,,,"3)10→ー【株式】&珥【株ドトヨタ自日本マスター務く02輒わ日本4豊川「本,野嚇物%材8【指等】く0243>割シテイイ",6.330633802816901,0.0,3.279226804123711,69.5875376210017,0.0,0.72,12.075290321315077,21.91658140798532,0.2371134020618556,3,34.50704225352113,100.0,42.20422535211267,0.6494845360824743,35,0.1546391752577319,71,0.0412371134020618,94,0.3814432989690721,61,0.2061855670103092,63,0.2783505154639175,71,0.5051546391752577,49,0.0412371134020618,94,0.2061855670103092,78,0.7164948453608248,28,0.3189175257731959,90,業績急伸型,40
4676.T,フジ・メディア・ホールディングス,42,0.8791447510065293,情報・通信業,115.6003505696757,23.869767441860468,0.7123724708868706,24.273639725303752,22.84721631140573,50.0,True,0.0,0.0,0.0,0.0,53.8,2.0,4.4,1.0,1.97,medium,medium,medium,medium,low,,3.0,1017.3333333333334,0.0,0.0,1.0,0.0,0.0,,,,,,".5.5東97、→→ー龕リ本マスタ目社0・に務く輒わ東乢,7リ本カストディ引本,繝乂化放安き比575ード、8【指等】<"".3>ノーザン・ト・ローは「第1",7.221923076923077,1.0,2.5352941176470587,59.40956252872685,0.0,0.788,14.7461198568873,18.063693087725795,0.1176470588235294,7,41.07692307692308,100.0,48.14615384615385,0.8556701030927835,15,0.345360824742268,59,0.0309278350515463,95,0.0103092783505154,97,0.2061855670103092,63,0.3195876288659793,67,0.5979381443298969,40,0.0206185567010309,96,0.0721649484536082,91,0.9484536082474226,6,0.3096907216494845,91,業績急伸型,41
