ティッカー,銘柄名,元ランキング順位,元ランキングスコア,sector,年間上昇率,四半期上昇率,上昇トレンド滑らかさ,最大下落率,月間高安騰落率平均,20日移動平均維持率,画像有無,OCR好材料語数,OCR悪材料語数,OCRテーマ語数,OCR株主還元語数,OCR予想PER,OCRPBR,OCRROE,OCRROA,OCR総利回り,OCR予想PER信頼度,OCRPBR信頼度,OCRROE信頼度,OCRROA信頼度,OCR総利回り信頼度,OCR配当金ヒント,OCR業績表数値数,OCR業績表数値平均,売上系列点数,営業利益系列点数,純利益系列点数,EPS系列点数,配当系列点数,売上トレンド,営業利益トレンド,純利益トレンド,EPSトレンド,配当トレンド,theme_text_compact,特色事業スコア生値,記事スコア生値,財務スコア生値,チャートスコア生値,業績スコア生値,配当還元スコア生値,業績急伸型スコア生値,安定進捗型スコア生値,sector_adjusted_per_score_raw,theme_peer_count,theme_peer_median_quarter_return_pct,theme_peer_positive_ratio_pct,theme_peer_signal_raw,特色事業スコア,特色事業順位,記事スコア,記事順位,財務スコア,財務順位,チャートスコア,チャート順位,業績スコア,業績順位,配当還元スコア,配当還元順位,業績急伸型スコア,業績急伸型順位,安定進捗型スコア,安定進捗型順位,sector_adjusted_per_score,sector_adjusted_per_score_rank,theme_peer_signal,theme_peer_signal_rank,四季報総合スコア,四季報総合順位,OCR型分類,型内順位
6231.T,木村工機,79,0.8541658137723529,機械,101.30505709624798,25.41935483870968,0.8079354028993605,45.52590266875981,34.48964313115868,100.0,True,5.0,0.0,0.0,1.0,12.8,2.62,23.7,10.2,1.5,medium,medium,medium,medium,low,,1.0,22.0,0.0,1.0,0.0,1.0,1.0,,,,,,加.3公カ友命.ホ内ほドド村の割物木人み日リ第木本余負′,2.0,6.0,10.35,71.12788838971034,3.0,2.6,14.833548387096776,33.14102069566027,0.625,0,,,0.0,0.520618556701031,47,0.9896907216494846,1,0.8969072164948454,11,0.4742268041237113,52,0.9175257731958762,7,0.8195876288659794,18,0.6185567010309279,38,0.8969072164948454,11,0.5773195876288659,42,0.268041237113402,47,0.6960309278350516,11,安定進捗型,2
6226.T,守谷輸送機工業,9,0.9174034675792904,機械,91.2685982772122,44.05516213194185,0.8697539087259211,30.875,24.94160590987787,100.0,True,3.0,0.0,0.0,3.0,15.4,3.0,20.6,11.4,1.43,medium,medium,medium,medium,low,,3.0,1041.3333333333333,0.0,0.0,0.0,2.0,1.0,,,,0.0,,"2.3.8東毅S四明ト月10744147977(1ー3【株式】&【株ド割M2守谷務く輒わ而、15,ー本10»戸塚日【指標等】く〉日本カストデ",1.2000000000000002,4.0,8.96,77.16875630703682,2.0,5.572,11.824412970555349,34.41580575392587,0.25,0,,,0.0,0.4278350515463917,54,0.8556701030927835,9,0.7835051546391752,22,0.8865979381443299,12,0.7628865979381443,13,0.9948453608247424,1,0.4845360824742268,51,0.9587628865979382,5,0.2216494845360824,76,0.268041237113402,47,0.6938659793814432,12,安定進捗型,3
300A.T,ＭＩＣ,45,0.8774694470700595,サービス業,210.8651911468813,29.772727272727263,0.9096431182739392,16.53116531165312,28.701505917728447,85.0,True,6.0,0.0,0.0,1.0,18.9,1.33,5.5,4.23,1.58,medium,medium,medium,medium,low,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,,,,,,.0→24貶東⑤龕安【株式】&【株ド割エムツー務く輒わ本民5銚悠ーき比7ー、日木73野正【指等】く4①く外〉,9.910380797761889,6.0,6.620610741561961,71.0860591115559,1.0,2.632,25.39911951142133,29.730124949677062,0.6363636363636364,2,48.448675530687645,100.0,50.069205318412585,1.0,1,0.9896907216494846,1,0.3917525773195876,60,0.4639175257731959,53,0.5,38,0.8350515463917526,17,0.9587628865979382,5,0.6597938144329897,34,0.5979381443298969,40,0.979381443298969,3,0.6893814432989691,13,業績急伸型,8
3565.T,アセンテック,64,0.8647202873678352,卸売業,72.29800629590765,55.35055350553506,0.9149133840076624,33.17460317460318,34.63457029670952,100.0,True,0.0,0.0,0.0,0.0,17.6,3.76,15.4,10.0,1.4,medium,medium,medium,medium,low,,4.0,27692634.25,1.0,3.0,0.0,1.0,1.0,,3.0,,,,".224冊東毅S→76【株式】&14【株ド-務く輒の本マスター本3,ーネットリ安き比sBい去,日ト,8【指等】<D4・1>PRDISG",6.903694490775931,2.0,7.801340206185567,77.5296017214352,3.4,0.5599999999999999,26.63420176506936,29.83894140021408,0.3556701030927835,22,35.04104989751035,100.0,46.02462993850621,0.7216494845360825,28,0.5,41,0.6082474226804123,39,0.9175257731958762,9,0.9587628865979382,4,0.2577319587628865,73,0.979381443298969,3,0.6804123711340206,32,0.3195876288659793,67,0.8556701030927835,15,0.6872164948453608,14,業績急伸型,9
6554.T,エスユーエス,33,0.8862213378870442,サービス業,42.94631710362047,33.04347826086958,0.7821295119475389,19.650067294751004,22.88650731718843,100.0,True,1.0,0.0,0.0,2.0,9.6,2.21,17.6,10.7,3.93,medium,medium,medium,medium,low,,9.0,712679069236813.1,0.0,0.0,0.0,0.0,0.0,,,,,,OA.37ー【株式】&叩【株ド第公ツ・新センアテクノ務く輒わ自社本3:大機哲0インテり8【指等】<D4・のス,6.730633802816901,0.0,11.2649932705249,73.4694187035001,1.0,5.572,15.394534598897735,37.61287358515507,1.0,3,34.50704225352113,100.0,42.20422535211267,0.711340206185567,29,0.1546391752577319,71,0.9690721649484536,4,0.6597938144329897,34,0.5,38,0.9948453608247424,1,0.6391752577319587,36,1.0,1,0.9690721649484536,1,0.7164948453608248,28,0.6732474226804124,15,安定進捗型,4
1909.T,日本ドライケミカル,10,0.9166700048383534,機械,115.962441314554,28.838951310861425,0.8121091406078782,26.37768817204301,23.518317987129187,100.0,True,0.0,0.0,0.0,0.0,8.4,1.12,15.9,6.1,1.34,medium,medium,medium,medium,low,,1.0,22.0,0.0,1.0,0.0,0.0,3.0,,,,,-0.971830985915493,本余負′1ー85,6.079275246049597,3.0,10.735,73.45560572683965,2.0,-0.4358309859154929,17.839241514951574,31.566758072745444,0.75,4,30.880836067217743,100.0,40.528501640330646,0.6288659793814433,37,0.6958762886597938,22,0.9278350515463918,8,0.6494845360824743,35,0.7628865979381443,13,0.0103092783505154,97,0.8144329896907216,19,0.7938144329896907,21,0.7010309278350515,30,0.6494845360824743,35,0.6607216494845359,16,中間型,3
261A.T,日水コン,26,0.8975276163508553,サービス業,71.55835080363381,21.880650994575035,0.8662730661325364,16.41727233860624,21.20623996820987,90.0,True,0.0,0.0,0.0,0.0,16.9,1.78,10.9,6.5,6.3316725,medium,medium,medium,medium,low,,1.0,222620.0,0.0,0.0,1.0,0.0,1.0,,,,,,".4→東⑤龕安14【株式】&乢【株ド)7,最財法務くーわ一ション・本1473き比6イi川メンテHSBC(香0【指等】くいわ野村ー",5.754545454545454,4.0,8.549636402503014,71.91172467161854,1.0,2.0,16.041361170475092,31.986203512971365,0.8181818181818182,1,29.772727272727263,100.0,38.36363636363636,0.5979381443298969,40,0.8556701030927835,9,0.7319587628865979,27,0.5567010309278351,44,0.5,38,0.7164948453608248,25,0.711340206185567,29,0.8247422680412371,18,0.7422680412371134,26,0.6082474226804123,39,0.652577319587629,17,安定進捗型,5
4377.T,ワンキャリア,39,0.8816061836851062,情報・通信業,60.9850149146662,35.25564803804995,0.8086619647106352,29.161451178030497,25.53452580826876,90.0,True,4.0,0.0,0.0,2.0,24.7,7.93,26.0,16.1,,medium,medium,medium,medium,missing,,3.0,7407408.0,0.0,0.0,0.0,0.0,2.0,,,,,0.0,本余負′75→,7.3905238933261135,4.0,8.471176470588235,71.5460964423852,0.0,3.0,18.47132499858752,30.76391376475341,0.4705882352941176,4,27.67248770362348,100.0,38.60349262217409,0.8865979381443299,12,0.8556701030927835,9,0.711340206185567,29,0.5154639175257731,48,0.2061855670103092,63,0.8762886597938144,12,0.845360824742268,16,0.7628865979381443,24,0.4329896907216495,56,0.6237113402061856,37,0.6327319587628866,18,業績急伸型,10
3692.T,ＦＦＲＩセキュリティ,55,0.8701072776062487,情報・通信業,216.35872014420912,93.53846153846156,0.6573296691977026,38.97895826146948,49.58047888038674,100.0,True,3.0,0.0,0.0,1.0,50.2,9.49,22.0,12.8,0.37,medium,medium,medium,medium,low,,2.0,30000111.0,0.0,1.0,1.0,2.0,0.0,,,,0.0,,14.0fl4カ145%)OA金居艮務く輒わSM孀本2SM孀ー【指等】<D4①G券0モルガン・,1.2000000000000002,4.0,7.352941176470588,77.29107846837697,2.0,2.148,15.783076923076926,27.013265319428005,0.1764705882352941,0,,,0.0,0.4278350515463917,54,0.8556701030927835,9,0.4845360824742268,51,0.9072164948453608,10,0.7628865979381443,13,0.7628865979381443,24,0.6804123711340206,32,0.4123711340206185,58,0.1237113402061855,86,0.268041237113402,47,0.6297422680412371,19,業績急伸型,11
9069.T,センコーグループホールディングス,61,0.8668577620295513,陸運業,30.407209612817088,29.72258916776751,0.8818576780439835,11.528662420382163,19.79119062393128,95.0,True,2.0,0.0,0.0,2.0,12.6,1.14,9.1,2.33,3.23,medium,medium,medium,medium,low,,1.0,22.0,0.0,0.0,1.0,1.0,0.0,,,,,,"2.7東6トOA龕ⅱ470【株式】&ー46【株ド日本マスタ—i日本カス務く輒わ本久4社′【指等】@4①積水学一,ゴールドマ:安き比鵯",8.053534801275337,0.0,8.44586571672467,75.10836648826236,0.0,5.292,15.86703180221363,36.20724329389005,0.6288659793814433,24,38.92816445861486,100.0,48.356898675168914,0.9484536082474226,6,0.1546391752577319,71,0.6804123711340206,32,0.7422680412371134,26,0.2061855670103092,63,0.979381443298969,3,0.7010309278350515,30,0.9896907216494846,2,0.5876288659793815,41,0.9587628865979382,5,0.6289690721649485,20,安定進捗型,6
1965.T,テクノ菱和,23,0.9018798553240384,建設業,145.92592592592592,40.46887009992312,0.7777724725311761,38.52071005917159,28.980862329817587,95.0,True,4.0,0.0,0.0,0.0,9.4,1.29,9.7,5.9,3.23,medium,medium,medium,medium,low,,2.0,1526.0,0.0,0.0,0.0,0.0,0.0,,,,,,ー社占京-みー目名明藜い2本余負′,1.6,3.0,9.075,72.64090522142773,2.0,1.292,11.43750960799385,29.622991391978427,0.85,0,,,0.0,0.4845360824742268,49,0.6958762886597938,22,0.8041237113402062,20,0.5876288659793815,41,0.7628865979381443,13,0.4639175257731959,53,0.4639175257731959,53,0.6494845360824743,35,0.7938144329896907,21,0.268041237113402,47,0.6263917525773196,21,安定進捗型,7
9554.T,ＡＶｉＣ,73,0.8603184354949992,サービス業,60.13215859030836,32.413388138578966,0.8171034774987389,40.13104013104013,29.3824603193124,90.0,True,2.0,0.0,0.0,0.0,20.9,5.0,19.9,1.0,4.12,medium,medium,medium,medium,low,,6.0,15529767299.333334,0.0,0.0,1.0,1.0,0.0,,,,,,東⑥【株式】&【株ド務くーわ岩川に平・己・本乢2日-カストデ1478【指等】<04・のBNY.tCh,7.940184049079755,2.0,6.994090909090909,71.15199993503623,2.0,1.648,20.493377799552576,27.375101441654056,0.4545454545454545,17,37.66871165644172,100.0,47.60122699386503,0.9381443298969072,7,0.5,41,0.4329896907216495,56,0.4845360824742268,51,0.7628865979381443,13,0.5927835051546392,39,0.8969072164948454,11,0.422680412371134,57,0.4123711340206185,58,0.9175257731958762,7,0.6196907216494847,22,業績急伸型,12
1723.T,日本電技,14,0.9137690260285456,建設業,128.9435600578871,20.37037037037037,0.9156070561244368,19.211195928753177,21.867259318887733,100.0,True,0.0,0.0,0.0,0.0,9.9,1.64,14.31,10.23,3.07,medium,medium,medium,medium,low,,2.0,1516.5,0.0,1.0,1.0,0.0,0.0,,,,,,"例.83東⑤→ー例→ー→【株式】&【株ド4こⅢ従業7町務く輒わ永日47,63ーみ己・本アズ安き比Hイデ0島田′【指等】<D4①光通優",7.293553563001415,0.0,10.326380407124685,75.35212751429644,0.0,1.228,13.78555223463199,34.11405453071002,0.65,22,39.3728173666824,100.0,48.62369042000944,0.865979381443299,14,0.1546391752577319,71,0.8865979381443299,12,0.7731958762886598,23,0.2061855670103092,63,0.4536082474226804,54,0.5773195876288659,42,0.9278350515463918,8,0.6185567010309279,38,0.9690721649484536,4,0.6127835051546393,23,安定進捗型,8
9564.T,ＦＣＥ,85,0.8505694034329433,サービス業,42.39019407558733,46.19883040935673,0.7899127493848648,27.628361858190708,28.43196546644362,95.0,True,3.0,0.0,0.0,0.0,19.7,3.0,19.8,9.9,1.24,medium,medium,medium,medium,low,,2.0,12300.0,0.0,0.0,1.0,1.0,0.0,,,,,,.4東⑤→→21474【株式】&9行【株ド割デュケ[8【指等】<D4.のイi淳,7.867204932472107,3.0,9.05090909090909,73.12344764445321,0.0,0.496,19.307914653535384,29.58992749384865,0.5454545454545454,17,32.413388138578966,100.0,44.44803288314738,0.9278350515463918,8,0.6958762886597938,22,0.7938144329896907,21,0.6185567010309279,38,0.2061855670103092,63,0.1958762886597938,79,0.865979381443299,14,0.6391752577319587,36,0.5051546391752577,49,0.7938144329896907,17,0.6119587628865979,24,業績急伸型,13
2216.T,カンロ,95,0.8450764098519394,食料品,41.2215860116582,33.96778437672347,0.7596541201097964,20.879487712817845,28.425723727811853,100.0,True,4.0,0.0,0.0,2.0,15.8,3.0,20.8,11.21,2.54,medium,medium,medium,medium,low,,2.0,1313131.0,0.0,2.0,0.0,0.0,1.0,,0.0,,,,.7.77務く輒わ自リ栄-本料リH友,1.6,4.0,9.347835051546392,71.22662741299726,1.0,5.016,10.217422750137878,34.359651969491786,0.4639175257731959,0,,,0.0,0.4845360824742268,49,0.8556701030927835,9,0.8144329896907216,19,0.5051546391752577,49,0.5,38,0.9690721649484536,4,0.3814432989690721,61,0.9484536082474226,6,0.422680412371134,57,0.268041237113402,47,0.6076288659793814,25,安定進捗型,9
6772.T,東京コスモス電機,47,0.8764814480253297,電気機器,36.51877133105803,55.27638190954774,0.8629035031209138,28.825622775800703,22.161942241078933,95.0,True,2.0,1.0,0.0,0.0,11.5,1.03,14.9,7.7,2.81,medium,medium,medium,medium,low,,2.0,13.0,1.0,1.0,2.0,0.0,2.0,,,0.0,,0.0,".25東⑤6ト7)10→ー社(自己務く輒わ一社取引′8【指等】@4①セ。ム響。安き比グロー,新ー己・本7,繝ー2ー2′ローバ",6.600033025099076,0.0,10.51357142857143,78.06427898397716,0.0,1.124,15.455498927928945,32.36866360263771,0.7142857142857143,7,29.72258916776751,100.0,41.3335535006605,0.6701030927835051,33,0.1546391752577319,71,0.9175257731958762,9,0.9381443298969072,7,0.2061855670103092,63,0.4175257731958763,57,0.6494845360824743,35,0.845360824742268,16,0.6597938144329897,34,0.7010309278350515,30,0.6023711340206185,26,安定進捗型,10
2805.T,ヱスビー食品,91,0.8459732349043052,食料品,51.78907721280604,15.84905660377358,0.795305382041941,15.182113234763792,14.468219985213068,90.0,True,6.0,1.0,0.0,0.0,9.2,0.79,18.0,4.8,,medium,medium,medium,medium,missing,,4.0,846.75,1.0,1.0,0.0,0.0,0.0,,,,,,ぼム↑きセ大日第子(本余負′,2.0,2.8,11.91220104765764,69.3116071864798,4.0,0.0,13.007924528301889,34.19323119354242,0.8402061855670103,0,,,0.0,0.520618556701031,47,0.5979381443298969,40,0.9896907216494846,2,0.3402061855670103,65,0.9896907216494846,1,0.0876288659793814,83,0.5463917525773195,45,0.9381443298969072,7,0.7783505154639175,22,0.268041237113402,47,0.5950000000000001,27,安定進捗型,11
3495.T,香陵住販,63,0.8660773803020647,不動産業,50.49140049140048,30.76470588235294,0.7788998448202384,11.465798045602604,18.007958161147005,100.0,True,1.0,0.0,0.0,1.0,4.7,2.0,14.6,4.4,,medium,medium,medium,medium,missing,,2.0,23.5,1.0,4.0,2.0,0.0,1.0,,5.0,0.0,,,ー、クエ日プぐ:ー従の】ライン【第ア日カ交・ー本余負′1,0.4,0.0,10.851564525336649,72.71853516863086,2.4,2.0,10.761176470588236,35.30256850316282,0.9690721649484536,0,,,0.0,0.2628865979381443,67,0.1546391752577319,71,0.9381443298969072,7,0.6082474226804123,39,0.8865979381443299,12,0.7164948453608248,25,0.4329896907216495,56,0.979381443298969,3,0.9175257731958762,9,0.268041237113402,47,0.587680412371134,28,安定進捗型,12
5592.T,くすりの窓口,5,0.9222760294543052,情報・通信業,90.07142857142858,63.684719535783366,0.7001105847850164,34.13552881570614,35.4165062327853,100.0,True,0.0,1.0,0.0,1.0,12.1,2.58,19.23,3.8,1.22,medium,medium,medium,medium,low,,15.0,4982143.318200001,1.0,0.0,0.0,0.0,0.0,,,,,,"23な3→な冊東⑥072・ー物8【株式】&乢0【株ドNEヘル:イ澱資任務くーわNEPARK絽SBIイノベ己・本7,ド}き比42脇日本カストデ【指等】<""-3>ノム2ノ",0.0,1.0,9.7775,75.556025473918,2.0,1.488,8.894777562862668,30.080005847850163,1.0,0,,,0.0,0.1030927835051546,79,0.345360824742268,59,0.845360824742268,16,0.7938144329896907,21,0.7628865979381443,13,0.5360824742268041,46,0.3402061855670103,65,0.711340206185567,29,0.9690721649484536,1,0.268041237113402,47,0.5869072164948453,29,安定進捗型,13
