fast,slow,train_sharpe_mean,train_sharpe_med,train_return_mean,test_sharpe_mean,test_sharpe_med,test_return_mean,n_sectors_train,n_sectors_test
15,140,-0.03684417750875787,0.016972289959015324,0.5611421729844457,0.1450500610458386,0.31336570702882854,22.275241598791677,33,33
15,150,-0.03341414347949731,0.024168556151479986,8.987939635516227,0.18724007095389264,0.34834006742366785,31.39913087858817,33,33
15,160,-0.04222207966117879,0.03285945278983519,14.881476652261702,0.18302621706517866,0.3499036913186619,36.84211005369105,33,33
15,170,-0.049587172582786734,0.0039791713387126275,20.371767202147897,0.12765572717031215,0.350050900398952,31.802683360162238,33,31
15,180,-0.045655576407508905,0.05484998242684462,13.405902662172872,0.147751493861863,0.34825983757506385,31.686605878913475,33,31
15,190,-0.033658438298392816,0.025795866098278695,18.51974028999759,0.14494965189667103,0.3117247048955057,31.959536400203024,33,31
15,200,-0.0398270751219496,0.0051301416236538356,6.169899865397326,0.13607038463481233,0.2780496744277476,30.350827252990083,33,31
20,30,-0.07599693290042428,-0.03626231926627407,-31.3345661977195,0.09325172289534292,0.16045947761789353,14.149112132132306,33,33
20,40,-0.10515282861296865,-0.08680322406999519,-45.31699473517374,0.1348474815412677,0.17141979981753694,18.627412566357474,33,33
20,50,-0.0952531573971517,0.017614188228318357,-27.218182795359372,0.057381927566215754,0.06907914431178433,9.104235662963076,33,33
20,60,-0.09282167960290806,-0.07009421280781923,-11.5548808981129,0.08372482780185128,0.13268351214063182,9.667881405410837,33,33
20,70,-0.07314655564873859,-0.11072708004763214,-9.576258326191502,0.10930440513514068,0.1774941579455219,11.895677667655358,33,33
20,80,-0.07070300929556758,-0.025606278478571182,-10.153874720154041,0.14703356061551134,0.2511287636824886,15.752479387580127,33,33
20,90,-0.06474831436638612,-0.06058483776917466,-7.006997936998004,0.16066160698080525,0.19744046705394838,19.96986338272819,33,33
20,100,-0.03886675694340235,0.0019268658133876652,-17.553096130814787,0.1766393536920841,0.21793809481925067,23.05582267972399,33,33
20,110,-0.05510483999238557,-0.01669950635744645,-9.174263912741925,0.17154552534366038,0.34551289262643814,23.03583502933266,33,33
20,120,-0.04678395817935821,0.021318734553286717,-17.116223771980557,0.16123191051947733,0.32973164836555624,24.275628912352655,33,33
20,130,-0.04612806414103435,0.007668803482205976,-15.725643929196226,0.21095214879874655,0.3531500068284491,28.916558464531143,33,33
20,140,-0.027767736548110034,0.03855935924233209,0.5418482288896256,0.17316844509878676,0.34097448259198243,28.073132889690044,33,33
20,150,-0.027932168272680878,0.03408311705481033,13.877557118573378,0.18475983868415485,0.33958065850207236,37.86116892085964,33,32
20,160,-0.02550002521509328,0.04155038983290285,33.12734589544075,0.1924676257181407,0.32594614657326915,37.72173119963983,33,31
20,170,-0.017313096267230745,0.05963352059671659,23.43174380480877,0.20696685079317062,0.37999225734973957,37.877593611267535,33,31
20,180,-0.022453144902227492,0.07344084639268979,23.22910421254074,0.2068534799214659,0.34331427164776435,36.0529391805626,33,31
20,190,-0.0154734676057208,0.012822008116645543,38.338239347519,0.14864876157097215,0.3023024850617594,33.95979651943555,33,30
20,200,-0.034781531492737515,-0.025701207883057648,4.85069363425114,0.15593269524988942,0.32921000896663,35.724663829399816,33,30
25,40,-0.10033105621167997,-0.05130774554513715,-38.82041701245313,0.1839336133538235,0.21742329387007323,24.279215867701854,33,33
25,50,-0.08250135855320356,-0.056819051904947473,-29.253468385543588,0.08278496328894573,0.1245218127064338,11.5359390955782,33,33
25,60,-0.10069567737710385,-0.09888221738994325,-26.369017200253122,0.15786440488394252,0.26611349968406395,12.784239808223754,33,33
25,70,-0.06825362602487281,-0.08836771364523922,-6.1063242925977494,0.1542411202526618,0.26277200306004367,17.968579715162537,33,33
25,80,-0.047275322893260315,0.0018145149503518297,3.674329228310244,0.18349843494011017,0.2746514752891438,22.35200684437981,33,33
25,90,-0.04975203445598486,-0.011891469322561403,-5.192423805377013,0.15413345987118454,0.2892400513220448,23.259526352256383,33,33
25,100,-0.03865516894895415,-0.022928129661313062,1.9254079613240507,0.18487835923697,0.23703073054099838,24.219235401343273,33,33
25,110,-0.028995265778540325,0.00231438666982052,-11.089106835121873,0.1657446370437002,0.3261975507794341,21.21115990882278,33,33
25,120,-0.030569395214984564,-0.023055434740716894,-9.765884488118633,0.1626989799107849,0.3534332535860332,27.420316023047125,33,33
25,130,-0.03271587415593557,-0.0009873576406477062,-5.429519167697457,0.18349788877952772,0.358090258493408,27.851458061725463,33,33
25,140,-0.031153936381549733,0.020318513174215916,10.390025198254014,0.2122550270272652,0.3799535713250825,32.79087929652166,33,33
25,150,-0.03301737405226414,0.023234155631939344,31.503767177926566,0.21276832974907053,0.40671616611662337,37.23980376755876,33,32
25,160,-0.03055144401112081,0.04177447940187662,18.830341960188267,0.22098029624720594,0.38482702121289175,40.0204996000863,33,31
25,170,-0.0041748705689194305,0.028685338385122237,33.082124482470036,0.18641810651382754,0.29610507092364546,35.678196273069105,33,30
25,180,-0.028186666588667565,-0.002876186427072069,36.28670400283694,0.16666952148339645,0.3130755131290015,33.892439254217514,33,30
25,190,-0.039184354797026935,-0.015875597711021115,24.795330979634628,0.1606845550533439,0.34796712623248716,37.2040762930153,33,30
25,200,-0.056441347675302886,-0.08294204313624295,2.0255109085872234,0.18752159090906925,0.3998046673175491,39.49303846414945,33,30
