date,phase_name,post_major_crash_mode,post_major_phase,post_major_active,sector_mode,sector_top_share,sector_hhi,sector_count,price_top3_share,positive_count
2025-11-18,normal,False,normal,False,dispersed,0.28846153846153844,0.13905325443786973,15,0.2572545188582359,34
2025-11-19,normal,False,high_vol,False,dispersed,0.28846153846153844,0.13905325443786973,15,0.45378739050186323,17
2025-11-20,normal,False,high_vol,False,dispersed,0.28846153846153844,0.13905325443786973,15,0.47385038172405947,15
2025-11-21,normal,False,high_vol,False,concentrated,0.28846153846153844,0.13905325443786973,15,0.5805471707272015,14
2025-11-25,normal,False,high_vol,False,dispersed,0.28846153846153844,0.13905325443786973,15,0.4353155318981539,21
2025-11-26,normal,False,high_vol,False,dispersed,0.28846153846153844,0.13905325443786973,15,0.31742026268460044,25
2025-11-27,normal,False,high_vol,False,dispersed,0.28846153846153844,0.13905325443786973,15,0.16068426313685463,45
2025-11-28,normal,False,high_vol,False,dispersed,0.28846153846153844,0.13905325443786973,15,0.14361795486960202,47
2025-12-01,normal,False,high_vol,False,dispersed,0.29310344827586204,0.14447086801426878,15,0.11120023338916284,57
2025-12-02,normal,False,high_vol,False,dispersed,0.29310344827586204,0.14447086801426878,15,0.15000265126737053,53
2025-12-03,normal,False,high_vol,False,dispersed,0.29310344827586204,0.14447086801426878,15,0.17129109698279416,46
2025-12-04,normal,False,normal,False,dispersed,0.29310344827586204,0.14447086801426878,15,0.3074155800857787,35
2025-12-05,normal,False,normal,False,dispersed,0.29310344827586204,0.14447086801426878,15,0.3149461481454999,27
2025-12-08,normal,False,normal,False,dispersed,0.29310344827586204,0.14447086801426878,15,0.4044782466729107,16
2025-12-09,normal,False,normal,False,dispersed,0.29310344827586204,0.14447086801426878,15,0.26579103035063334,32
2025-12-10,normal,False,normal,False,dispersed,0.29310344827586204,0.14447086801426878,15,0.2774002222223338,34
2025-12-11,normal,False,normal,False,dispersed,0.29310344827586204,0.14447086801426878,15,0.24328456415906166,36
2025-12-12,normal,False,normal,False,dispersed,0.29310344827586204,0.14447086801426878,15,0.48858494083524484,23
2025-12-15,normal,False,normal,False,dispersed,0.26666666666666666,0.1348148148148148,17,0.2526001004103302,37
2025-12-16,normal,False,normal,False,dispersed,0.26666666666666666,0.1348148148148148,17,0.17926168640362863,38
2025-12-17,normal,False,normal,False,dispersed,0.26666666666666666,0.1348148148148148,17,0.2740252731217824,27
2025-12-18,normal,False,normal,False,dispersed,0.26666666666666666,0.1348148148148148,17,0.37908951434967675,28
2025-12-19,stable,False,stable,False,dispersed,0.26666666666666666,0.1348148148148148,17,0.34670581016049956,27
2025-12-22,normal,False,normal,False,dispersed,0.26666666666666666,0.1348148148148148,17,0.3240925602628164,24
2025-12-23,normal,False,normal,False,dispersed,0.26666666666666666,0.1348148148148148,17,0.4275889169219431,21
2025-12-24,normal,False,normal,False,dispersed,0.26666666666666666,0.1348148148148148,17,0.21790574452532166,33
2025-12-25,normal,False,normal,False,dispersed,0.26666666666666666,0.1348148148148148,17,0.22645249324374825,35
2025-12-26,normal,False,normal,False,dispersed,0.26666666666666666,0.1348148148148148,17,0.17006617146418285,38
2025-12-29,normal,False,normal,False,dispersed,0.16981132075471697,0.10145959416162334,16,0.2503774423827168,40
2025-12-30,normal,False,normal,False,dispersed,0.16666666666666666,0.10376492194674013,19,0.1897363237325226,56
