quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date,ocr_per,ocr_pbr,ocr_roe,ocr_roa,ocr_yield,ocr_per_confidence,ocr_pbr_confidence,ocr_roe_confidence,ocr_roa_confidence,ocr_yield_confidence,ocr_metrics_text,image_file,sector_adjusted_per_score,finance_quality_score,growth_quality_score,ocr_style_label,adopt_flag,adopt_reason,realized_start_date,realized_end_date,realized_start_close,realized_end_close,realized_return_pct
2025Q4_PRE,97,6745.T,ホーチキ,電気機器,0.8596008515167644,53.72549019607844,25.039872408293466,15.344905707486642,21.40804597701149,0.8145366290756694,20.46142208774584,83.33333333333334,92.7810650887574,100.0,3920.0,6273,100.6141248720573,2025-09-30,2025-09-30,12.2,12.2,26.3,12.2,12.2,medium,medium,low,low,low,"3650
株伍指标
（倍）
予想PER
<26.3>
12.2
<27.3>
12.0
实PER
高值平均
9.4
安值平均
6.3
PBR
1.48
株倡(8/27)
2
3520m
最低購人额
5
3.7
35万2000m
6745
金",2513.png,0.7105263157894737,0.5946048430015966,0.8964542309739223,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,3795.0,4440.0,16.996047430830032
2025Q4_PRE,98,7989.T,立川ブラインド工業,金属製品,0.8595316657796701,39.78494623655915,20.817843866171003,10.27047148132702,11.521499448732088,0.8822223598714131,12.117263843648209,83.33333333333334,96.39149777558085,100.0,1950.0,6276,52.70164447924823,2025-09-30,2025-09-30,11.4,11.4,25.12,11.4,11.4,medium,medium,low,low,low,"1865
株伍指标
予想PER
（倍）
<25.12>
11.4
(26.12>
11.6
实PER
高值平均
10.0
安值平均
7.7
PBR
0-67
株佰（8/27)
1795F
最低購人额
5
17万95009
7989
金
直增",3201.png,0.5977011494252874,0.3804284193720063,0.871148217136775,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,1897.0,1975.0,4.1117554032683135
2025Q4_PRE,99,8343.T,秋田銀行,銀行業,0.8591325172964343,60.474485228290064,20.54472091459314,10.333878307234416,13.931888544891644,0.8564269442161216,25.99925289503176,75.0,97.41847826086956,65.0,3585.0,6276,64.07322654462241,2025-09-30,2025-09-30,9.7,9.7,26.3,9.7,9.7,medium,medium,low,low,low,"有正格
株伍指标
予想PER
（倍）
<26.3>
9.7
<27.3>
0'6
实PER
高值平均
9.4
安值平均
6.7
PBR
0-38
株幅(8/27)
3545P
器
最低購人额
5
35万4500P
8343
銀",3367.png,0.63125,0.5522951037786057,0.8296434273549761,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,3500.0,4025.0,14.999999999999991
2025Q4_PRE,110,8345.T,岩手銀行,銀行業,0.8556200106439598,40.07922218221103,27.33224222585924,14.377929673189325,21.06496985934361,0.7729692422225367,27.00305810397553,83.33333333333334,99.23469387755102,70.0,3890.0,6276,67.67241379310344,2025-09-30,2025-09-30,8.6,8.6,26.3,8.6,8.6,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
8.6
<27.3>
7.9
实PER
高值平均
9.5
安值平均
6.3
PBR
0-34
2
株幅(8/27)
3740m
最低購人额
5
8.6
37万4000P
8345
銀",3369.png,0.74375,0.5643294305481639,0.8179949441192123,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,3760.0,5200.0,38.29787234042554
2025Q4_PRE,118,1847.T,イチケン,建設業,0.8528525811601916,40.31770045385778,19.10112359550562,8.643917042182608,16.61341853035143,0.8494174591749425,17.581677332435163,75.0,98.93333333333332,100.0,3710.0,6276,45.2054794520548,2025-09-30,2025-09-30,6.9,6.9,26.3,6.9,6.9,medium,medium,low,low,low,"3610布EK
株伍指标
予想PER
（倍）
<26.3>
6.9
<27.3>
6.5
实PER
高值平均
6.4
安值平均
4.9
PBR
0.75
株倡(8/27)
3
3575P
器线
最低購人额
5
3.8
35万75009
1847
建",124.png,0.9533333333333334,0.5862626397019691,0.8540114422565195,中間型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,3585.0,4790.0,33.61227336122734
2025Q4_PRE,119,6332.T,月島ホールディングス,機械,0.8525039914848324,103.95833333333331,42.4345295829292,25.406656104638294,35.54083885209713,0.8972607827219897,16.226415094339618,83.33333333333334,82.8490832157969,65.0,2937.0,6276,124.88514548238898,2025-09-30,2025-09-30,8.5,8.5,26.3,8.5,8.5,medium,medium,low,low,low,"868
株伍指标
（倍）
予想PER
<26.3>
8.5
<27.3>
14.1
实PER
高值平均
15.9
安值平均
10.9
PBR
1-36
株幅(8/27)
10
十万体
29369
l
最低購人额
29万36009
6332",2274.png,0.9097222222222222,0.5968001596593933,0.9040979244278872,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,2934.0,2823.0,-3.783231083844585
2025Q4_PRE,124,3935.T,エディア,情報・通信業,0.8485284725918043,135.53191489361703,53.112033195020736,37.33485428057772,49.56395348837211,0.8748222120486928,25.0,75.0,82.92134831460675,75.0,1107.0,2438,203.2876712328767,2025-09-30,2025-09-30,19.0,19.0,26.2,19.0,19.0,medium,medium,low,low,low,"株伍指标
布正格
予想PER
（倍）
<26.2>
19.0
<27.2>
11.8
实PER
高值平均
25.7
安值平均
10.0
PBR
5-02
株倡(8/27)
11589
最低購人额
5
8.6
11万58009
3935
情",1176.png,0.5789036544850499,0.5183608302288452,0.9171301224055348,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,1078.0,907.0,-15.862708719851582
2025Q4_PRE,128,6853.T,共和電業,電気機器,0.8475146354443854,70.90464547677261,32.38636363636365,16.08131138477368,27.306967984934083,0.7966465714891077,15.810276679841897,75.0,92.21635883905012,90.0,699.0,6273,64.08450704225352,2025-09-30,2025-09-30,14.8,14.8,25.12,14.8,14.8,medium,medium,low,low,low,"661
株伍指标
予想PER
（倍）
<25.12>
14.8
(26.12>
13.8
实PER
高值平均
14.9
安值平均
10.9
PBR
66°0
株幅(8/27)
2
674m
器线
最低購人额
5
6万7400F
6853
金",2568.png,0.5460526315789473,0.4044771154869611,0.8961548696114955,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,676.0,739.0,9.319526627218933
2025Q4_PRE,133,1815.T,鉄建建設,建設業,0.845311335816924,42.07760711398545,21.66839736933195,10.72140911238984,14.28571428571428,0.8160129847829762,20.88073394495413,75.0,97.63888888888889,100.0,3515.0,6276,46.15384615384615,2025-09-30,2025-09-30,12.0,12.0,26.3,12.0,12.0,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
12.0
<27.3>
9.0
实PER
高值平均
安值平均
PBR
0-66
6
株（8/27)
3355P9
最低購人额
5
4.8
33万55009
1815
建",111.png,0.6566666666666666,0.5812466737626398,0.8617283129324109,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,3425.0,4545.0,32.7007299270073
2025Q4_PRE,143,1961.T,三機工業,建設業,0.8427035657264502,57.50798722044728,19.95133819951338,15.830228521638356,20.26875699888018,0.938025076538547,18.765778401122024,83.33333333333334,90.79189686924494,65.0,4930.0,6276,120.58165548098434,2025-09-30,2025-09-30,13.4,13.4,26.3,13.4,13.4,medium,medium,low,low,low,"5370
株伍指标
（倍）
予想PER
<26.3>
13.4
<27.3>
12.4
实PER
高值平均
14.7
安值平均
10.1
PBR
2.54
2
株倡(8/27)
5040m
最低購人额
5
6.3
50万4000P
1961
建",184.png,0.47,0.5598456625864822,0.8425758382118147,中間型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,4890.0,5740.0,17.382413087934555
2025Q4_PRE,145,4301.T,アミューズ,サービス業,0.8419265566790847,41.43646408839778,27.204968944099384,12.052533934311922,26.42201834862385,0.8075667983718369,9.872804360993335,66.66666666666666,97.84997611084567,100.0,2048.0,5036,46.285714285714285,2025-09-30,2025-09-30,12.3,12.3,26.3,12.3,12.3,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
12.3
<27.3>
17.8
实PER
高值平均
39.5
安值平均
30.0
PBR
68-0
株倡(8/27)
1981A
最低購人额
5
4.8
19万8100m
4301",1380.png,0.7252336448598131,0.5983169238956891,0.8606772219265566,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,2036.0,1923.0,-5.550098231827116
2025Q4_PRE,155,2970.T,グッドライフカンパニー,不動産業,0.8372778073443322,61.66466586634654,27.848101265822777,19.607283899791103,26.031746031746028,0.8145868837414171,27.92920353982301,75.0,93.17343173431736,95.0,1010.0,1759,61.92384769539079,2025-09-30,2025-09-30,8.0,8.0,25.12,8.0,8.0,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.12>
8'6
(26.12>
7.2
实PER
高值平均
15.5
安值平均
5.8
PBR
3-21
株倡(8/27)
3840m
最低購人额
5
38万4000F
半连专特
2970
宋",643.png,0.7727272727272727,0.3781931878658861,0.8945915380521554,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,935.0,837.0,-10.481283422459898
2025Q4_PRE,159,1975.T,朝日工業社,建設業,0.8356572645023951,36.58216783216783,26.008064516129025,12.33526370227282,24.517374517374524,0.7776008785720236,27.37068965517241,66.66666666666666,96.89922480620154,80.0,3125.0,6274,144.7141738449491,2025-09-30,2025-09-30,12.3,12.3,26.3,12.3,12.3,medium,medium,low,low,low,"3225栋E楼
株伍指标
予想PER
（倍）
<26.3>
12.3
<27.3>
12.1
实PER
高值平均
11.4
安值平均
6.3
PBR
1.94
株倡(8/27)
3090m
最低購人额
5
5.4
30万9000
1975
建",194.png,0.6333333333333333,0.579956093666844,0.8015101117615753,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,3105.0,3460.0,11.433172302737526
2025Q4_PRE,162,3712.T,情報企画,情報・通信業,0.8351091005854179,50.593824228028495,25.544554455445542,10.90123902345519,15.608919382504284,0.7872604669850467,25.13043478260869,83.33333333333334,94.0652818991098,95.0,6340.0,5647,49.881796690307326,2025-09-30,2025-09-30,17.2,17.2,25.9,17.2,17.2,medium,medium,low,low,low,"0
株伍指标
（倍）
予想PER
<25.9>
17.2
<26.9>
16.4
实PER
高值平均
13.3
安值平均
9.6
PBR
2.61
株幅(8/27)
5700m
万排
最低購人额
57万内
速特
3712
情",1054.png,0.6528239202657807,0.4957956359765833,0.8761708355508249,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,6300.0,6370.0,1.1111111111111072
2025Q4_PRE,163,1736.T,オーテック,建設業,0.8342362959020757,53.95603879300501,38.7815750371471,19.325786400948434,29.69072164948454,0.7575473528151251,21.010986891821204,75.0,93.9165409753645,65.0,1868.0,6454,67.28358818518205,2025-09-30,2025-09-30,10.9,10.9,26.3,10.9,10.9,medium,medium,low,low,low,"1887布E楼
株伍指标
予想PER
（倍）
<26.3>
10.9
<27.3>
10.5
实PER
高值平均
12.0
安值平均
7.2
PBR
1.22
株佰（8/27)
17639
最低購人额
5
3.6
17万63009
1736
建",75.png,0.7766666666666666,0.5937799361362426,0.8422166045769026,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,1785.0,2382.0,33.4453781512605
2025Q4_PRE,169,5971.T,共和工業所,金属製品,0.8329696647152742,48.23284823284824,29.63636363636364,13.69633263245463,25.254237288135585,0.7617336101302801,15.000000000000002,66.66666666666666,96.48173207036535,100.0,7130.0,6535,44.62474645030425,2025-09-30,2025-09-30,12.8,12.8,26.4,12.8,12.8,medium,medium,low,low,low,"株伍指标
布正格
予想PER
（倍）
<26.4>
12.8
<27.4>
12.0
实PER
高值平均
8.6
安值平均
6.4
PBR
0-50
株倡(8/27)
2
5980m
确
最低購人额
5
.5
59万80009
他速事特
5971
金
2转量",2057.png,0.5229885057471264,0.665693187865886,0.8712812666311869,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,6740.0,7600.0,12.759643916913957
2025Q4_PRE,171,3242.T,アーバネットコーポレーション,不動産業,0.8325013304949441,33.957845433255265,23.275862068965523,11.948238807562062,15.118790496760258,0.8791689134239551,10.629067245119304,66.66666666666666,99.65156794425089,65.0,572.0,4655,53.351206434316346,2025-09-30,2025-09-30,9.7,9.7,26.6,9.7,9.7,medium,medium,low,low,low,"574
株伍指标
予想PER
（倍)
<26.6>
9.7
<27.6>
9.1
实PER
高值平均
8.1
安值平均
6.0
PBR
1.13
株倡(8/27)
2
558m
最低購人额
5
1.4
5万5800F
3242
宋",806.png,0.6098484848484849,0.6675292708887707,0.7866418307610431,安定進捗型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,553.0,571.0,3.254972875226048
2025Q4_PRE,173,6331.T,三菱化工機,機械,0.8321287919105906,118.26322207775854,30.97215437225207,20.16576250674428,30.228136882129284,0.8095620888145416,24.31850789096126,66.66666666666666,90.33018867924528,65.0,2681.0,6276,131.78675166982168,2025-09-30,2025-09-30,10.9,10.9,26.3,10.9,10.9,medium,medium,low,low,low,"2591
株伍指标
海正校
予想PER
（倍）
<26.3>
10.9
<27.3>
10.9
实PER
高值平均
7.0
安值平均
4.5
PBR
1.54
株佰(8/27)
9
25729
m
最低購人额
5
3.4
25万72009
6331
概",2273.png,0.7476851851851852,0.5884047365620011,0.8580894092602449,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,2707.0,3225.0,19.13557443664573
2025Q4_PRE,180,256A.T,飛島ホールディングス,建設業,0.8304630122405536,32.23844282238444,19.713656387665203,10.114497672142171,13.187954309449632,0.8701707568919574,17.779024116657315,83.33333333333334,95.35087719298244,95.0,2174.0,351,54.29382540809085,2025-09-30,2025-09-30,10.2,10.2,26.3,10.2,10.2,medium,medium,low,low,low,"2180
株伍指标
（倍）
予想PER
<26.3>
10.2
<27.3>
10.0
实PER
高值平均
9.3
安值平均
7.2
PBR
08-0
株佰（8/27)
2080m
最低購人额
5
7.5
20万8000F
256A
建
非增",416.png,0.8233333333333334,0.595569451836083,0.8352980308674827,中間型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,2124.0,2356.0,10.922787193973637
2025Q4_PRE,181,8336.T,武蔵野銀行,銀行業,0.8299733901011177,34.941763727121455,23.816793893129763,13.689635845014925,19.56181533646322,0.7853570235423686,27.47826086956522,75.0,98.661800486618,90.0,4055.0,6276,50.3522432332221,2025-09-30,2025-09-30,9.1,9.1,26.3,9.1,9.1,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
9.1
<27.3>
8.4
实PER
高值平均
8.7
安值平均
5.8
PBR
0.46
3
株幅(8/27)
3830m
最低購人额
5
4.8
38万3000P
8336
銀",3363.png,0.6875,0.5573842469398615,0.824507716870676,中間型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,3960.0,4860.0,22.72727272727273
2025Q4_PRE,184,7191.T,イントラスト,その他金融業,0.8284193720063863,32.56658595641646,22.3463687150838,11.766342656294333,13.5048231511254,0.8156204347647164,15.012106537530268,83.33333333333334,97.1606033717835,65.0,1095.0,2280,52.08333333333333,2025-09-30,2025-09-30,14.3,14.3,26.3,14.3,14.3,medium,medium,low,low,low,"株伍指标
EK
予想PER
（倍）
<26.3>
14.3
<27.3>
13.0
实PER
高值平均
19.3
安值平均
11.7
PBR
3-27
株倡(8/27)
7
1033m
最低購人额
0.9
10万33009
速o特
7191",2761.png,0.5526315789473685,0.5848323576370409,0.7878525811601917,中間型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,1082.0,1185.0,9.519408502772642
2025Q4_PRE,192,3465.T,ケイアイスター不動産,不動産業,0.826093666844066,31.30128956623681,22.13740458015268,11.630448661470265,15.800415800415802,0.8453207014281606,14.345549738219898,75.0,96.0548885077187,100.0,5600.0,2514,47.36842105263157,2025-09-30,2025-09-30,6.9,6.9,26.3,6.9,6.9,medium,medium,low,low,low,"株伍指标
布正格
予想PER
（倍）
<26.3>
6.9
<27.3>
5.5
实PER
高值平均
9.6
安值平均
5.7
PBR
1-35
株（8/27)
7
5320m
最低購人额
5
5.5
53万2000m
3465
动特
宋",918.png,0.9090909090909092,0.5775345928685471,0.8434872272485365,中間型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,5260.0,6580.0,25.095057034220524
2025Q4_PRE,197,6091.T,ウエスコホールディングス,サービス業,0.8238531133581694,42.76315789473684,21.05997210599721,18.261609419036947,31.275720164609044,0.8709856437425204,11.127819548872177,83.33333333333334,90.70010449320796,100.0,868.0,6470,61.338289962825286,2025-09-30,2025-09-30,14.7,14.7,25.7,14.7,14.7,medium,medium,low,low,low,"株伍指标
779
予想PER
（倍）
<25.7>
14.7
(26.7>
14.5
实PER
高值平均
11.7
安值平均
68
PBR
0-64
株倡(8/27)
760P
最低購人额
5
7万6000P
6091",2133.png,0.5644859813084112,0.4356306546035125,0.8767629058009581,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,835.0,839.0,0.4790419161676551
2025Q4_PRE,205,7130.T,ヤマエグループホールディングス,卸売業,0.8214529004789782,45.7157516675218,19.277614447711056,9.996962521607896,10.782241014799164,0.7811926536752921,16.003153330705555,75.0,95.84880188997636,95.0,2840.0,1085,41.22327200397813,2025-09-30,2025-09-30,7.1,7.1,26.3,7.1,7.1,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
7.1
<27.3>
5.2
实PER
高值平均
9.4
安值平均
4.3
PBR
0-84
株佰（8/27)
2
2719m
最低購人额
5
9.5
27万19009
7130
卸",2733.png,0.9221453287197232,0.5820449707291111,0.8408994145822246,中間型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,2701.0,2533.0,-6.219918548685676
2025Q4_PRE,207,6488.T,ヨシタケ,機械,0.8199254922831295,41.61676646706587,26.13333333333334,11.8722008631107,14.382022471910116,0.7649588694507238,16.388888888888886,75.0,92.92730844793712,100.0,946.0,6535,55.08196721311476,2025-09-30,2025-09-30,8.9,8.9,26.3,8.9,8.9,medium,medium,low,low,low,"株伍指标
海正格
予想PER
（倍）
<26.3>
8.9
<27.3>
8.2
实PER
高值平均
11.1
安值平均
7.4
PBR
89°0
株倡(8/27)
8849
最低購人额
5
67
8万8400P
5连>特
6488",2371.png,0.8888888888888888,0.5956160191591271,0.8641232038318254,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,931.0,1013.0,8.807733619763702
2025Q4_PRE,219,4633.T,サカタインクス,化学,0.8180627993613624,38.01897983392646,19.578622816032887,8.977117764375864,11.989664082687334,0.8690939316892377,21.778221778221774,66.66666666666666,97.77310924369748,75.0,2327.0,6274,48.12221514958625,2025-09-30,2025-09-30,8.0,8.0,25.12,8.0,8.0,medium,medium,low,low,low,"株伍指标
2322
予想PER
（倍）
<25.12>
8'6
(26.12>
8'8
实PER
高值平均
11.2
安值平均
7.7
PBR
1.03
株倡(8/27)
山
2267A
最低購人额
5
22万6700F
4633
化",1589.png,0.9390243902439024,0.4113225119744545,0.7952035657264502,中間型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,2277.0,2369.0,4.040404040404044
2025Q4_PRE,224,3277.T,サンセイランディック,不動産業,0.8171953166577967,41.57894736842105,22.272727272727263,13.49203936062949,15.29914529914529,0.8557897064301331,10.86538461538461,66.66666666666666,97.46376811594205,80.0,1345.0,3503,39.66770508826583,2025-09-30,2025-09-30,9.5,9.5,25.12,9.5,9.5,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.12>
9.5
(26.12>
8.3
实PER
高值平均
8.0
安值平均
6.1
PBR
0.76
株幅(8/27)
1295F
最低購人额
5
12万9500m
速取特
3277
宋
特力色",820.png,0.6212121212121212,0.3651144225651943,0.8173563065460352,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,1293.0,1326.0,2.552204176334105
2025Q4_PRE,251,3467.T,アグレ都市デザイン,不動産業,0.8102022352315063,39.00966183574879,22.122015915119352,12.981852663610574,18.26315789473685,0.8202956616192941,23.495850622406643,75.0,93.27390599675851,100.0,2302.0,2457,52.34943745863667,2025-09-30,2025-09-30,7.0,7.0,26.3,7.0,7.0,medium,medium,low,low,low,"2225
株伍指标
海正校
予想PER
（倍）
<26.3>
7.0
<27.3>
6.5
实PER
高值平均
8.9
安值平均
6.7
PBR
1.82
株佰（8/27)
2198m
最低購人额
5
3.9
21万9800m
3467
宋",919.png,0.8939393939393939,0.5750532197977648,0.8574175093134646,業績急伸型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,2220.0,2479.0,11.66666666666667
2025Q4_PRE,296,6743.T,大同信号,電気機器,0.8008169238956891,30.4535637149028,20.3187250996016,11.800455488929888,17.896678966789658,0.7964931644380057,15.572232645403371,83.33333333333334,94.5226917057903,95.0,604.0,6272,43.80952380952381,2025-09-30,2025-09-30,10.3,10.3,26.3,10.3,10.3,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
10.3
<27.3>
9.2
实PER
高值平均
16.3
安值平均
12.3
PBR
0-35
株幅(8/27)
5529
最低購人额
5
64
5万5200F
6743",2511.png,0.8574561403508771,0.6033661522086216,0.8186601915912719,安定進捗型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,584.0,812.0,39.04109589041096
2025Q4_PRE,299,7242.T,カヤバ,輸送用機器,0.7996381053751996,34.23392612859097,30.833333333333336,14.195560530363757,17.15160796324655,0.8160440033379626,15.725938009787932,66.66666666666666,91.92037470725997,90.0,3925.0,6276,67.02127659574468,2025-09-30,2025-09-30,9.4,9.4,26.3,9.4,9.4,medium,medium,low,low,low,"3810布ER
株伍指标
予想PER
（倍）
<26.3>
9.4
<27.3>
11.7
实PER
高值平均
0'8
安值平均
5.6
PBR
08-0
株倡(8/27)
2
3780m
最低購人额
5
67
37万8000P
7242
输",2793.png,0.7965116279069767,0.5819052687599787,0.8328366152208622,中間型,採用,"達成: sector_adjusted_per_score, ocr_per, persistence_20d_pct, positive_month_ratio_pct, max_drawdown_pct, annual_return_pct_lower, annual_return_pct_upper, quarter_return_pct_lower, quarter_return_pct_upper, trend_r2",2025-10-01,2025-12-30,3895.0,4465.0,14.634146341463406
