sector,sector_signal_date,first_stock,stock_signal_date,lag_bdays,stock_entry_price,price_at_sector_signal,pct_change_by_sector_signal
精密機器,2023-11-29,7780,2023-05-16,141,2636.0,2204.0,-16.39
精密機器,2024-06-07,7729,2023-11-21,143,8731.0,10775.0,23.41
精密機器,2024-10-30,7771,2024-04-18,139,75.0,70.0,-6.67
精密機器,2024-11-04,7771,2024-04-18,142,75.0,70.0,-6.67
精密機器,2025-01-29,7707,2024-07-25,134,218.0,238.0,9.17
精密機器,2025-07-22,7743,2025-01-07,140,535.0,465.0,-13.08
その他製品,2002-03-11,7857,2001-09-06,132,1500.0,1200.0,-20.0
その他製品,2003-03-20,7957,2002-09-05,140,1050.0,1000.0,-4.76
その他製品,2004-01-27,7974,2003-07-15,140,949.0,1127.0,18.76
その他製品,2004-06-23,7906,2003-12-15,137,151.25,229.0,51.4
その他製品,2005-01-06,7912,2004-06-21,143,1714.0,1636.0,-4.55
その他製品,2005-07-22,7963,2005-01-03,144,940.0,959.0,2.02
その他製品,2006-04-12,7850,2005-09-26,142,439.0,715.0,62.87
その他製品,2007-04-25,7878,2006-10-10,141,1095.0,917.5,-16.21
その他製品,2007-07-10,7939,2006-12-22,142,320.0,317.0,-0.94
その他製品,2007-12-27,7883,2007-06-13,141,499.0,420.0,-15.83
その他製品,2008-05-21,7867,2007-11-05,142,787.0,699.0,-11.18
その他製品,2009-04-16,7857,2008-10-29,121,1700.0,1440.0,-15.29
その他製品,2009-05-19,7981,2008-11-20,128,1116.0,1158.0,3.76
その他製品,2010-04-06,7857,2009-11-04,109,1600.0,1599.0,-0.06
その他製品,2010-12-23,7939,2010-06-08,142,127.0,125.0,-1.57
その他製品,2012-02-02,7820,2011-07-19,142,151.25,132.75,-12.23
その他製品,2012-12-11,7827,2012-06-12,130,549.0,485.0,-11.66
その他製品,2013-10-01,7984,2013-03-15,142,168.0,190.25,13.24
その他製品,2014-01-29,7879,2013-07-18,139,562.0,653.0,16.19
その他製品,2014-07-04,7840,2013-12-17,143,980.0,950.0,-3.06
その他製品,2015-11-24,7992,2015-05-08,142,380.0,410.0,7.89
その他製品,2016-04-19,7915,2015-10-06,140,2490.0,1697.0,-31.85
その他製品,2016-10-19,7921,2016-04-04,142,1291.0,1417.0,9.76
その他製品,2017-05-15,7963,2016-10-28,141,1515.0,1749.0,15.45
その他製品,2018-03-20,1518,2017-09-14,133,291.6,305.6,4.8
その他製品,2018-04-06,7932,2017-09-20,142,4125.0,4580.0,11.03
その他製品,2018-05-17,7916,2017-10-30,143,2517.0,2416.0,-4.01
その他製品,2019-07-15,7868,2019-01-30,118,132.0,139.0,5.3
その他製品,2019-10-07,7963,2019-03-22,141,1360.0,1288.0,-5.29
その他製品,2020-06-16,7810,2019-12-02,141,348.0,350.0,0.57
その他製品,2021-09-20,7976,2021-03-04,142,1495.0,1508.0,0.87
その他製品,2021-11-12,7936,2021-05-20,126,585.75,720.25,22.96
その他製品,2022-03-29,7803,2021-09-14,140,375.0,311.5,-16.93
その他製品,2022-06-30,7857,2021-12-16,140,1720.0,1652.0,-3.95
その他製品,2023-02-20,7846,2022-08-16,134,5300.0,4420.0,-16.6
その他製品,2023-04-20,7962,2022-10-07,139,906.0,915.0,0.99
その他製品,2023-09-07,7911,2023-02-20,143,2494.0,3664.0,46.91
その他製品,2024-06-04,5962,2023-11-24,137,1511.0,1580.0,4.57
その他製品,2024-11-18,7906,2024-05-07,139,1231.0,2025.0,64.5
その他製品,2025-05-13,7851,2024-10-25,142,222.0,246.0,10.81
電気・ガス業,2001-11-02,9503,2001-05-07,129,2020.0,1996.0,-1.19
電気・ガス業,2002-03-07,9501,2001-08-24,139,3190.0,2560.0,-19.75
電気・ガス業,2002-07-26,9511,2002-01-15,138,484.6,588.44,21.43
電気・ガス業,2003-01-21,9506,2002-07-09,140,1724.0,1745.0,1.22
電気・ガス業,2003-09-23,9537,2003-03-07,142,2460.0,3150.0,28.05
電気・ガス業,2003-12-23,9543,2003-07-11,117,316.0,384.0,21.52
電気・ガス業,2004-06-29,9508,2003-12-15,141,1879.0,2020.0,7.5
電気・ガス業,2004-12-23,9501,2004-06-14,138,2425.0,2490.0,2.68
電気・ガス業,2005-07-25,9536,2005-01-07,141,2150.0,2460.0,14.42
電気・ガス業,2006-08-23,9501,2006-02-07,141,2900.0,3220.0,11.03
電気・ガス業,2007-12-24,9535,2007-06-28,127,359.0,298.0,-16.99
電気・ガス業,2008-07-03,9506,2007-12-17,143,2655.0,2300.0,-13.37
電気・ガス業,2008-12-11,9533,2008-06-02,138,2815.0,2985.0,6.04
電気・ガス業,2009-07-22,9513,2009-01-27,126,3380.0,2790.0,-17.46
電気・ガス業,2010-01-15,9507,2009-06-29,144,2880.0,2540.0,-11.81
電気・ガス業,2010-09-10,9509,2010-02-23,143,1747.0,1886.0,7.96
電気・ガス業,2011-02-07,9534,2010-07-28,138,252.0,252.0,0.0
電気・ガス業,2011-09-06,9508,2011-02-22,140,1909.0,1319.0,-30.91
電気・ガス業,2012-01-03,9533,2011-06-30,133,2165.0,2465.0,13.86
電気・ガス業,2012-09-18,9514,2012-03-16,132,235.83,150.42,-36.22
電気・ガス業,2012-12-21,7162,2012-07-03,123,253.1,265.0,4.7
電気・ガス業,2013-10-17,9503,2013-04-01,143,865.0,1327.0,53.41
電気・ガス業,2014-03-12,3150,2013-10-02,115,77.5,202.0,160.65
電気・ガス業,2014-06-11,7162,2013-12-11,130,217.0,189.0,-12.9
電気・ガス業,2015-12-24,9534,2015-07-01,126,291.0,278.0,-4.47
電気・ガス業,2016-08-01,7162,2016-01-22,136,314.0,220.0,-29.94
電気・ガス業,2016-12-16,9536,2016-05-30,144,2520.0,2530.0,0.4
電気・ガス業,2017-05-24,9537,2016-11-07,142,2605.0,2744.0,5.34
電気・ガス業,2018-01-19,9537,2017-07-06,141,2751.0,3170.0,15.23
電気・ガス業,2018-04-10,9517,2017-09-26,140,1070.0,846.0,-20.93
電気・ガス業,2018-10-05,9531,2018-03-19,144,2732.5,2799.5,2.45
電気・ガス業,2018-11-20,9513,2018-05-10,138,3020.0,2952.0,-2.25
電気・ガス業,2019-09-19,9535,2019-03-15,134,354.0,342.0,-3.39
電気・ガス業,2020-04-10,9532,2019-09-25,142,2136.0,2047.0,-4.17
電気・ガス業,2020-10-16,9537,2020-03-31,143,3090.0,3105.0,0.49
電気・ガス業,2021-07-23,9532,2021-01-14,136,2017.0,2035.0,0.89
電気・ガス業,2022-05-24,9519,2021-11-05,142,5450.0,1803.0,-66.92
電気・ガス業,2023-05-17,3150,2022-11-01,141,1710.0,2548.0,49.01
電気・ガス業,2024-11-29,3150,2024-05-14,143,2232.0,2642.0,18.37
電気・ガス業,2025-02-24,9543,2024-08-20,134,1072.0,1020.0,-4.85
陸運業,2002-03-15,9067,2001-08-27,144,220.0,208.0,-5.45
陸運業,2002-06-05,9051,2001-11-19,142,700.0,730.0,4.29
陸運業,2003-03-06,9022,2002-08-23,139,1564.0,1454.0,-7.03
陸運業,2004-02-13,9075,2003-08-01,140,1955.0,2040.0,4.35
陸運業,2004-06-14,9022,2003-12-30,119,1852.0,1842.0,-0.54
陸運業,2005-01-18,9033,2004-07-06,140,836.67,833.33,-0.4
陸運業,2005-07-19,9017,2004-12-31,142,1650.0,1670.0,1.21
陸運業,2006-03-29,9042,2005-09-13,141,2095.0,3495.0,66.83
陸運業,2006-09-08,9063,2006-02-22,142,2770.0,2400.0,-13.36
陸運業,2007-02-05,9022,2006-07-21,141,2440.0,2620.0,7.38
陸運業,2008-09-23,9051,2008-03-17,136,827.0,799.0,-3.39
陸運業,2009-01-06,9057,2008-07-07,131,850.0,850.0,0.0
陸運業,2009-04-14,9001,2008-09-26,142,2605.0,2555.0,-1.92
陸運業,2010-04-01,9051,2009-09-14,143,701.0,721.0,2.85
陸運業,2010-09-16,9003,2010-03-01,143,1970.0,2025.0,2.79
陸運業,2011-02-21,9033,2010-08-06,141,666.0,700.0,5.11
陸運業,2011-07-20,9072,2011-01-05,140,493.0,450.5,-8.62
陸運業,2011-12-28,9075,2011-06-15,140,2075.0,2325.0,12.05
陸運業,2012-07-19,9021,2012-01-05,140,1662.5,1661.27,-0.07
陸運業,2012-11-14,9073,2012-05-09,135,408.0,400.0,-1.96
陸運業,2013-08-01,9010,2013-01-15,142,1034.0,2014.0,94.78
陸運業,2013-10-04,9028,2013-04-01,134,345.0,402.0,16.52
陸運業,2014-03-11,2384,2013-09-04,134,413.33,564.0,36.45
陸運業,2014-05-14,9069,2013-11-05,136,538.0,513.0,-4.65
陸運業,2014-11-14,9022,2014-04-28,144,2508.0,3589.0,43.1
陸運業,2015-07-16,9033,2015-01-05,138,798.0,900.0,12.78
陸運業,2015-11-02,2384,2015-05-08,126,940.0,1110.0,18.09
陸運業,2016-02-25,9022,2015-08-11,142,4438.0,4191.0,-5.57
陸運業,2016-11-17,9006,2016-05-16,133,1962.0,2376.0,21.1
陸運業,2017-05-25,9028,2016-11-08,142,1250.0,1539.0,23.12
陸運業,2018-05-07,9044,2017-10-23,140,2946.0,3045.0,3.36
陸運業,2018-09-26,9081,2018-03-16,138,3745.0,3930.0,4.94
陸運業,2018-12-10,9067,2018-05-24,142,352.0,312.0,-11.36
陸運業,2019-02-19,9087,2018-08-06,141,1004.5,950.0,-5.43
陸運業,2019-09-30,9001,2019-03-15,141,3200.0,3500.0,9.38
陸運業,2020-06-05,9008,2019-11-18,144,7080.0,6300.0,-11.02
陸運業,2020-09-14,9090,2020-04-14,109,1415.0,1860.0,31.45
陸運業,2020-11-16,2384,2020-05-12,134,1866.0,2419.0,29.64
陸運業,2021-10-06,9075,2021-03-25,139,4630.0,4755.0,2.7
陸運業,2022-07-04,9083,2022-01-13,122,1580.0,1615.0,2.22
陸運業,2023-04-04,9075,2022-09-29,133,3265.0,3675.0,12.56
陸運業,2024-01-17,9060,2023-07-03,142,3520.0,3875.0,10.09
陸運業,2024-11-13,9021,2024-05-20,127,3187.0,2687.0,-15.69
陸運業,2025-05-09,2384,2024-10-21,144,2516.0,2938.0,16.77
海運業,2001-06-14,9127,2000-12-06,136,440.0,700.0,59.09
海運業,2002-01-07,9127,2001-08-15,103,600.0,500.0,-16.67
海運業,2002-03-29,9130,2001-10-29,109,620.0,560.0,-9.68
海運業,2003-04-14,9130,2002-10-16,128,540.0,575.0,6.48
海運業,2003-08-26,9127,2003-02-10,141,530.0,560.0,5.66
海運業,2003-12-24,9127,2003-06-17,136,460.0,440.0,-4.35
海運業,2004-07-28,9127,2004-01-22,134,500.0,930.0,86.0
海運業,2005-02-04,9110,2004-07-28,137,2800.0,3400.0,21.43
海運業,2005-08-05,9171,2005-01-26,137,354.0,450.0,27.12
海運業,2006-08-30,9119,2006-02-28,131,1073.0,1064.0,-0.84
海運業,2008-05-06,9101,2008-03-11,40,3200.0,3503.33,9.48
海運業,2009-02-20,9173,2008-12-22,44,1690.0,1440.0,-14.79
海運業,2009-04-21,9173,2008-12-22,86,1690.0,1510.0,-10.65
海運業,2010-01-21,9171,2009-10-15,70,205.0,190.0,-7.32
海運業,2010-12-16,9101,2010-08-27,79,1120.0,1230.0,9.82
海運業,2011-07-26,9308,2011-01-11,140,525.0,442.0,-15.81
海運業,2012-01-02,9119,2011-07-26,114,375.0,336.0,-10.4
海運業,2012-11-30,9130,2012-07-17,98,1010.0,900.0,-10.89
海運業,2013-08-19,9308,2013-07-31,13,866.0,1103.0,27.37
海運業,2013-08-30,9308,2013-07-31,22,866.0,830.0,-4.16
海運業,2014-06-27,9127,2014-03-13,76,1460.0,1240.0,-15.07
海運業,2014-08-18,9127,2014-03-13,112,1460.0,1340.0,-8.22
海運業,2014-11-12,9119,2014-06-13,108,564.0,675.0,19.68
海運業,2016-06-06,9130,2015-12-15,124,1090.0,920.0,-15.6
海運業,2016-09-23,9107,2016-04-19,113,267.78,293.33,9.54
海運業,2017-05-11,9107,2016-12-15,105,313.33,316.67,1.06
海運業,2017-08-10,9308,2017-02-24,119,984.0,842.0,-14.43
海運業,2017-09-01,9308,2017-02-24,135,984.0,765.0,-22.26
海運業,2017-09-15,9173,2017-03-21,128,2030.0,2095.0,3.2
海運業,2018-06-07,9308,2018-01-11,105,842.0,1022.0,21.38
海運業,2018-08-01,9107,2018-01-23,136,329.56,230.89,-29.94
海運業,2019-07-29,9107,2019-03-11,100,152.33,161.0,5.69
海運業,2019-09-27,9107,2019-03-11,144,152.33,139.33,-8.53
海運業,2020-06-10,9127,2020-01-06,112,805.0,612.0,-23.98
海運業,2020-10-15,9308,2020-04-14,132,1179.0,915.0,-22.39
海運業,2021-02-08,9171,2020-07-28,139,322.0,361.0,12.11
海運業,2022-02-03,9127,2021-08-04,131,1010.0,1633.0,61.68
海運業,2022-05-31,9107,2021-12-03,127,727.78,1137.78,56.34
海運業,2022-08-04,9115,2022-02-08,127,863.0,1092.0,26.54
海運業,2023-01-12,9107,2022-07-29,119,1121.11,923.33,-17.64
海運業,2023-07-28,9110,2023-02-13,119,3995.0,3630.0,-9.14
海運業,2024-05-31,9173,2023-12-06,127,2545.0,2575.0,1.18
海運業,2024-09-09,9173,2024-04-17,103,2516.0,2610.0,3.74
海運業,2024-09-13,9173,2024-04-17,107,2516.0,2629.0,4.49
海運業,2024-10-16,9173,2024-04-17,130,2516.0,2674.0,6.28
海運業,2024-12-19,9110,2024-06-13,135,4960.0,3875.0,-21.88
海運業,2025-01-03,9104,2024-09-04,87,4917.0,5643.0,14.77
海運業,2025-02-25,9104,2024-09-04,124,4917.0,5502.0,11.9
海運業,2025-07-23,9101,2025-02-26,105,5354.0,5300.0,-1.01
空運業,2002-03-12,9201,2001-09-14,127,3720.0,3450.0,-7.26
空運業,2003-06-23,9202,2003-02-24,85,2180.0,2340.0,7.34
空運業,2004-01-26,9204,2003-09-11,97,275.0,291.5,6.0
空運業,2004-07-15,9202,2004-01-26,123,2830.0,3500.0,23.67
空運業,2004-08-26,9204,2004-03-16,117,300.0,490.5,63.5
空運業,2004-11-30,9202,2004-06-22,115,3540.0,3580.0,1.13
空運業,2005-01-28,9202,2004-08-27,110,3580.0,3860.0,7.82
空運業,2005-08-03,9201,2005-01-21,138,305.0,300.0,-1.64
空運業,2006-06-29,9201,2005-12-26,133,329.0,287.0,-12.77
空運業,2007-02-07,9201,2007-01-19,13,244.0,250.0,2.46
空運業,2008-02-20,9201,2007-08-23,129,253.0,251.0,-0.79
空運業,2010-01-08,9233,2009-11-26,31,320.0,236.0,-26.25
空運業,2011-07-07,9233,2010-12-30,135,240.0,238.0,-0.83
空運業,2012-02-22,9233,2012-01-04,35,235.0,233.0,-0.85
空運業,2012-06-29,9233,2012-01-04,127,235.0,245.0,4.26
空運業,2013-01-14,9201,2012-09-19,83,1922.5,1805.0,-6.11
空運業,2014-03-14,9204,2013-08-27,143,333.0,300.0,-9.91
空運業,2014-04-30,9204,2013-12-17,96,351.0,313.0,-10.83
空運業,2014-05-21,9204,2013-12-17,111,351.0,271.0,-22.79
空運業,2014-11-12,9201,2014-05-01,139,2615.0,3265.0,24.86
空運業,2015-11-10,9233,2015-06-26,97,434.0,406.0,-6.45
空運業,2016-03-16,9201,2015-10-30,98,4530.0,4149.0,-8.41
空運業,2016-09-13,9202,2016-06-01,74,3112.0,2822.0,-9.32
空運業,2017-06-12,9233,2016-12-21,123,479.0,530.0,10.65
空運業,2018-03-12,9206,2018-01-03,48,4200.0,4955.0,17.98
空運業,2018-12-03,9233,2018-06-01,131,729.0,768.0,5.35
空運業,2019-01-29,9233,2018-08-27,111,711.0,891.0,25.32
空運業,2019-09-09,9206,2019-06-07,66,3885.0,4065.0,4.63
空運業,2021-02-12,9201,2020-09-07,114,2221.5,2240.0,0.83
空運業,2021-09-27,9233,2021-06-16,73,934.0,958.0,2.57
空運業,2022-03-04,9202,2021-09-27,114,2840.0,2379.5,-16.21
空運業,2022-06-24,9206,2021-12-08,142,2827.0,2446.0,-13.48
空運業,2022-07-21,9202,2022-03-04,99,2245.5,2437.0,8.53
空運業,2022-08-11,9202,2022-03-04,114,2245.5,2555.5,13.81
空運業,2023-05-01,9204,2022-12-14,98,1372.0,1258.0,-8.31
空運業,2024-01-30,9233,2023-09-29,87,902.0,1023.0,13.41
空運業,2024-09-25,9201,2024-04-03,125,2863.0,2485.0,-13.2
空運業,2025-02-21,9206,2024-09-11,117,2655.0,2523.0,-4.97
空運業,2025-05-13,9201,2024-12-02,116,2507.5,2785.5,11.09
倉庫・運輸関連業,2001-11-15,9365,2001-05-02,141,1080.0,1030.0,-4.63
倉庫・運輸関連業,2002-03-27,9369,2001-09-11,141,595.0,509.0,-14.45
倉庫・運輸関連業,2003-02-10,9302,2002-07-29,140,428.33,396.67,-7.39
倉庫・運輸関連業,2003-08-21,9351,2003-02-06,140,1500.0,1770.0,18.0
倉庫・運輸関連業,2003-10-06,9313,2003-03-20,142,300.0,380.0,26.67
倉庫・運輸関連業,2004-07-21,9193,2004-01-05,142,400.0,481.0,20.25
倉庫・運輸関連業,2004-09-08,9355,2004-03-08,132,1590.0,2330.0,46.54
倉庫・運輸関連業,2005-02-02,9362,2004-07-20,141,2000.0,1960.0,-2.0
倉庫・運輸関連業,2006-10-09,9322,2006-04-05,133,1290.0,1310.0,1.55
倉庫・運輸関連業,2007-02-23,9319,2006-08-09,142,1400.0,1414.0,1.0
倉庫・運輸関連業,2007-07-03,9303,2006-12-18,141,1762.0,1698.0,-3.63
倉庫・運輸関連業,2008-07-17,9311,2008-01-17,130,5150.0,4370.0,-15.15
倉庫・運輸関連業,2009-04-17,9303,2008-12-04,96,862.0,736.0,-14.62
倉庫・運輸関連業,2009-06-17,9303,2008-12-04,139,862.0,804.0,-6.73
倉庫・運輸関連業,2009-09-28,9312,2009-03-13,141,1240.0,1170.0,-5.65
倉庫・運輸関連業,2009-10-14,9311,2009-03-31,141,3660.0,3550.0,-3.01
倉庫・運輸関連業,2010-05-04,9311,2009-12-14,101,3900.0,3270.0,-16.15
倉庫・運輸関連業,2010-12-22,9367,2010-06-21,132,208.0,201.0,-3.37
倉庫・運輸関連業,2011-01-24,9369,2010-07-21,133,436.0,428.5,-1.72
倉庫・運輸関連業,2011-07-19,9319,2011-01-05,139,585.0,619.0,5.81
倉庫・運輸関連業,2011-09-21,9361,2011-04-01,123,1250.0,1215.0,-2.8
倉庫・運輸関連業,2011-12-19,9367,2011-06-07,139,188.0,197.0,4.79
倉庫・運輸関連業,2012-07-16,9367,2011-12-29,142,210.0,215.0,2.38
倉庫・運輸関連業,2012-12-25,9311,2012-07-05,123,3260.0,3170.0,-2.76
倉庫・運輸関連業,2013-09-12,9365,2013-07-23,37,1710.0,1640.0,-4.09
倉庫・運輸関連業,2014-07-03,9322,2014-01-22,116,642.0,614.0,-4.36
倉庫・運輸関連業,2015-02-10,9364,2014-07-25,142,1968.0,2228.0,13.21
倉庫・運輸関連業,2015-12-10,9312,2015-06-25,120,2080.0,1790.0,-13.94
倉庫・運輸関連業,2016-08-11,9364,2016-02-22,123,2070.0,1874.0,-9.47
倉庫・運輸関連業,2016-09-12,9365,2016-03-14,130,1580.0,1630.0,3.16
倉庫・運輸関連業,2017-07-11,9313,2017-04-17,61,940.0,920.0,-2.13
倉庫・運輸関連業,2019-04-12,9303,2018-09-24,144,1574.0,1408.0,-10.55
倉庫・運輸関連業,2019-07-18,9301,2019-02-14,110,531.2,592.0,11.45
倉庫・運輸関連業,2019-10-01,9351,2019-03-20,139,1520.0,1356.0,-10.79
倉庫・運輸関連業,2020-07-01,9381,2019-12-19,139,988.0,756.0,-23.48
倉庫・運輸関連業,2020-12-29,9307,2020-06-12,142,522.0,520.0,-0.38
倉庫・運輸関連業,2021-07-16,9368,2020-12-28,144,279.75,325.25,16.26
倉庫・運輸関連業,2021-09-08,9355,2021-03-01,137,2300.0,1900.0,-17.39
倉庫・運輸関連業,2022-03-02,9362,2021-08-16,142,2085.0,1509.0,-27.63
倉庫・運輸関連業,2022-07-12,9324,2021-12-30,138,979.0,936.0,-4.39
倉庫・運輸関連業,2023-02-03,9319,2022-07-22,140,981.0,968.0,-1.33
倉庫・運輸関連業,2023-12-04,9319,2023-06-30,111,1106.0,1130.0,2.17
倉庫・運輸関連業,2024-06-19,9319,2023-12-06,140,1107.0,1250.0,12.92
倉庫・運輸関連業,2024-08-29,9353,2024-02-16,139,1889.0,1750.0,-7.36
倉庫・運輸関連業,2024-09-09,9307,2024-03-21,122,602.0,609.0,1.16
倉庫・運輸関連業,2025-05-13,9355,2024-10-31,138,1700.0,1718.0,1.06
情報・通信業,2002-03-13,9684,2001-10-09,111,815.0,766.67,-5.93
情報・通信業,2003-03-31,7527,2002-09-13,141,220.0,105.0,-52.27
情報・通信業,2003-10-01,3635,2003-03-20,139,245.19,285.52,16.45
情報・通信業,2004-02-26,4335,2003-08-13,141,860.0,985.0,14.53
情報・通信業,2005-03-22,4316,2004-09-08,139,1260.0,3730.0,196.03
情報・通信業,2005-08-24,2338,2005-02-07,142,570.0,1156.67,102.92
情報・通信業,2005-09-21,4722,2005-03-07,142,265.0,306.25,15.57
情報・通信業,2006-09-08,9401,2006-02-22,142,3420.0,2660.0,-22.22
情報・通信業,2006-11-16,4284,2006-05-01,143,302.5,199.0,-34.21
情報・通信業,2007-01-26,2432,2006-07-10,144,1083.33,1376.67,27.08
情報・通信業,2007-07-10,2354,2006-12-22,142,512.0,507.0,-0.98
情報・通信業,2008-07-02,9605,2007-12-17,142,1362.0,1220.0,-10.43
情報・通信業,2009-01-28,9685,2008-07-17,139,228.0,279.0,22.37
情報・通信業,2009-04-10,9685,2008-09-22,144,298.0,270.0,-9.4
情報・通信業,2009-12-22,2338,2009-06-05,142,133.33,63.33,-52.5
情報・通信業,2010-09-21,3632,2010-03-05,142,1140.0,1432.0,25.61
情報・通信業,2010-12-16,3835,2010-06-11,134,73.47,60.0,-18.33
情報・通信業,2011-07-05,2329,2010-12-17,142,152.33,138.0,-9.41
情報・通信業,2012-01-18,3810,2011-07-04,142,413.89,261.76,-36.76
情報・通信業,2013-10-24,3659,2013-04-08,143,485.0,602.0,24.12
情報・通信業,2014-06-19,3655,2013-12-02,143,562.33,503.0,-10.55
情報・通信業,2015-12-30,3692,2015-06-16,141,8300.0,9590.0,15.54
情報・通信業,2016-03-30,3696,2015-09-30,130,892.0,1505.0,68.72
情報・通信業,2016-05-16,4687,2015-10-29,142,164.25,161.5,-1.67
情報・通信業,2016-07-29,4316,2016-01-12,143,890.0,539.0,-39.44
情報・通信業,2016-09-27,9438,2016-03-11,142,782.0,640.0,-18.16
情報・通信業,2018-05-02,3663,2017-10-16,142,376.25,295.25,-21.53
情報・通信業,2019-08-12,3835,2019-01-24,142,440.25,500.5,13.69
情報・通信業,2020-05-07,3760,2019-10-21,143,897.0,1033.0,15.16
情報・通信業,2020-09-15,4385,2020-03-06,137,2186.0,4735.0,116.61
情報・通信業,2021-01-01,3765,2020-06-15,144,1803.0,2258.0,25.24
情報・通信業,2021-12-14,3798,2021-06-01,140,424.5,482.0,13.55
情報・通信業,2022-01-04,4480,2021-06-18,142,4480.0,2360.0,-47.32
情報・通信業,2022-07-22,3779,2022-01-05,142,127.0,104.0,-18.11
情報・通信業,2023-01-26,3668,2022-07-12,142,650.0,671.0,3.23
情報・通信業,2023-04-26,2477,2022-10-11,141,5630.0,4800.0,-14.74
情報・通信業,2023-11-08,3626,2023-04-24,142,3700.0,2956.0,-20.11
情報・通信業,2024-11-29,3987,2024-05-13,144,449.0,372.0,-17.15
情報・通信業,2025-02-04,2323,2024-07-19,142,150.67,167.33,11.06
情報・通信業,2025-07-28,2330,2025-01-09,142,180.0,174.0,-3.33
情報・通信業,2025-10-09,4074,2025-03-24,143,878.0,1161.0,32.23
卸売業,2002-04-03,7443,2001-09-24,137,311.0,291.0,-6.43
卸売業,2002-04-10,7443,2001-09-24,142,311.0,291.0,-6.43
卸売業,2002-05-30,7422,2001-11-13,142,580.0,456.0,-21.38
卸売業,2002-07-26,2692,2002-01-07,144,4210.0,4120.0,-2.14
卸売業,2003-05-13,7435,2002-10-30,139,500.0,500.0,0.0
卸売業,2003-12-18,8084,2003-06-02,143,660.0,986.0,49.39
卸売業,2004-11-18,7427,2004-05-11,137,1460.0,1290.0,-11.64
卸売業,2005-11-10,9867,2005-05-04,136,2720.0,2790.0,2.57
卸売業,2007-02-05,3306,2006-07-20,142,1000.0,790.0,-21.0
卸売業,2008-11-13,2693,2008-04-28,143,311.0,218.0,-29.9
卸売業,2009-12-18,2763,2009-06-01,144,66.1,78.3,18.46
卸売業,2010-10-04,8015,2010-03-18,142,478.33,412.0,-13.87
卸売業,2011-05-03,9913,2010-10-15,142,510.0,595.0,16.67
卸売業,2012-02-06,3004,2011-07-21,142,1410.0,1480.0,4.96
卸売業,2012-12-25,7619,2012-06-08,142,467.0,451.0,-3.43
卸売業,2013-10-02,3167,2013-03-18,142,341.0,345.0,1.17
卸売業,2014-07-14,3143,2013-12-26,142,237.33,247.33,4.21
卸売業,2015-03-20,3038,2014-09-01,144,116.56,285.0,144.5
卸売業,2015-11-30,3107,2015-05-14,142,438.0,518.0,18.26
卸売業,2016-10-06,7482,2016-03-23,141,1139.0,1084.0,-4.83
卸売業,2018-10-12,8032,2018-03-26,144,451.0,431.0,-4.43
卸売業,2019-03-14,7467,2018-08-27,143,3250.0,3060.0,-5.85
卸売業,2019-10-23,3131,2019-04-08,142,1280.0,1536.0,20.0
卸売業,2020-07-20,3392,2020-01-08,138,720.0,624.0,-13.33
卸売業,2021-02-01,9305,2020-07-16,142,614.0,684.0,11.4
卸売業,2021-03-31,2693,2020-09-14,142,302.0,306.0,1.32
卸売業,2021-08-12,2768,2021-01-25,143,1245.0,1620.0,30.12
卸売業,2022-01-17,3143,2021-07-01,142,356.67,376.0,5.42
卸売業,2022-07-27,3166,2022-01-11,141,1309.0,1226.0,-6.34
卸売業,2022-11-28,7433,2022-05-12,142,2783.0,3760.0,35.11
卸売業,2023-01-27,2874,2022-07-11,144,902.0,1073.0,18.96
卸売業,2024-12-06,3004,2024-05-21,143,1888.0,1567.0,-17.0
小売業,2001-07-27,9976,2001-01-11,141,530.0,570.0,7.55
小売業,2001-08-15,7918,2001-01-29,142,320.0,530.0,65.62
小売業,2002-01-04,8289,2001-06-18,144,1876.0,1690.0,-9.91
小売業,2002-05-14,2666,2001-10-29,141,1020.0,960.0,-5.88
小売業,2003-01-23,8276,2002-07-09,142,1043.0,1070.0,2.59
小売業,2003-05-01,3050,2002-10-14,143,584.0,794.0,35.96
小売業,2005-01-21,8005,2004-07-07,142,596.0,543.0,-8.89
小売業,2005-05-09,7462,2004-10-21,142,380.0,390.0,2.63
小売業,2005-06-14,7453,2004-11-29,141,255.5,246.5,-3.52
小売業,2005-06-28,3544,2004-12-13,141,225.56,281.11,24.63
小売業,2006-04-14,8198,2005-09-28,142,1910.0,2240.0,17.28
小売業,2007-03-07,2670,2006-08-21,142,913.33,950.0,4.01
小売業,2007-08-14,2664,2007-01-29,141,3420.0,3450.0,0.88
小売業,2007-10-03,9831,2007-03-20,141,1064.0,1173.0,10.24
小売業,2008-02-20,2681,2007-08-08,140,2750.0,1060.0,-61.45
小売業,2008-11-07,7545,2008-04-21,144,1198.0,993.0,-17.11
小売業,2009-03-10,8282,2008-08-22,142,417.71,246.46,-41.0
小売業,2009-08-31,3395,2009-02-12,142,1365.0,1497.5,9.71
小売業,2010-04-02,2722,2009-09-25,135,96.75,172.75,78.55
小売業,2010-12-09,7615,2010-05-25,142,845.0,914.0,8.17
小売業,2011-07-04,2654,2010-12-16,142,90.0,330.0,266.67
小売業,2012-01-18,3093,2011-07-04,142,68.88,91.25,32.49
小売業,2012-08-14,2673,2012-01-30,141,76.0,85.0,11.84
